hostname,name,pid,descriptivename,description,path,pathmd5sum,arguments,pathcertificatesubject,pathsignatureverified,pathsignaturedescription,pathcertificateissuer
ST869VRJ,pcmcia,0,pcmcia,,C:\Windows\System32\drivers\pcmcia.sys,e3969c1f78ba46d68de327b5a03130bc,\SystemRoot\System32\drivers\pcmcia.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,Filetrace,0,Filetrace,ETW File Trace Filter,C:\Windows\System32\drivers\filetrace.sys,fa4e186272250522cafa76b147e7970b,system32\drivers\filetrace.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,Wanarp,0,Remote Access IP ARP Driver,Remote Access IP ARP Driver,C:\Windows\System32\drivers\wanarp.sys,a9e03b4dfc5ac827f8609c07be14bcc9,\SystemRoot\system32\DRIVERS\wanarp.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,UALSVC,1292,User Access Logging Service,This service logs unique client access requests  in the form of IP addresses and user names  of installed products and roles on the local server. This information can be queried  via Powershell  by administrators needing to quantify client demand of server software for offline Client Access License (CAL) management. If the service is disabled  client requests will not be logged and will not be retrievable via Powershell queries. Stopping the service will not affect query of historical data (see supporting documentation for steps to delete historical data). The local system administrator must consult his  or her  Windows Server license terms to determine the number of CALs that are required for the server software to be appropriately licensed; use of the UAL service and data does not alter this obligation.,C:\Windows\System32\svchost.exe,e8a50e71ccad69cee0faf29f092b1381,C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,fcvsc,0,fcvsc,,C:\Windows\System32\drivers\fcvsc.sys,a32789e4c0bf8121649f4ef3a05e44a6,\SystemRoot\System32\drivers\fcvsc.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,tcpipreg,0,TCP/IP Registry Compatibility,Provides compatibility for legacy applications which interact with TCP/IP through the registry. If this service is stopped  certain applications may have impaired functionality.,C:\Windows\System32\drivers\tcpipreg.sys,974f4988e0607560ebb3f42427c40d51,System32\drivers\tcpipreg.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,FxPPM,0,Power Framework Processor Driver,,C:\Windows\System32\drivers\fxppm.sys,fd506525578cb34adcca2ea87dc84957,\SystemRoot\System32\drivers\fxppm.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,netprofm,928,Network List Service,Identifies the networks to which the computer has connected  collects and stores properties for these networks  and notifies applications when these properties change.,C:\Windows\System32\svchost.exe,e8a50e71ccad69cee0faf29f092b1381,C:\Windows\System32\svchost.exe -k LocalService,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,WinHttpAutoProxySvc,928,WinHTTP Web Proxy Auto-Discovery Service,WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition  WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.,C:\Windows\System32\svchost.exe,e8a50e71ccad69cee0faf29f092b1381,C:\Windows\system32\svchost.exe -k LocalService,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,Audiosrv,0,Windows Audio,Manages audio for Windows-based programs.  If this service is stopped  audio devices and effects will not function properly.  If this service is disabled  any services that explicitly depend on it will fail to start,C:\Windows\System32\svchost.exe,e8a50e71ccad69cee0faf29f092b1381,C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,LSM,688,Local Session Manager,Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.,C:\Windows\System32\svchost.exe,e8a50e71ccad69cee0faf29f092b1381,C:\Windows\system32\svchost.exe -k DcomLaunch,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,TieringEngineService,0,Storage Tiers Management,Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.,C:\Windows\System32\TieringEngineService.exe,2494ec2bd554ddf3e35a96588b148124,C:\Windows\system32\TieringEngineService.exe,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,disk,0,Disk Driver,,C:\Windows\System32\drivers\disk.sys,ab86ee513d00bcc26dcc454961e0c47e,\SystemRoot\System32\drivers\disk.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,vpcivsp,0,Microsoft Hyper-V PCI Server,,C:\Windows\System32\drivers\vpcivsp.sys,d6f13f08099ef25ed5a0c83ea71b681e,\SystemRoot\System32\drivers\vpcivsp.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,THREADORDER,0,Thread Ordering Server,Provides ordered execution for a group of threads within a specific period of time.,C:\Windows\System32\svchost.exe,e8a50e71ccad69cee0faf29f092b1381,C:\Windows\system32\svchost.exe -k LocalService,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,storahci,0,Microsoft Standard SATA AHCI Driver,,C:\Windows\System32\drivers\storahci.sys,8e6f428c54a3ff4ecd5bf25e944760cc,\SystemRoot\System32\drivers\storahci.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
ST869VRJ,FsDepends,0,File System Dependency Minifilter,This minifilter tracks the dependencies associated with the various nested volumes/filesystems,C:\Windows\System32\drivers\FsDepends.sys,17ba7c657e154ef197d22fed894f0db9,System32\drivers\FsDepends.sys,Microsoft Windows,true,The file is signed and the signature was verified.,Microsoft Windows Production PCA 2011
