hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
ST0005CQY,3012,C:\Windows\System32\msvcrt.dll,c320e88898202914cff1a4f9b31049a6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,5320,C:\Windows\System32\en-US\ActionCenter.dll.mui,9c082108cec71e19e66eba4355be649d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,2780,C:\Windows\System32\crypt32.dll,0434db14dd9ee5d7b9308857fcf07d94,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,2128,C:\Windows\System32\pcwum.dll,e2a29b603ed85c31f952ac355a272952,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,2780,C:\Windows\System32\msvcrt.dll,c320e88898202914cff1a4f9b31049a6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,44,C:\Windows\System32\ws2_32.dll,0b863b4c89023ebde826e475fc3948f1,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,672,C:\Windows\System32\profapi.dll,0d24213beb09c254fff5236f1b76b352,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3680,C:\Windows\System32\credssp.dll,5ddd23c1300578c3616e45f36e6d2375,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3012,C:\Windows\System32\en-US\crypt32.dll.mui,af9800f85c0e2237a0f4002dfe197f93,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,5320,C:\Windows\System32\en-US\imageres.dll.mui,92d842308c460e2b9027fb6549401c02,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,672,C:\Windows\System32\gdi32.dll,02818698c83041830c4dde8b65bb4899,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3300,C:\Windows\System32\pcwum.dll,e2a29b603ed85c31f952ac355a272952,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3012,C:\Windows\System32\pcwum.dll,e2a29b603ed85c31f952ac355a272952,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3680,C:\Windows\System32\rsaenh.dll,e58bb4f26c69458c8387ec6cb3de0493,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,1332,C:\Windows\System32\oleaut32.dll,6cc6606cc06aa06d25904e1f4e786d50,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,672,C:\Windows\System32\msasn1.dll,182bdf81b0f6746f00db102e3475b4ee,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,1332,C:\Windows\Globalization\Sorting\SortDefault.nls,c7a30f518df942b71a6f337251369a9e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,760,C:\Windows\System32\umb.dll,186dae6e37d78296f7002f5ebaaecb83,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3680,C:\Windows\System32\cabinet.dll,aa6a71cfbf70faaa2f777555b7c48044,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,84,C:\Windows\System32\p2psvc.dll,8493dddfb84fd3a23186a322f3a51481,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,5320,C:\Windows\System32\MMDevAPI.dll,5f8deff6995fc925a662ec9b3148ac66,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,1332,C:\Windows\System32\drt.dll,fa8111a45f20f1d9ff8e20e8bb56d1a7,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,5320,C:\Windows\System32\netshell.dll,366184c4c84d1c574cbd0a78edce01fb,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3012,C:\Windows\System32\imm32.dll,aa09e9574eda90fa4420b36891099f11,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,2780,C:\Windows\System32\wship6.dll,9efd9c5063dac6c054435305813ef67b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,1176,C:\Windows\System32\msvcrt.dll,c320e88898202914cff1a4f9b31049a6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,476,C:\Windows\System32\dxgi.dll,39f0efe5b1fc48a67da0614c0aa9795d,true,true,The file is signed and the signature was verified.,Microsoft Windows,
ST0005CQY,760,C:\Windows\System32\msctf.dll,4647c9332f1ca475466ad6ef1fde7138,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,44,C:\Windows\System32\userenv.dll,257933fe9d84db142170d7d3bfaaf27a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,5320,C:\ProgramData\Microsoft\Windows\Caches\cversions.2.db,f5a0122eedb2b434783d680f60088ec3,true,false,The form specified for the subject is not one supported or known by the specified trust provider.,,
ST0005CQY,44,C:\Windows\System32\ntmarta.dll,664b4b70a7593f8bdd2c63aefc29ee4b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,3933,C:\Program Files (x86)\Panda Security\Panda Security Protection\PSANHost.exe,553e1bcd277d67f1672c00c46157410d,false,false,,,
ST0005CQY,5320,C:\Windows\System32\en-US\crypt32.dll.mui,af9800f85c0e2237a0f4002dfe197f93,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,5320,C:\Windows\System32\msctf.dll,4647c9332f1ca475466ad6ef1fde7138,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
ST0005CQY,44,C:\Windows\System32\locale.nls,0631df09fe3c8fcf327f180e97341b80,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
