hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
NS0006BNQ,3100,C:\Windows\System32\VBoxMRXNP.dll,492c0cb3d01004add92dfe79e94e344d,true,true,The file is signed and the signature was verified.,Oracle Corporation,VeriSign Class 3 Code Signing 2010 CA
NS0006BNQ,6180,C:\Windows\System32\user32.dll,2dd74d0029c63391f11c7e80065b0bb6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,6252,C:\Windows\System32\authz.dll,b0836dcccbf625e2182a7dac2b85fb14,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,572,C:\Windows\System32\advapi32.dll,76b0b3bfaa0bfa7adf7ac3bba61c9d92,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,4164,C:\Program Files\RealVNC\VNC Viewer\vncviewer.exe,07a880e4940b2734fc1abc1d5529da56,false,false,,,
NS0006BNQ,5020,C:\Windows\System32\ssdpapi.dll,accde24e66d2682c38f5be671a111966,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,2096,C:\Windows\System32\locale.nls,3e9b68fedeeed5e0724278764ac04eea,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,1680,C:\Windows\System32\userenv.dll,dd1bf71ed45bcb0e73284289f0c07171,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,5808,C:\Windows\System32\gdi32.dll,28ae45b0b11c1210c622e9e6788c4384,true,true,The file is signed and the signature was verified.,Microsoft Windows,
NS0006BNQ,3100,C:\Windows\System32\cryptbase.dll,fd6534c06738739fb33271bd098c794c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,276,C:\Windows\System32\msctf.dll,eae56eb2585f09a7022d6378bd3257a3,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,1572,C:\Windows\System32\version.dll,6f6ad5efb45d3c30e447043c4a863305,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,5020,C:\Windows\System32\pnrpsvc.dll,ecac40e1c1ac25960061495b1406dc90,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS0006BNQ,1572,C:\Windows\System32\rasadhlp.dll,36e517445e183ab3d5ad62330a961b37,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
