hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
SB0003YAW,1292,C:\Windows\System32\provsvc.dll,b1be9d00d86643940aaa052f4b967798,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,3065,C:\Users\sebastian.walke\AppData\Local\Programs\Opera\56.0.3051.52\opera.exe,e5b85e3b9592f4b3945101ea3f9ca59c,false,false,,,
SB0003YAW,1500,C:\Windows\System32\PortableDeviceTypes.dll,777ead8887d6b15168daf50d27431139,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1292,C:\Program Files\Internet Explorer\ieproxy.dll,3223f0dc3aa625179e7c400c62600a9f,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1500,C:\Windows\System32\dhcpcsvc.dll,79d47e1518b9c7fc3047b2f42309b24b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,5620,C:\Windows\System32\rsaenh.dll,5fef0357ef13d3e974eb3ae5aac95b20,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,2660,C:\Windows\System32\samsrv.dll,805c5565e71bebb1346d2ce032593722,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,5124,C:\Windows\System32\ntdll.dll,e49103fe962c397f6b60777fc98ff33a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,2044,C:\Windows\System32\dpx.dll,b383cf743f8b41c39b010e7907feaf85,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,4296,C:\Windows\System32\ntmarta.dll,d1c01e93150a1806536de8adcf53be18,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,3656,C:\Windows\System32\en-US\KernelBase.dll.mui,466801241f7a59cbf260f60b5adb8537,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1500,C:\Windows\System32\davclnt.dll,5ddd50b69c1d5a7af8193b69137b4e47,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,5424,C:\Windows\System32\ole32.dll,fa43e4b7350ba5097abfbc27ce3f742b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,4296,C:\Windows\System32\vsstrace.dll,ac14fc69afc52acb7d16d278e569440a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,3668,C:\Windows\System32\p2psvc.dll,28d20926ca3f2ba07307953d55ab0174,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1212,C:\Windows\System32\esent.dll,a4fdee9c3209c26259e1fd575c8aa6fe,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,5124,C:\Windows\System32\clbcatq.dll,5e68e7a0cdb013a99f78fe23cda04f3d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1500,C:\Windows\System32\wercplsupport.dll,f60f07c344121ab9277bffcb06134721,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,2840,C:\Windows\System32\ole32.dll,fa43e4b7350ba5097abfbc27ce3f742b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,2660,C:\Windows\System32\nsi.dll,92662a2eca6c107e1464af281a82cff2,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,3856,C:\Windows\System32\msasn1.dll,4744bfb40ca3620bb9726c14b0f122d6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,2044,C:\Windows\System32\oleaut32.dll,0075f8e85fbbb57412b166f6c83f3d6b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,4296,C:\Windows\System32\NaturalLanguage6.dll,666c5dd927ebd930316d42023b75c071,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,3856,C:\Windows\System32\kernel32.dll,0ea6170d93f4419abdb0df38a7a29939,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,976,C:\Windows\System32\en-US\KernelBase.dll.mui,466801241f7a59cbf260f60b5adb8537,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1016,C:\Windows\System32\dwmcore.dll,ce1628c2ff39fbb2a19098b39bb376e2,true,true,The file is signed and the signature was verified.,Microsoft Windows,
SB0003YAW,1500,C:\Windows\System32\shlwapi.dll,2dd05c6894c2c441c4ea693957107d84,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,832,C:\Windows\System32\oleaut32.dll,0075f8e85fbbb57412b166f6c83f3d6b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,5424,C:\Windows\System32\KernelBase.dll,5e2b056f6c4d4d88ab03afaa3c11a982,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,3656,C:\Windows\System32\clbcatq.dll,5e68e7a0cdb013a99f78fe23cda04f3d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,832,C:\Windows\System32\en-US\KernelBase.dll.mui,466801241f7a59cbf260f60b5adb8537,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1292,C:\Windows\System32\blackbox.dll,e218e8a211878d828f390f6003689270,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,3856,C:\Windows\System32\usp10.dll,e1c7afab10b68bf39c41f6efa3b65031,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,4296,C:\ProgramData\Microsoft\Windows\Caches\cversions.2.db,f3734cc7afde2f1353a447f1e9712628,true,false,The form specified for the subject is not one supported or known by the specified trust provider.,,
SB0003YAW,5016,C:\Windows\System32\usp10.dll,e1c7afab10b68bf39c41f6efa3b65031,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,84,C:\Windows\System32\en-US\KernelBase.dll.mui,466801241f7a59cbf260f60b5adb8537,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,4296,C:\Windows\System32\msctf.dll,2fd395a69d50b374ea721fbac626289e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,5124,C:\Windows\System32\msasn1.dll,4744bfb40ca3620bb9726c14b0f122d6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1500,C:\Windows\System32\batmeter.dll,8c086d9141401fe3c05ce5eeb3ad7301,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,5124,C:\Windows\System32\secur32.dll,47b7a6f8330e9229874dce4c87b77086,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1992,C:\Windows\System32\KernelBase.dll,5e2b056f6c4d4d88ab03afaa3c11a982,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,6184,C:\Windows\System32\crypt32.dll,a8c8a4abc8a75d9753a662188523e297,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,444,C:\Windows\System32\wship6.dll,9b815debdae35277545c7181486b7ea6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1500,C:\Windows\System32\user32.dll,d18aae65d1b9efa7d068f259a1f65425,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,6468,C:\Windows\System32\ntdll.dll,e49103fe962c397f6b60777fc98ff33a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,6184,C:\Windows\System32\advapi32.dll,950bc44ea5267e4606899c1b0f5951d9,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,6404,C:\Windows\System32\oleaut32.dll,0075f8e85fbbb57412b166f6c83f3d6b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
SB0003YAW,1292,C:\ProgramData\Microsoft\Windows\Caches\cversions.2.db,f3734cc7afde2f1353a447f1e9712628,true,false,The form specified for the subject is not one supported or known by the specified trust provider.,,
