hostname,modulename,modulepath
NS652KNU,stornvme.sys,C:\Windows\System32\drivers\
NS652KNU,dptf_cpu.sys,C:\Windows\System32\drivers\
NS652KNU,TsUsbGD.sys,C:\Windows\System32\drivers\
NS652KNU,urscx01000.sys,C:\Windows\System32\drivers\
NS652KNU,cdrom.sys,C:\Windows\System32\drivers\
NS652KNU,BasicDisplay.sys,C:\Windows\System32\drivers\
NS652KNU,tcpipreg.sys,C:\Windows\System32\drivers\
NS652KNU,WdNisDrv.sys,C:\Windows\System32\drivers\wd\
NS652KNU,wcnfs.sys,C:\Windows\System32\drivers\
NS652KNU,IntcDAud.sys,C:\Windows\System32\drivers\
NS652KNU,kbdclass.sys,C:\Windows\System32\drivers\
NS652KNU,WUDFPf.sys,C:\Windows\System32\drivers\
NS652KNU,scmbus.sys,C:\Windows\System32\drivers\
NS652KNU,mvumis.sys,C:\Windows\System32\drivers\
NS652KNU,Wdf01000.sys,C:\Windows\System32\drivers\
NS652KNU,WUDFRd.sys,C:\Windows\System32\drivers\
NS652KNU,sdstor.sys,C:\Windows\System32\drivers\
NS652KNU,winmad.sys,C:\Windows\System32\drivers\
NS652KNU,ibbus.sys,C:\Windows\System32\drivers\
NS652KNU,mshidumdf.sys,C:\Windows\System32\drivers\
NS652KNU,percsas3i.sys,C:\Windows\System32\drivers\
NS652KNU,xboxgip.sys,C:\Windows\System32\drivers\
NS652KNU,bttflt.sys,C:\Windows\System32\drivers\
NS652KNU,vpci.sys,C:\Windows\System32\drivers\
NS652KNU,NdisImPlatform.sys,C:\Windows\System32\drivers\
NS652KNU,EhStorClass.sys,C:\Windows\System32\drivers\
NS652KNU,nwifi.sys,C:\Windows\System32\drivers\
NS652KNU,wanarp.sys,C:\Windows\System32\drivers\
NS652KNU,volsnap.sys,C:\Windows\System32\drivers\
NS652KNU,ibtusb.sys,C:\Windows\System32\drivers\
NS652KNU,wimmount.sys,C:\Windows\System32\drivers\
NS652KNU,svchost.exe,C:\Windows\System32\
NS652KNU,cdfs.sys,C:\Windows\System32\drivers\
NS652KNU,monitor.sys,C:\Windows\System32\drivers\
NS652KNU,dmvsc.sys,C:\Windows\System32\drivers\
NS652KNU,lsass.exe,C:\Windows\System32\
NS652KNU,vhf.sys,C:\Windows\System32\drivers\
NS652KNU,dfsc.sys,C:\Windows\System32\drivers\
NS652KNU,rspndr.sys,C:\Windows\System32\drivers\
NS652KNU,fvevol.sys,C:\Windows\System32\drivers\
NS652KNU,ksecdd.sys,C:\Windows\System32\drivers\
NS652KNU,swenum.sys,C:\Windows\System32\DriverStore\FileRepository\swenum.inf_amd64_ea7b19c04e7a8136\
NS652KNU,lsi_sas3i.sys,C:\Windows\System32\drivers\
NS652KNU,iaLPSS2i_GPIO2_BXT_P.sys,C:\Windows\System32\drivers\
NS652KNU,isapnp.sys,C:\Windows\System32\drivers\
NS652KNU,mouclass.sys,C:\Windows\System32\drivers\
NS652KNU,mrxsmb10.sys,C:\Windows\System32\drivers\
NS652KNU,rdpvideominiport.sys,C:\Windows\System32\drivers\
NS652KNU,acpipmi.sys,C:\Windows\System32\drivers\
NS652KNU,genericusbfn.sys,C:\Windows\System32\drivers\
NS652KNU,rfcomm.sys,C:\Windows\System32\drivers\
NS652KNU,drmkaud.sys,C:\Windows\System32\drivers\
NS652KNU,1394ohci.sys,C:\Windows\System32\drivers\
NS652KNU,Ndu.sys,C:\Windows\System32\drivers\
NS652KNU,amdk8.sys,C:\Windows\System32\drivers\
NS652KNU,uefi.sys,C:\Windows\System32\drivers\
NS652KNU,amdsbs.sys,C:\Windows\System32\drivers\
NS652KNU,SDFRd.sys,C:\Windows\System32\drivers\
NS652KNU,ramdisk.sys,C:\Windows\System32\drivers\
NS652KNU,tpm.sys,C:\Windows\System32\drivers\
NS652KNU,mlx4_bus.sys,C:\Windows\System32\drivers\
NS652KNU,WdFilter.sys,C:\Windows\System32\drivers\wd\
NS652KNU,mausbip.sys,C:\Windows\System32\drivers\
NS652KNU,ndiswan.sys,C:\Windows\System32\drivers\
NS652KNU,bridge.sys,C:\Windows\System32\drivers\
NS652KNU,arcsas.sys,C:\Windows\System32\drivers\
NS652KNU,VerifierExt.sys,C:\Windows\System32\drivers\
NS652KNU,wfplwfs.sys,C:\Windows\System32\drivers\
NS652KNU,UcmCx.sys,C:\Windows\System32\drivers\
NS652KNU,wcifs.sys,C:\Windows\System32\drivers\
NS652KNU,VmsProxy.sys,C:\Windows\System32\drivers\
NS652KNU,terminpt.sys,C:\Windows\System32\drivers\
