hostname,modulename,modulepath
EB447CLL,intelppm.sys,C:\Windows\system32\DRIVERS\
EB447CLL,Wdf01000.sys,C:\Windows\system32\drivers\
EB447CLL,NETIO.SYS,C:\Windows\system32\DRIVERS\
EB447CLL,pvpanic.sys,C:\Windows\system32\drivers\
EB447CLL,Dxapi.sys,C:\Windows\System32\drivers\
EB447CLL,tdtcp.sys,C:\Windows\system32\drivers\
EB447CLL,volmgrx.sys,C:\Windows\System32\drivers\
EB447CLL,discache.sys,C:\Windows\System32\drivers\
EB447CLL,amdxata.sys,C:\Windows\system32\drivers\
EB447CLL,RDPCDD.sys,C:\Windows\System32\DRIVERS\
EB447CLL,CompositeBus.sys,C:\Windows\system32\drivers\
EB447CLL,spldr.sys,C:\Windows\System32\Drivers\
EB447CLL,netbt.sys,C:\Windows\System32\DRIVERS\
EB447CLL,PSHED.dll,C:\Windows\system32\
EB447CLL,fltmgr.sys,C:\Windows\system32\drivers\
EB447CLL,RDPDD.dll,C:\Windows\System32\
EB447CLL,disk.sys,C:\Windows\system32\drivers\
EB447CLL,cng.sys,C:\Windows\System32\Drivers\
EB447CLL,vga.sys,C:\Windows\System32\drivers\
EB447CLL,bowser.sys,C:\Windows\system32\DRIVERS\
EB447CLL,srvnet.sys,C:\Windows\System32\DRIVERS\
EB447CLL,serial.sys,C:\Windows\system32\drivers\
EB447CLL,pci.sys,C:\Windows\system32\drivers\
EB447CLL,mpsdrv.sys,C:\Windows\System32\drivers\
EB447CLL,termdd.sys,C:\Windows\system32\drivers\
EB447CLL,wanarp.sys,C:\Windows\system32\DRIVERS\
EB447CLL,CLASSPNP.SYS,C:\Windows\system32\drivers\
EB447CLL,peauth.sys,C:\Windows\system32\drivers\
EB447CLL,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
EB447CLL,volsnap.sys,C:\Windows\system32\drivers\
EB447CLL,netkvm.sys,C:\Windows\system32\DRIVERS\
EB447CLL,rdprefmp.sys,C:\Windows\system32\drivers\
EB447CLL,raspppoe.sys,C:\Windows\system32\DRIVERS\
EB447CLL,CI.dll,C:\Windows\system32\
EB447CLL,WMILIB.SYS,C:\Windows\system32\drivers\
EB447CLL,blbdrive.sys,C:\Windows\system32\drivers\
EB447CLL,ks.sys,C:\Windows\system32\drivers\
EB447CLL,srv.sys,C:\Windows\System32\DRIVERS\
EB447CLL,Fs_Rec.sys,C:\Windows\System32\Drivers\
EB447CLL,luafv.sys,C:\Windows\system32\drivers\
EB447CLL,asyncmac.sys,C:\Windows\system32\DRIVERS\
EB447CLL,netbios.sys,C:\Windows\system32\DRIVERS\
EB447CLL,ndiswan.sys,C:\Windows\system32\DRIVERS\
EB447CLL,Ntfs.sys,C:\Windows\System32\Drivers\
EB447CLL,fwpkclnt.sys,C:\Windows\System32\drivers\
EB447CLL,vioscsi.sys,C:\Windows\system32\drivers\
EB447CLL,ksecdd.sys,C:\Windows\System32\Drivers\
EB447CLL,hwpolicy.sys,C:\Windows\System32\drivers\
EB447CLL,WDFLDR.SYS,C:\Windows\system32\drivers\
EB447CLL,partmgr.sys,C:\Windows\System32\drivers\
EB447CLL,mountmgr.sys,C:\Windows\System32\drivers\
EB447CLL,Npfs.SYS,C:\Windows\System32\Drivers\
EB447CLL,ACPI.sys,C:\Windows\system32\drivers\
EB447CLL,afd.sys,C:\Windows\system32\drivers\
EB447CLL,NDIS.SYS,C:\Windows\system32\DRIVERS\
EB447CLL,serenum.sys,C:\Windows\system32\drivers\
EB447CLL,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
EB447CLL,mrxsmb.sys,C:\Windows\system32\DRIVERS\
EB447CLL,storport.sys,C:\Windows\system32\drivers\
EB447CLL,msrpc.sys,C:\Windows\system32\DRIVERS\
EB447CLL,rdbss.sys,C:\Windows\system32\DRIVERS\
EB447CLL,tcpipreg.sys,C:\Windows\System32\drivers\
EB447CLL,watchdog.sys,C:\Windows\System32\drivers\
EB447CLL,mouclass.sys,C:\Windows\system32\drivers\
EB447CLL,ntoskrnl.exe,C:\Windows\system32\
EB447CLL,crashdmp.sys,C:\Windows\System32\Drivers\
EB447CLL,srv2.sys,C:\Windows\System32\DRIVERS\
EB447CLL,dump_storport.sys,C:\Windows\System32\Drivers\
EB447CLL,tunnel.sys,C:\Windows\system32\DRIVERS\
EB447CLL,umbus.sys,C:\Windows\system32\drivers\
EB447CLL,mup.sys,C:\Windows\System32\Drivers\
EB447CLL,ksecpkg.sys,C:\Windows\System32\Drivers\
EB447CLL,rdpbus.sys,C:\Windows\system32\drivers\
EB447CLL,volmgr.sys,C:\Windows\system32\drivers\
EB447CLL,pacer.sys,C:\Windows\system32\DRIVERS\
EB447CLL,rdpencdd.sys,C:\Windows\system32\drivers\
EB447CLL,vdrvroot.sys,C:\Windows\system32\drivers\
EB447CLL,i8042prt.sys,C:\Windows\system32\drivers\
EB447CLL,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
EB447CLL,wfplwf.sys,C:\Windows\system32\DRIVERS\
EB447CLL,msisadrv.sys,C:\Windows\system32\drivers\
EB447CLL,raspptp.sys,C:\Windows\system32\DRIVERS\
EB447CLL,lltdio.sys,C:\Windows\system32\DRIVERS\
EB447CLL,tcpip.sys,C:\Windows\System32\drivers\
EB447CLL,CLFS.SYS,C:\Windows\system32\
EB447CLL,AgileVpn.sys,C:\Windows\system32\DRIVERS\
EB447CLL,hal.dll,C:\Windows\system32\
EB447CLL,nsiproxy.sys,C:\Windows\system32\drivers\
EB447CLL,win32k.sys,C:\Windows\System32\
EB447CLL,vmstorfl.sys,C:\Windows\system32\drivers\
EB447CLL,HTTP.sys,C:\Windows\system32\drivers\
EB447CLL,rassstp.sys,C:\Windows\system32\DRIVERS\
EB447CLL,dfsc.sys,C:\Windows\System32\Drivers\
EB447CLL,sacdrv.sys,C:\Windows\system32\DRIVERS\
EB447CLL,dump_vioscsi.sys,C:\Windows\System32\Drivers\
EB447CLL,Null.SYS,C:\Windows\System32\Drivers\
EB447CLL,dxg.sys,C:\Windows\System32\drivers\
EB447CLL,swenum.sys,C:\Windows\system32\drivers\
EB447CLL,pcw.sys,C:\Windows\System32\drivers\
EB447CLL,tdx.sys,C:\Windows\system32\DRIVERS\
EB447CLL,VIDEOPRT.SYS,C:\Windows\System32\drivers\
EB447CLL,ndistapi.sys,C:\Windows\system32\DRIVERS\
EB447CLL,Msfs.SYS,C:\Windows\System32\Drivers\
EB447CLL,rasl2tp.sys,C:\Windows\system32\DRIVERS\
EB447CLL,rdpdr.sys,C:\Windows\System32\drivers\
EB447CLL,kbdclass.sys,C:\Windows\system32\drivers\
EB447CLL,rspndr.sys,C:\Windows\system32\DRIVERS\
EB447CLL,TSDDD.dll,C:\Windows\System32\
EB447CLL,NDProxy.SYS,C:\Windows\System32\Drivers\
EB447CLL,kdcom.dll,C:\Windows\system32\
EB447CLL,spsys.sys,C:\Windows\system32\drivers\
EB447CLL,tssecsrv.sys,C:\Windows\System32\DRIVERS\
EB447CLL,TDI.SYS,C:\Windows\system32\DRIVERS\
EB447CLL,mssmbios.sys,C:\Windows\system32\drivers\
EB447CLL,RDPWD.SYS,C:\Windows\System32\Drivers\
