hostname,name,virtualpath,creator,comment,accountrunlevel,accountlogontype,execprogrampath,execarguments,signatureexists,signatureverified,description,certificatesubject,certificateissuer
WC0005TWT,RecordingRestart,\Microsoft\Windows\Media Center\RecordingRestart,,Restarts recordings after a power failure.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\ehome\ehrec,/RestartRecording,,,,,
WC0005TWT,SessionAgent,\Microsoft\Windows\SideShow\SessionAgent,Microsoft Corporation,This task manages the session behavior when multiple user accounts exist on a Windows SideShow-compatible device.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
WC0005TWT,SystemDataProviders,\Microsoft\Windows\SideShow\SystemDataProviders,Microsoft Corporation,This task provides system data for the clock  power source  wireless network strength  and volume on a Windows SideShow-compatible device.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
WC0005TWT,GadgetManager,\Microsoft\Windows\SideShow\GadgetManager,Microsoft Corporation,This task manages and synchronizes metadata for the installed gadgets on a Windows SideShow-compatible device.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
WC0005TWT,RegisterSearch,\Microsoft\Windows\Media Center\RegisterSearch,,Privileged Media Center Search registration job,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\ehome\ehPrivJob.exe,/DoRegisterSearch $(Arg0),true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
WC0005TWT,ConfigNotification,\Microsoft\Windows\WindowsBackup\ConfigNotification,Microsoft Corporation,This scheduled task notifies the user that Windows Backup has not been configured.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%systemroot%\System32\sdclt.exe,/CONFIGNOTIFICATION,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
WC0005TWT,OCURActivate,\Microsoft\Windows\Media Center\OCURActivate,,Privileged Media Center OCUR activation job,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\ehome\ehPrivJob.exe,/OCURActivate,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
WC0005TWT,MsCtfMonitor,\Microsoft\Windows\TextServicesFramework\MsCtfMonitor,,TextServicesFramework monitor task,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
WC0005TWT,DispatchRecoveryTasks,\Microsoft\Windows\Media Center\DispatchRecoveryTasks,,Privileged Media Center Recovery Task Dispatcher job,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\ehome\ehPrivJob.exe,/DoRecoveryTasks $(Arg0),true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
WC0005TWT,HiveUploadTask,\Microsoft\Windows\User Profile Service\HiveUploadTask,Microsoft Corporation,This task will automatically upload a roaming user profile's registry hive to its network location.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
WC0005TWT,ObjectStoreRecoveryTask,\Microsoft\Windows\Media Center\ObjectStoreRecoveryTask,,Perform Object Store Recovery activities,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\ehome\mcupdate.exe,-ObjectStoreRecoveryTask,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
