hostname,name,virtualpath,creator,comment,accountrunlevel,accountlogontype,execprogrampath,execarguments,signatureexists,signatureverified,description,certificatesubject,certificateissuer
SC0007ISU,RegisterDeviceLocationRightsChange,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceLocationRightsChange,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,PerformRemediation,\Microsoft\Windows\WaaSMedic\PerformRemediation,Microsoft Corporation,Helps recover update-related services to the supported configuration.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,ProcessMemoryDiagnosticEvents,\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents,Microsoft Corporation,Schedules a memory diagnostic in response to system events.,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_GROUP,,,,,,,
SC0007ISU,Registration,\Microsoft\Windows\PushToInstall\Registration,,,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\sc.exe,start pushtoinstall registration,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
SC0007ISU,RegisterDeviceWnsFallback,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceWnsFallback,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,FamilySafetyMonitorToastTask,\Microsoft\Windows\Shell\FamilySafetyMonitorToastTask,Microsoft Corporation,Synchronizes the latest settings with the Microsoft family features service.,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,HybridDriveCacheRebalance,\Microsoft\Windows\Sysmain\HybridDriveCacheRebalance,Microsoft Corporation,Hybrid Drive cache rebalance maintenance task,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,AikCertEnrollTask,\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask,Microsoft Corporation,This task enrolls a certificate for Attestation Identity Key.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,Sysprep Generalize Drivers,\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers,Microsoft Corporation,Generalize driver state in order to prepare the system to be bootable on any hardware configuration.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\System32\drvinst.exe,6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
SC0007ISU,HandleWnsCommand,\Microsoft\Windows\DeviceDirectoryClient\HandleWnsCommand,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,ScanForUpdatesAsUser,\Microsoft\Windows\InstallService\ScanForUpdatesAsUser,,,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
SC0007ISU,Background Synchronization,\Microsoft\Windows\Offline Files\Background Synchronization,Microsoft Corporation,This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
SC0007ISU,RegisterDevicePeriodic24,\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePeriodic24,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,FODCleanupTask,\Microsoft\Windows\HelloFace\FODCleanupTask,,,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%WinDir%\System32\WinBioPlugIns\FaceFodUninstaller.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
SC0007ISU,WakeUpAndContinueUpdates,\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,ScanForUpdates,\Microsoft\Windows\InstallService\ScanForUpdates,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,IntegrityCheck,\Microsoft\Windows\DeviceDirectoryClient\IntegrityCheck,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,SystemSoundsService,\Microsoft\Windows\Multimedia\SystemSoundsService,,System Sounds User Mode Agent,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
SC0007ISU,IndexerAutomaticMaintenance,\Microsoft\Windows\Shell\IndexerAutomaticMaintenance,Microsoft Corporation,Keeps the search index up to date,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,Usb-Notifications,\Microsoft\Windows\USB\Usb-Notifications,Microsoft Corporation,Usb Error Notification Task,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
SC0007ISU,KeyPreGenTask,\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask,Microsoft Corporation,This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK).,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,WakeUpAndScanForUpdates,\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,CryptoPolicyTask,\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask,Microsoft Corporation,This task synchronizes cryptographic policy.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,Secure-Boot-Update,\Microsoft\Windows\PI\Secure-Boot-Update,Microsoft Corporation,This task updates the Secure Boot variables.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,EduPrintProv,\Microsoft\Windows\Printing\EduPrintProv,,,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,%windir%\system32\eduprintprov.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
SC0007ISU,BackgroundUploadTask,\Microsoft\Windows\SettingSync\BackgroundUploadTask,,,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
SC0007ISU,NotificationTask,\Microsoft\Windows\WwanSvc\NotificationTask,Microsoft Corporation,Background task for performing per user and web interactions,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,%SystemRoot%\System32\WiFiTask.exe,wwan,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
SC0007ISU,UPnPHostConfig,\Microsoft\Windows\UPnP\UPnPHostConfig,Microsoft,Set UPnPHost service to Auto-Start,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,sc.exe,config upnphost start= auto,,,,,
SC0007ISU,UpdateLibrary,\Microsoft\Windows\Windows Media Sharing\UpdateLibrary,Microsoft Corporation,This task updates the cached list of folders and the security permissions on any new files in a userâ€™s shared media library.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,"""%ProgramFiles%\Windows Media Player\wmpnscfg.exe""",,,,,,
SC0007ISU,EnableLicenseAcquisition,\Microsoft\Windows\Subscription\EnableLicenseAcquisition,Microsoft Corporation,Enable susbscription license acquisition,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\system32\ClipRenew.exe,-e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
SC0007ISU,Tpm-Maintenance,\Microsoft\Windows\TPM\Tpm-Maintenance,Microsoft Corporation,This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,StartComponentCleanup,\Microsoft\Windows\Servicing\StartComponentCleanup,,,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,HiveUploadTask,\Microsoft\Windows\User Profile Service\HiveUploadTask,Microsoft Corporation,This task will automatically upload a roaming user profile's registry hive to its network location.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,RunFullMemoryDiagnostic,\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic,Microsoft Corporation,Detects and mitigates problems in physical memory (RAM).,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_GROUP,,,,,,,
SC0007ISU,SmartRetry,\Microsoft\Windows\InstallService\SmartRetry,,,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,.NET Framework NGEN v4.0.30319 64,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
SC0007ISU,WIM-Hash-Validation,\Microsoft\Windows\WOF\WIM-Hash-Validation,Microsoft Corporation,This task supports the WIM Boot by performing background actions on behalf of the OS.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
