hostname,name,virtualpath,creator,comment,accountrunlevel,accountlogontype,execprogrampath,execarguments,signatureexists,signatureverified,description,certificatesubject,certificateissuer
NC0005SWF,LPRemove,\Microsoft\Windows\MUI\LPRemove,Microsoft Corporation,Launch language cleanup tool,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\lpremove.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,AD RMS Rights Policy Template Management (Automated),\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),Microsoft Corporation,Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case  it fails silently.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
NC0005SWF,SvcRestartTask,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask,Microsoft Corporation,This task restarts the Software Protection Platform service at the specified time,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,sc.exe,start sppsvc,,,,,
NC0005SWF,ServerCeipAssistant,\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerCeipAssistant,Microsoft Corporation,This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\ceipdata.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,UsbCeip,\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip,Microsoft Corporation,The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is used to help improve the reliability  stability  and overall functionality of USB in Windows.  If the user has not consented to participate in Windows CEIP  this task does not do anything.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
NC0005SWF,HiveUploadTask,\Microsoft\Windows\User Profile Service\HiveUploadTask,Microsoft Corporation,This task will automatically upload a roaming user profile's registry hive to its network location.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
NC0005SWF,AitAgent,\Microsoft\Windows\Application Experience\AitAgent,Microsoft Corporation,Aggregates and uploads Application Telemetry information if opted-in to the Microsoft Customer Experience Improvement Program.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,aitagent,,,,,,
NC0005SWF,UserTask-Roam,\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Microsoft Corporation,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
NC0005SWF,DecompressionFailureDetector,\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector,Microsoft Corporation,Task for launching the Memory Diagnostic,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
NC0005SWF,RacTask,\Microsoft\Windows\RAC\RacTask,Microsoft Corporation,Microsoft Reliability Analysis task to process system reliability data.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
NC0005SWF,IpAddressConflict2,\Microsoft\Windows\Tcpip\IpAddressConflict2,Microsoft Corporation,This event is triggered when an IP address conflict is detected.,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_GROUP,%windir%\system32\rundll32.exe,ndfapi.dll NdfRunDllDuplicateIPDefendingSystem,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,SystemTask,\Microsoft\Windows\CertificateServicesClient\SystemTask,Microsoft Corporation,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
NC0005SWF,ServerRoleCollector,\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector,Microsoft Corporation,This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\ceiprole.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,CorruptionDetector,\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector,Microsoft Corporation,Task for launching the Memory Diagnostic,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
NC0005SWF,ScheduledDefrag,\Microsoft\Windows\Defrag\ScheduledDefrag,Microsoft Corporation,This task defragments the computers hard disk drives.,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\defrag.exe,-c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,SetupSQMTask,\Microsoft\Windows\SetupSQMTask,Microsoft Corporation,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,C:\Windows\SYSTEM32\OOBE\SETUPSQM.EXE,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,VerifiedPublisherCertStoreCheck,\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck,Microsoft Corporation,Inspects the AppID certificate cache for invalid or revoked certificates.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\appidcertstorecheck.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,ProgramDataUpdater,\Microsoft\Windows\Application Experience\ProgramDataUpdater,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\compattelrunner.exe,-maintenance,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,ServerManager,\Microsoft\Windows\Server Manager\ServerManager,Microsoft Corporation,Task for launching Initial Configuration Tasks or Server Manager at logon.,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_GROUP,%windir%\system32\ServerManagerLauncher.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,Proxy,\Microsoft\Windows\Autochk\Proxy,Microsoft Corporation,This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\rundll32.exe,/d acproxy.dll PerformAutochkOperations,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,MsCtfMonitor,\Microsoft\Windows\TextServicesFramework\MsCtfMonitor,,TextServicesFramework monitor task,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
NC0005SWF,BfeOnServiceStartTypeChange,\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange,Microsoft Corporation,This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\rundll32.exe,bfe.dll BfeOnServiceStartTypeChange,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,RegIdleBackup,\Microsoft\Windows\Registry\RegIdleBackup,Microsoft Corporation,Registry Idle Backup Task,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
NC0005SWF,AnalyzeSystem,\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem,Microsoft Corporation,This job analyzes the system looking for conditions that may cause high energy use.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\System32\powercfg.exe,-energy -auto,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NC0005SWF,SynchronizeTime,\Microsoft\Windows\Time Synchronization\SynchronizeTime,Microsoft Corporation,Maintains date and time synchronization on all clients and servers in the network. If this service is stopped  date and time synchronization will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\sc.exe,start w32time task_started,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
