hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
EE0006XXF,5964,C:\Windows\System32\advapi32.dll,c8b0a0500df2d13aaf67db0b7fd2376a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,612,C:\Windows\System32\pnrpsvc.dll,74181c198fa39c8897250166512ef925,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,5512,C:\Windows\System32\ws2_32.dll,ad7322610b312712b66d7be867914d87,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,612,C:\Windows\System32\xmllite.dll,3dd41e5970c1d51f80bb6a594b44d294,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,880,C:\Windows\System32\en-US\svchost.exe.mui,d21df2a53d30ca5f13875348d3670701,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,5219,C:\Users\matilbroo\AppData\Local\GitHubDesktop\app-1.4.3\GitHubDesktop.exe,c43e46bb77dee53a776068961641b6c5,false,false,,,
EE0006XXF,2740,C:\Windows\System32\kernel32.dll,b155461a5c2e2d1acfd5ffffe4598fdb,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,824,C:\Windows\System32\sechost.dll,885c9a09833dadaf668d47ec49fda0bf,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,5876,C:\Windows\System32\crypt32.dll,d1281672a56af424ed0083491cf58569,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,5512,C:\Windows\System32\pcwum.dll,eb6553ef7403f3c481362b0e07036932,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,2424,C:\Windows\System32\cryptdll.dll,55421792131a52f14834f45228b486cf,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,2740,C:\Windows\System32\locale.nls,43a425c0f6e5b58e65c9163a5696e6d1,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,4612,C:\Windows\System32\cryptbase.dll,f4a361ea819b4c09006e0f149d5317d4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,1260,C:\Windows\System32\msvcrt.dll,4e8c4678e58f971fca6990f2b129e173,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,880,C:\Windows\System32\advapi32.dll,c8b0a0500df2d13aaf67db0b7fd2376a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,2740,C:\Windows\System32\RpcRtRemote.dll,973476b1891b2c843984e3e6fded9e67,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,252,C:\Windows\System32\advapi32.dll,c8b0a0500df2d13aaf67db0b7fd2376a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,6140,C:\Windows\System32\rasadhlp.dll,e3a279630e2493457ccb919c431c4c76,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,5512,C:\Windows\System32\rpcrt4.dll,efc6222a4b21b1d8a3c28f919fb070b0,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,960,C:\Windows\System32\xmllite.dll,3dd41e5970c1d51f80bb6a594b44d294,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,880,C:\Windows\System32\profapi.dll,5106260283108f29f86f6a0acdbb2d28,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,960,C:\Windows\System32\drttransport.dll,92d947a8590e7b5cc89ef08004bc5a55,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,5964,C:\Windows\System32\P2PGraph.dll,00d24b8a45cdccb20064ce2474534e49,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,960,C:\Windows\System32\ssdpapi.dll,3c62475bdc5886909a01f0072e09129d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,4252,C:\Windows\System32\pcwum.dll,eb6553ef7403f3c481362b0e07036932,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,5544,C:\Windows\System32\usp10.dll,e66af12e8852656d1c45e8d15eeb1af0,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,2458,C:\Users\matilbroo\AppData\Local\GitHubDesktop\app-1.4.3\GitHubDesktop.exe,c43e46bb77dee53a776068961641b6c5,false,false,,,
EE0006XXF,5512,C:\Windows\System32\esent.dll,319e4b6c9e5828616882f3a49f70cdd4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,2424,C:\Windows\System32\efslsaext.dll,ff14b9ab941527e4c5ca4bb8fbe7807b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,6140,C:\Windows\System32\locale.nls,43a425c0f6e5b58e65c9163a5696e6d1,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EE0006XXF,612,C:\Windows\System32\gpapi.dll,2ada6111c68af4e459bc15154e5baa28,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
