hostname,modulename,modulepath
NE114UEY,mountmgr.sys,C:\Windows\System32\drivers\
NE114UEY,elxstor.sys,C:\Windows\System32\drivers\
NE114UEY,qlfcoei.sys,C:\Windows\System32\drivers\
NE114UEY,acpiex.sys,C:\Windows\System32\drivers\
NE114UEY,SpbCx.sys,C:\Windows\System32\drivers\
NE114UEY,stornvme.sys,C:\Windows\System32\drivers\
NE114UEY,IPMIDrv.sys,C:\Windows\System32\drivers\
NE114UEY,vmstorfl.sys,C:\Windows\System32\drivers\
NE114UEY,asyncmac.sys,C:\Windows\System32\drivers\
NE114UEY,flpydisk.sys,C:\Windows\System32\drivers\
NE114UEY,appid.sys,C:\Windows\System32\drivers\
NE114UEY,ndfltr.sys,C:\Windows\System32\drivers\
NE114UEY,hyperkbd.sys,C:\Windows\System32\drivers\
NE114UEY,terminpt.sys,C:\Windows\System32\drivers\
NE114UEY,hidbatt.sys,C:\Windows\System32\drivers\
NE114UEY,FsDepends.sys,C:\Windows\System32\drivers\
NE114UEY,wtlmdrv.sys,C:\Windows\System32\drivers\
NE114UEY,modem.sys,C:\Windows\System32\drivers\
NE114UEY,swenum.sys,C:\Windows\System32\drivers\
NE114UEY,xenvbd.sys,C:\Windows\System32\drivers\
NE114UEY,ibbus.sys,C:\Windows\System32\drivers\
NE114UEY,rasl2tp.sys,C:\Windows\System32\drivers\
NE114UEY,uefi.sys,C:\Windows\System32\drivers\
NE114UEY,storvsp.sys,C:\Windows\System32\drivers\
NE114UEY,CmBatt.sys,C:\Windows\System32\drivers\
NE114UEY,winverbs.sys,C:\Windows\System32\drivers\
NE114UEY,disk.sys,C:\Windows\System32\drivers\
NE114UEY,intelppm.sys,C:\Windows\System32\drivers\
NE114UEY,mup.sys,C:\Windows\System32\drivers\
NE114UEY,ndisuio.sys,C:\Windows\System32\drivers\
NE114UEY,AWSNVMe.sys,C:\Windows\System32\drivers\
NE114UEY,mshidumdf.sys,C:\Windows\System32\drivers\
NE114UEY,pciide.sys,C:\Windows\System32\drivers\
NE114UEY,umbus.sys,C:\Windows\System32\drivers\
NE114UEY,mouclass.sys,C:\Windows\System32\drivers\
NE114UEY,pcmcia.sys,C:\Windows\System32\drivers\
NE114UEY,pcw.sys,C:\Windows\System32\drivers\
NE114UEY,tunnel.sys,C:\Windows\System32\drivers\
NE114UEY,amdsbs.sys,C:\Windows\System32\drivers\
NE114UEY,NdisImPlatform.sys,C:\Windows\System32\drivers\
NE114UEY,ndis.sys,C:\Windows\System32\drivers\
NE114UEY,HpSAMD.sys,C:\Windows\System32\drivers\
NE114UEY,VSTXRAID.SYS,C:\Windows\System32\drivers\
NE114UEY,wimmount.sys,C:\Windows\System32\drivers\
NE114UEY,ULIAGPKX.SYS,C:\Windows\System32\drivers\
NE114UEY,bxvbda.sys,C:\Windows\System32\drivers\
NE114UEY,rassstp.sys,C:\Windows\System32\drivers\
NE114UEY,usbohci.sys,C:\Windows\System32\drivers\
NE114UEY,megasr.sys,C:\Windows\System32\drivers\
NE114UEY,NdisVirtualBus.sys,C:\Windows\System32\drivers\
NE114UEY,acpipmi.sys,C:\Windows\System32\drivers\
NE114UEY,xenfilt.sys,C:\Windows\System32\drivers\
NE114UEY,ndiswan.sys,C:\Windows\System32\drivers\
NE114UEY,srv2.sys,C:\Windows\System32\drivers\
NE114UEY,afd.sys,C:\Windows\System32\drivers\
NE114UEY,filetrace.sys,C:\Windows\System32\drivers\
NE114UEY,npsvctrig.sys,C:\Windows\System32\drivers\
NE114UEY,amdppm.sys,C:\Windows\System32\drivers\
NE114UEY,raspptp.sys,C:\Windows\System32\drivers\
NE114UEY,xennet.sys,C:\Windows\System32\drivers\
NE114UEY,nvstor.sys,C:\Windows\System32\drivers\
NE114UEY,usbccgp.sys,C:\Windows\System32\drivers\
NE114UEY,Wdf01000.sys,C:\Windows\System32\drivers\
NE114UEY,storahci.sys,C:\Windows\System32\drivers\
NE114UEY,BasicRender.sys,C:\Windows\System32\drivers\
NE114UEY,MTConfig.sys,C:\Windows\System32\drivers\
NE114UEY,xeniface.sys,C:\Windows\System32\drivers\
NE114UEY,BasicDisplay.sys,C:\Windows\System32\drivers\
NE114UEY,xenbus.sys,C:\Windows\System32\drivers\
NE114UEY,acpi.sys,C:\Windows\System32\drivers\
NE114UEY,mrxsmb20.sys,C:\Windows\System32\drivers\
NE114UEY,vhdmp.sys,C:\Windows\System32\drivers\
NE114UEY,amdsata.sys,C:\Windows\System32\drivers\
NE114UEY,uaspstor.sys,C:\Windows\System32\drivers\
NE114UEY,ksecdd.sys,C:\Windows\System32\drivers\
NE114UEY,EC2WinUtilDriver.sys,C:\Windows\System32\drivers\
NE114UEY,HyperVideo.sys,C:\Windows\System32\drivers\
NE114UEY,3ware.sys,C:\Windows\System32\drivers\
NE114UEY,atapi.sys,C:\Windows\System32\drivers\
NE114UEY,Vid.sys,C:\Windows\System32\drivers\
NE114UEY,umpass.sys,C:\Windows\System32\drivers\
NE114UEY,usbhub.sys,C:\Windows\System32\drivers\
NE114UEY,ql40xx2i.sys,C:\Windows\System32\drivers\
NE114UEY,agilevpn.sys,C:\Windows\System32\drivers\
NE114UEY,SerCx2.sys,C:\Windows\System32\drivers\
NE114UEY,ksthunk.sys,C:\Windows\System32\drivers\
NE114UEY,nvraid.sys,C:\Windows\System32\drivers\
NE114UEY,msisadrv.sys,C:\Windows\System32\drivers\
NE114UEY,fcvsc.sys,C:\Windows\System32\drivers\
NE114UEY,isapnp.sys,C:\Windows\System32\drivers\
NE114UEY,storvsc.sys,C:\Windows\System32\drivers\
NE114UEY,lsi_sss.sys,C:\Windows\System32\drivers\
NE114UEY,kdnic.sys,C:\Windows\System32\drivers\
NE114UEY,sisraid2.sys,C:\Windows\System32\drivers\
NE114UEY,winmad.sys,C:\Windows\System32\drivers\
NE114UEY,volmgr.sys,C:\Windows\System32\drivers\
NE114UEY,kbdhid.sys,C:\Windows\System32\drivers\
NE114UEY,iaStorV.sys,C:\Windows\System32\drivers\
NE114UEY,vmbus.sys,C:\Windows\System32\drivers\
NE114UEY,ipnat.sys,C:\Windows\System32\drivers\
NE114UEY,serenum.sys,C:\Windows\System32\drivers\
NE114UEY,ndiscap.sys,C:\Windows\System32\drivers\
NE114UEY,sacdrv.sys,C:\Windows\System32\drivers\
NE114UEY,wanarp.sys,C:\Windows\System32\drivers\
NE114UEY,wmiacpi.sys,C:\Windows\System32\drivers\
NE114UEY,MsLbfoProvider.sys,C:\Windows\System32\drivers\
NE114UEY,vdrvroot.sys,C:\Windows\System32\drivers\
NE114UEY,srvnet.sys,C:\Windows\System32\drivers\
NE114UEY,rdpvideominiport.sys,C:\Windows\System32\drivers\
NE114UEY,sermouse.sys,C:\Windows\System32\drivers\
NE114UEY,netbios.sys,C:\Windows\System32\drivers\
NE114UEY,wfplwfs.sys,C:\Windows\System32\drivers\
NE114UEY,parport.sys,C:\Windows\System32\drivers\
NE114UEY,ipfltdrv.sys,C:\Windows\System32\drivers\
NE114UEY,lsi_sas.sys,C:\Windows\System32\drivers\
NE114UEY,http.sys,C:\Windows\System32\drivers\
NE114UEY,VMBusHID.sys,C:\Windows\System32\drivers\
NE114UEY,TsUsbGD.sys,C:\Windows\System32\drivers\
NE114UEY,wacompen.sys,C:\Windows\System32\drivers\
NE114UEY,dfsc.sys,C:\Windows\System32\drivers\
NE114UEY,vpcivsp.sys,C:\Windows\System32\drivers\
NE114UEY,bfadfcoei.sys,C:\Windows\System32\drivers\
NE114UEY,tpm.sys,C:\Windows\System32\drivers\
NE114UEY,mssmbios.sys,C:\Windows\System32\drivers\
NE114UEY,vms3cap.sys,C:\Windows\System32\drivers\
NE114UEY,kbdclass.sys,C:\Windows\System32\drivers\
NE114UEY,sdbus.sys,C:\Windows\System32\drivers\
NE114UEY,pci.sys,C:\Windows\System32\drivers\
NE114UEY,msiscsi.sys,C:\Windows\System32\drivers\
NE114UEY,SerCx.sys,C:\Windows\System32\drivers\
NE114UEY,monitor.sys,C:\Windows\System32\drivers\
NE114UEY,ws2ifsl.sys,C:\Windows\System32\drivers\
NE114UEY,tcpipreg.sys,C:\Windows\System32\drivers\
NE114UEY,processr.sys,C:\Windows\System32\drivers\
NE114UEY,cdrom.sys,C:\Windows\System32\drivers\
NE114UEY,partmgr.sys,C:\Windows\System32\drivers\
NE114UEY,usbprint.sys,C:\Windows\System32\drivers\
NE114UEY,mpsdrv.sys,C:\Windows\System32\drivers\
NE114UEY,mshidkmdf.sys,C:\Windows\System32\drivers\
NE114UEY,netvsc63.sys,C:\Windows\System32\drivers\
NE114UEY,cng.sys,C:\Windows\System32\drivers\
NE114UEY,UCX01000.SYS,C:\Windows\System32\drivers\
NE114UEY,vsmraid.sys,C:\Windows\System32\drivers\
NE114UEY,mrxsmb.sys,C:\Windows\System32\drivers\
NE114UEY,usbehci.sys,C:\Windows\System32\drivers\
NE114UEY,mrxsmb10.sys,C:\Windows\System32\drivers\
NE114UEY,fdc.sys,C:\Windows\System32\drivers\
NE114UEY,intelide.sys,C:\Windows\System32\drivers\
NE114UEY,NV_AGP.SYS,C:\Windows\System32\drivers\
NE114UEY,cdfs.sys,C:\Windows\System32\drivers\
NE114UEY,spaceport.sys,C:\Windows\System32\drivers\
NE114UEY,iaStorAV.sys,C:\Windows\System32\drivers\
NE114UEY,winnat.sys,C:\Windows\System32\drivers\
NE114UEY,dxgkrnl.sys,C:\Windows\System32\drivers\
NE114UEY,clfs.sys,C:\Windows\System32\drivers\
NE114UEY,cht4vx64.sys,C:\Windows\System32\drivers\
NE114UEY,hidusb.sys,C:\Windows\System32\drivers\
NE114UEY,acpipagr.sys,C:\Windows\System32\drivers\
NE114UEY,volsnap.sys,C:\Windows\System32\drivers\
NE114UEY,amdk8.sys,C:\Windows\System32\drivers\
NE114UEY,fltMgr.sys,C:\Windows\System32\drivers\
NE114UEY,ql2300i.sys,C:\Windows\System32\drivers\
NE114UEY,GAGP30KX.SYS,C:\Windows\System32\drivers\
NE114UEY,PEAuth.sys,C:\Windows\System32\drivers\
NE114UEY,vmgencounter.sys,C:\Windows\System32\drivers\
NE114UEY,sfloppy.sys,C:\Windows\System32\drivers\
NE114UEY,raspppoe.sys,C:\Windows\System32\drivers\
NE114UEY,scfilter.sys,C:\Windows\System32\drivers\
NE114UEY,lsi_sas3.sys,C:\Windows\System32\drivers\
NE114UEY,hdaudbus.sys,C:\Windows\System32\drivers\
NE114UEY,bxois.sys,C:\Windows\System32\drivers\
NE114UEY,lltdio.sys,C:\Windows\System32\drivers\
NE114UEY,condrv.sys,C:\Windows\System32\drivers\
NE114UEY,tcpip.sys,C:\Windows\System32\drivers\
NE114UEY,UAGP35.SYS,C:\Windows\System32\drivers\
NE114UEY,sbp2port.sys,C:\Windows\System32\drivers\
NE114UEY,bxfcoe.sys,C:\Windows\System32\drivers\
NE114UEY,USBHUB3.SYS,C:\Windows\System32\drivers\
NE114UEY,dmvsc.sys,C:\Windows\System32\drivers\
NE114UEY,ahcache.sys,C:\Windows\System32\drivers\
NE114UEY,mvumis.sys,C:\Windows\System32\drivers\
NE114UEY,bowser.sys,C:\Windows\System32\drivers\
NE114UEY,netbt.sys,C:\Windows\System32\drivers\
NE114UEY,WUDFPf.sys,C:\Windows\System32\drivers\
NE114UEY,arcsas.sys,C:\Windows\System32\drivers\
NE114UEY,fileinfo.sys,C:\Windows\System32\drivers\
NE114UEY,megasas.sys,C:\Windows\System32\drivers\
NE114UEY,rdpdr.sys,C:\Windows\System32\drivers\
NE114UEY,amdxata.sys,C:\Windows\System32\drivers\
NE114UEY,ndistapi.sys,C:\Windows\System32\drivers\
