hostname,modulename,modulepath
EE474IAV,IndirectKmd.sys,C:\Windows\System32\drivers\
EE474IAV,iaLPSS2i_I2C.sys,C:\Windows\System32\drivers\
EE474IAV,BasicRender.sys,C:\Windows\System32\drivers\
EE474IAV,pdc.sys,C:\Windows\System32\drivers\
EE474IAV,pacer.sys,C:\Windows\System32\drivers\
EE474IAV,sdstor.sys,C:\Windows\System32\drivers\
EE474IAV,sbp2port.sys,C:\Windows\System32\drivers\
EE474IAV,ETDSMBus.sys,C:\Windows\System32\drivers\
EE474IAV,isapnp.sys,C:\Windows\System32\drivers\
EE474IAV,raspptp.sys,C:\Windows\System32\drivers\
EE474IAV,esif_lf.sys,C:\Windows\System32\drivers\
EE474IAV,VmsProxy.sys,C:\Windows\System32\drivers\
EE474IAV,CmBatt.sys,C:\Windows\System32\drivers\
EE474IAV,iai2c.sys,C:\Windows\System32\drivers\
EE474IAV,WUDFPf.sys,C:\Windows\System32\drivers\
EE474IAV,cht4vx64.sys,C:\Windows\System32\drivers\
EE474IAV,CAD.sys,C:\Windows\System32\drivers\
EE474IAV,iorate.sys,C:\Windows\System32\drivers\
EE474IAV,netvsc.sys,C:\Windows\System32\drivers\
EE474IAV,rdbss.sys,C:\Windows\System32\drivers\
EE474IAV,NetAdapterCx.sys,C:\Windows\System32\drivers\
EE474IAV,IPMIDrv.sys,C:\Windows\System32\drivers\
EE474IAV,usbprint.sys,C:\Windows\System32\drivers\
EE474IAV,NdisImPlatform.sys,C:\Windows\System32\drivers\
EE474IAV,SerCx.sys,C:\Windows\System32\drivers\
EE474IAV,bxvbda.sys,C:\Windows\System32\drivers\
EE474IAV,fdc.sys,C:\Windows\System32\drivers\
EE474IAV,HdAudio.sys,C:\Windows\System32\drivers\
EE474IAV,ramdisk.sys,C:\Windows\System32\drivers\
EE474IAV,flpydisk.sys,C:\Windows\System32\drivers\
EE474IAV,bttflt.sys,C:\Windows\System32\drivers\
EE474IAV,bthhfenum.sys,C:\Windows\System32\drivers\
EE474IAV,TsUsbGD.sys,C:\Windows\System32\drivers\
EE474IAV,msiscsi.sys,C:\Windows\System32\drivers\
EE474IAV,usbcir.sys,C:\Windows\System32\drivers\
EE474IAV,Ndu.sys,C:\Windows\System32\drivers\
EE474IAV,hidir.sys,C:\Windows\System32\drivers\
EE474IAV,rasacd.sys,C:\Windows\System32\drivers\
EE474IAV,vpci.sys,C:\Windows\System32\drivers\
EE474IAV,processr.sys,C:\Windows\System32\drivers\
EE474IAV,VerifierExt.sys,C:\Windows\System32\drivers\
EE474IAV,amdk8.sys,C:\Windows\System32\drivers\
EE474IAV,serial.sys,C:\Windows\System32\drivers\
EE474IAV,hyperkbd.sys,C:\Windows\System32\drivers\
EE474IAV,gpuenergydrv.sys,C:\Windows\System32\drivers\
EE474IAV,hidinterrupt.sys,C:\Windows\System32\drivers\
EE474IAV,MTConfig.sys,C:\Windows\System32\drivers\
EE474IAV,WpdUpFltr.sys,C:\Windows\System32\drivers\
EE474IAV,serenum.sys,C:\Windows\System32\drivers\
EE474IAV,circlass.sys,C:\Windows\System32\drivers\
EE474IAV,bthenum.sys,C:\Windows\System32\drivers\
EE474IAV,pnpmem.sys,C:\Windows\System32\drivers\
EE474IAV,UfxChipidea.sys,C:\Windows\System32\drivers\
EE474IAV,raspppoe.sys,C:\Windows\System32\drivers\
EE474IAV,dxgkrnl.sys,C:\Windows\System32\drivers\
EE474IAV,nsiproxy.sys,C:\Windows\System32\drivers\
EE474IAV,megasas.sys,C:\Windows\System32\drivers\
EE474IAV,capimg.sys,C:\Windows\System32\drivers\
EE474IAV,rspndr.sys,C:\Windows\System32\drivers\
EE474IAV,buttonconverter.sys,C:\Windows\System32\drivers\
EE474IAV,AcpiDev.sys,C:\Windows\System32\drivers\
EE474IAV,lsi_sas3i.sys,C:\Windows\System32\drivers\
EE474IAV,pciide.sys,C:\Windows\System32\drivers\
EE474IAV,storahci.sys,C:\Windows\System32\drivers\
EE474IAV,usbser.sys,C:\Windows\System32\drivers\
EE474IAV,genericusbfn.sys,C:\Windows\System32\drivers\
EE474IAV,WdmCompanionFilter.sys,C:\Windows\System32\drivers\
EE474IAV,dptf_cpu.sys,C:\Windows\System32\drivers\
EE474IAV,mup.sys,C:\Windows\System32\drivers\
EE474IAV,vwifimp.sys,C:\Windows\System32\drivers\
EE474IAV,appid.sys,C:\Windows\System32\drivers\
EE474IAV,VmsProxyHNic.sys,C:\Windows\System32\drivers\
EE474IAV,udfs.sys,C:\Windows\System32\drivers\
EE474IAV,rasl2tp.sys,C:\Windows\System32\drivers\
EE474IAV,WdNisDrv.sys,C:\Windows\System32\drivers\wd\
EE474IAV,megasas35i.sys,C:\Windows\System32\drivers\
EE474IAV,stexstor.sys,C:\Windows\System32\drivers\
EE474IAV,usbehci.sys,C:\Windows\System32\drivers\
EE474IAV,hvcrash.sys,C:\Windows\System32\drivers\
EE474IAV,acpipagr.sys,C:\Windows\System32\drivers\
EE474IAV,mausbip.sys,C:\Windows\System32\drivers\
EE474IAV,percsas2i.sys,C:\Windows\System32\drivers\
EE474IAV,SPUVCbv64.sys,C:\Windows\System32\drivers\
EE474IAV,VMBusHID.sys,C:\Windows\System32\drivers\
EE474IAV,mspclock.sys,C:\Windows\System32\drivers\
EE474IAV,mrxsmb20.sys,C:\Windows\System32\drivers\
EE474IAV,qwavedrv.sys,C:\Windows\System32\drivers\
EE474IAV,Wdf01000.sys,C:\Windows\System32\drivers\
EE474IAV,mshidkmdf.sys,C:\Windows\System32\drivers\
EE474IAV,msgpiowin32.sys,C:\Windows\System32\drivers\
EE474IAV,uaspstor.sys,C:\Windows\System32\drivers\
EE474IAV,CHDRT64.sys,C:\Windows\System32\drivers\
EE474IAV,winnat.sys,C:\Windows\System32\drivers\
