hostname,modulename,modulepath
WB190DTJ,BasicRender.sys,C:\Windows\System32\drivers\
WB190DTJ,kbdclass.sys,C:\Windows\System32\drivers\
WB190DTJ,cng.sys,C:\Windows\System32\drivers\
WB190DTJ,lltdio.sys,C:\Windows\system32\drivers\
WB190DTJ,vdrvroot.sys,C:\Windows\System32\drivers\
WB190DTJ,EhStorClass.sys,C:\Windows\System32\drivers\
WB190DTJ,mup.sys,C:\Windows\System32\Drivers\
WB190DTJ,NdisVirtualBus.sys,C:\Windows\System32\drivers\
WB190DTJ,rdbss.sys,C:\Windows\system32\DRIVERS\
WB190DTJ,volsnap.sys,C:\Windows\System32\drivers\
WB190DTJ,nsiproxy.sys,C:\Windows\system32\drivers\
WB190DTJ,dxgkrnl.sys,C:\Windows\System32\drivers\
WB190DTJ,tbs.sys,C:\Windows\system32\drivers\
WB190DTJ,tm.sys,C:\Windows\System32\drivers\
WB190DTJ,NTFS.sys,C:\Windows\System32\Drivers\
WB190DTJ,serial.sys,C:\Windows\System32\drivers\
WB190DTJ,pci.sys,C:\Windows\System32\drivers\
WB190DTJ,Wdf01000.sys,C:\Windows\system32\drivers\
WB190DTJ,Null.SYS,C:\Windows\System32\Drivers\
WB190DTJ,i8042prt.sys,C:\Windows\System32\drivers\
WB190DTJ,ksecdd.sys,C:\Windows\System32\drivers\
WB190DTJ,RDPUDD.dll,C:\Windows\System32\
WB190DTJ,storqosflt.sys,C:\Windows\system32\drivers\
WB190DTJ,intelppm.sys,C:\Windows\System32\drivers\
WB190DTJ,srv.sys,C:\Windows\System32\DRIVERS\
WB190DTJ,WindowsTrustedRT.sys,C:\Windows\system32\drivers\
WB190DTJ,Msfs.SYS,C:\Windows\System32\Drivers\
WB190DTJ,mrxsmb.sys,C:\Windows\system32\DRIVERS\
WB190DTJ,TDI.SYS,C:\Windows\system32\DRIVERS\
WB190DTJ,BasicDisplay.sys,C:\Windows\System32\drivers\
WB190DTJ,swenum.sys,C:\Windows\System32\drivers\
WB190DTJ,win32kbase.sys,C:\Windows\System32\
WB190DTJ,crashdmp.sys,C:\Windows\System32\Drivers\
WB190DTJ,Wof.sys,C:\Windows\System32\Drivers\
WB190DTJ,mssmbios.sys,C:\Windows\System32\drivers\
WB190DTJ,clipsp.sys,C:\Windows\System32\drivers\
WB190DTJ,WindowsTrustedRTProxy.sys,C:\Windows\System32\drivers\
WB190DTJ,hal.dll,C:\Windows\system32\
WB190DTJ,intelpep.sys,C:\Windows\System32\drivers\
WB190DTJ,NETIO.SYS,C:\Windows\system32\DRIVERS\
WB190DTJ,disk.sys,C:\Windows\System32\drivers\
WB190DTJ,cdd.dll,C:\Windows\System32\
WB190DTJ,rdpbus.sys,C:\Windows\System32\drivers\
WB190DTJ,dxgmms2.sys,C:\Windows\System32\drivers\
WB190DTJ,tdx.sys,C:\Windows\system32\DRIVERS\
WB190DTJ,monitor.sys,C:\Windows\System32\drivers\
