hostname,modulename,modulepath
476QRISB,raspppoe.sys,C:\Windows\System32\drivers\
476QRISB,ItSas35i.sys,C:\Windows\System32\drivers\
476QRISB,iaStorAVC.sys,C:\Windows\System32\drivers\
476QRISB,amdsata.sys,C:\Windows\System32\drivers\
476QRISB,amdk8.sys,C:\Windows\System32\drivers\
476QRISB,sfloppy.sys,C:\Windows\System32\drivers\
476QRISB,afunix.sys,C:\Windows\System32\drivers\
476QRISB,ipnat.sys,C:\Windows\System32\drivers\
476QRISB,AcpiDev.sys,C:\Windows\System32\drivers\
476QRISB,vmbus.sys,C:\Windows\System32\drivers\
476QRISB,WUDFPf.sys,C:\Windows\System32\drivers\
476QRISB,mup.sys,C:\Windows\System32\drivers\
476QRISB,gpuenergydrv.sys,C:\Windows\System32\drivers\
476QRISB,acpipmi.sys,C:\Windows\System32\drivers\
476QRISB,lsi_sas2i.sys,C:\Windows\System32\drivers\
476QRISB,hidir.sys,C:\Windows\System32\drivers\
476QRISB,vmswitch.sys,C:\Windows\System32\drivers\
476QRISB,mmcss.sys,C:\Windows\System32\drivers\
476QRISB,SgrmAgent.sys,C:\Windows\System32\drivers\
476QRISB,nvraid.sys,C:\Windows\System32\drivers\
476QRISB,umbus.sys,C:\Windows\System32\drivers\
476QRISB,USBHUB3.SYS,C:\Windows\System32\drivers\
476QRISB,sdbus.sys,C:\Windows\System32\drivers\
476QRISB,mountmgr.sys,C:\Windows\System32\drivers\
476QRISB,ws2ifsl.sys,C:\Windows\System32\drivers\
476QRISB,storvsc.sys,C:\Windows\System32\drivers\
476QRISB,scmbus.sys,C:\Windows\System32\drivers\
476QRISB,vmgencounter.sys,C:\Windows\System32\drivers\
476QRISB,stexstor.sys,C:\Windows\System32\drivers\
476QRISB,irenum.sys,C:\Windows\System32\drivers\
476QRISB,iaLPSSi_GPIO.sys,C:\Windows\System32\drivers\
476QRISB,nvdimm.sys,C:\Windows\System32\drivers\
476QRISB,vhdmp.sys,C:\Windows\System32\drivers\
476QRISB,urssynopsys.sys,C:\Windows\System32\drivers\
476QRISB,bindflt.sys,C:\Windows\System32\drivers\
476QRISB,amdxata.sys,C:\Windows\System32\drivers\
476QRISB,vmgid.sys,C:\Windows\System32\drivers\
476QRISB,vwifibus.sys,C:\Windows\System32\drivers\
476QRISB,intelpep.sys,C:\Windows\System32\drivers\
476QRISB,Netwtw04.sys,C:\Windows\System32\drivers\
476QRISB,i8042prt.sys,C:\Windows\System32\drivers\
476QRISB,mshidkmdf.sys,C:\Windows\System32\drivers\
476QRISB,irda.sys,C:\Windows\System32\drivers\
476QRISB,atapi.sys,C:\Windows\System32\drivers\
476QRISB,srv2.sys,C:\Windows\System32\drivers\
476QRISB,hidusb.sys,C:\Windows\System32\drivers\
476QRISB,wmiacpi.sys,C:\Windows\System32\drivers\
476QRISB,ramdisk.sys,C:\Windows\System32\drivers\
476QRISB,percsas2i.sys,C:\Windows\System32\drivers\
476QRISB,percsas3i.sys,C:\Windows\System32\drivers\
476QRISB,qwavedrv.sys,C:\Windows\System32\drivers\
476QRISB,megasr.sys,C:\Windows\System32\drivers\
476QRISB,mouhid.sys,C:\Windows\System32\drivers\
476QRISB,srvnet.sys,C:\Windows\System32\drivers\
476QRISB,stornvme.sys,C:\Windows\System32\drivers\
476QRISB,ETD.sys,C:\Windows\System32\drivers\
476QRISB,mrxsmb.sys,C:\Windows\System32\drivers\
476QRISB,IntcDAud.sys,C:\Windows\System32\drivers\
476QRISB,SerCx.sys,C:\Windows\System32\drivers\
476QRISB,pnpmem.sys,C:\Windows\System32\drivers\
476QRISB,netvsc.sys,C:\Windows\System32\drivers\
476QRISB,fltMgr.sys,C:\Windows\System32\drivers\
476QRISB,sdstor.sys,C:\Windows\System32\drivers\
476QRISB,uefi.sys,C:\Windows\System32\drivers\
476QRISB,isapnp.sys,C:\Windows\System32\drivers\
476QRISB,serial.sys,C:\Windows\System32\drivers\
476QRISB,tpm.sys,C:\Windows\System32\drivers\
476QRISB,iaLPSS2i_I2C_BXT_P.sys,C:\Windows\System32\drivers\
476QRISB,dam.sys,C:\Windows\System32\drivers\
476QRISB,pmem.sys,C:\Windows\System32\drivers\
476QRISB,intelppm.sys,C:\Windows\System32\drivers\
476QRISB,amdppm.sys,C:\Windows\System32\drivers\
476QRISB,mrxdav.sys,C:\Windows\System32\drivers\
476QRISB,ndis.sys,C:\Windows\System32\drivers\
476QRISB,storahci.sys,C:\Windows\System32\drivers\
476QRISB,vmstorfl.sys,C:\Windows\System32\drivers\
476QRISB,winmad.sys,C:\Windows\System32\drivers\
476QRISB,mskssrv.sys,C:\Windows\System32\drivers\
476QRISB,cnghwassist.sys,C:\Windows\System32\drivers\
476QRISB,asyncmac.sys,C:\Windows\System32\drivers\
476QRISB,serenum.sys,C:\Windows\System32\drivers\
476QRISB,disk.sys,C:\Windows\System32\drivers\
476QRISB,netbios.sys,C:\Windows\System32\drivers\
476QRISB,VerifierExt.sys,C:\Windows\System32\drivers\
476QRISB,bam.sys,C:\Windows\System32\drivers\
476QRISB,CompositeBus.sys,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_bcb89b3386563bd7\
476QRISB,ndproxy.sys,C:\Windows\System32\drivers\
476QRISB,wcifs.sys,C:\Windows\System32\drivers\
476QRISB,arcsas.sys,C:\Windows\System32\drivers\
476QRISB,EhStorClass.sys,C:\Windows\System32\drivers\
476QRISB,mshwnclx.sys,C:\Windows\System32\drivers\
476QRISB,drmkaud.sys,C:\Windows\System32\drivers\
476QRISB,urschipidea.sys,C:\Windows\System32\drivers\
476QRISB,sisraid2.sys,C:\Windows\System32\drivers\
476QRISB,usbccgp.sys,C:\Windows\System32\drivers\
476QRISB,hidbatt.sys,C:\Windows\System32\drivers\
476QRISB,usbvideo.sys,C:\Windows\System32\drivers\
476QRISB,bttflt.sys,C:\Windows\System32\drivers\
476QRISB,clfs.sys,C:\Windows\System32\drivers\
476QRISB,rhproxy.sys,C:\Windows\System32\drivers\
476QRISB,agilevpn.sys,C:\Windows\System32\drivers\
476QRISB,WdiWiFi.sys,C:\Windows\System32\drivers\
476QRISB,scfilter.sys,C:\Windows\System32\drivers\
476QRISB,cht4sx64.sys,C:\Windows\System32\drivers\
476QRISB,acpitime.sys,C:\Windows\System32\drivers\
476QRISB,rassstp.sys,C:\Windows\System32\drivers\
476QRISB,bcmfn2.sys,C:\Windows\System32\drivers\
476QRISB,iaLPSS2i_GPIO2_BXT_P.sys,C:\Windows\System32\drivers\
476QRISB,intelide.sys,C:\Windows\System32\drivers\
476QRISB,uaspstor.sys,C:\Windows\System32\drivers\
476QRISB,vhf.sys,C:\Windows\System32\drivers\
476QRISB,swenum.sys,C:\Windows\System32\DriverStore\FileRepository\swenum.inf_amd64_ea7b19c04e7a8136\
476QRISB,VmsProxyHNic.sys,C:\Windows\System32\drivers\
476QRISB,ahcache.sys,C:\Windows\System32\drivers\
476QRISB,iagpio.sys,C:\Windows\System32\drivers\
476QRISB,sermouse.sys,C:\Windows\System32\drivers\
476QRISB,wanarp.sys,C:\Windows\System32\drivers\
476QRISB,pciide.sys,C:\Windows\System32\drivers\
476QRISB,WUDFRd.sys,C:\Windows\System32\drivers\
476QRISB,dfsc.sys,C:\Windows\System32\drivers\
476QRISB,hdaudbus.sys,C:\Windows\System32\drivers\
476QRISB,mvumis.sys,C:\Windows\System32\drivers\
476QRISB,megasas.sys,C:\Windows\System32\drivers\
476QRISB,flpydisk.sys,C:\Windows\System32\drivers\
476QRISB,cldflt.sys,C:\Windows\System32\drivers\
476QRISB,bthport.sys,C:\Windows\System32\drivers\
476QRISB,rasacd.sys,C:\Windows\System32\drivers\
476QRISB,UfxChipidea.sys,C:\Windows\System32\drivers\
476QRISB,ksecdd.sys,C:\Windows\System32\drivers\
476QRISB,kdnic.sys,C:\Windows\System32\drivers\
476QRISB,mssmbios.sys,C:\Windows\System32\drivers\
476QRISB,hvcrash.sys,C:\Windows\System32\drivers\
476QRISB,hyperkbd.sys,C:\Windows\System32\drivers\
476QRISB,wimmount.sys,C:\Windows\System32\drivers\
476QRISB,pdc.sys,C:\Windows\System32\drivers\
476QRISB,pci.sys,C:\Windows\System32\drivers\
476QRISB,monitor.sys,C:\Windows\System32\drivers\
476QRISB,afd.sys,C:\Windows\System32\drivers\
476QRISB,winusb.sys,C:\Windows\System32\drivers\
476QRISB,BasicDisplay.sys,C:\Windows\System32\drivers\
476QRISB,rdpvideominiport.sys,C:\Windows\System32\drivers\
476QRISB,MegaSas2i.sys,C:\Windows\System32\drivers\
476QRISB,NetAdapterCx.sys,C:\Windows\System32\drivers\
476QRISB,mslldp.sys,C:\Windows\System32\drivers\
476QRISB,WindowsTrustedRTProxy.sys,C:\Windows\System32\drivers\
476QRISB,netbt.sys,C:\Windows\System32\drivers\
476QRISB,ndistapi.sys,C:\Windows\System32\drivers\
476QRISB,1394ohci.sys,C:\Windows\System32\drivers\
476QRISB,iai2c.sys,C:\Windows\System32\drivers\
476QRISB,kbdclass.sys,C:\Windows\System32\drivers\
476QRISB,ksecpkg.sys,C:\Windows\System32\drivers\
476QRISB,buttonconverter.sys,C:\Windows\System32\drivers\
476QRISB,WdNisDrv.sys,C:\Windows\System32\drivers\wd\
476QRISB,msisadrv.sys,C:\Windows\System32\drivers\
476QRISB,TsUsbGD.sys,C:\Windows\System32\drivers\
476QRISB,mspqm.sys,C:\Windows\System32\drivers\
476QRISB,lxss.sys,C:\Windows\System32\drivers\
476QRISB,hidbth.sys,C:\Windows\System32\drivers\
476QRISB,adp80xx.sys,C:\Windows\System32\drivers\
476QRISB,lsi_sas.sys,C:\Windows\System32\drivers\
476QRISB,iaLPSS2i_I2C.sys,C:\Windows\System32\drivers\
476QRISB,mausbip.sys,C:\Windows\System32\drivers\
476QRISB,HdAudio.sys,C:\Windows\System32\drivers\
476QRISB,TeeDriverW8x64.sys,C:\Windows\System32\drivers\
476QRISB,volmgr.sys,C:\Windows\System32\drivers\
476QRISB,ibtusb.sys,C:\Windows\System32\drivers\
476QRISB,lsass.exe,C:\Windows\System32\
476QRISB,spaceport.sys,C:\Windows\System32\drivers\
476QRISB,bthenum.sys,C:\Windows\System32\drivers\
476QRISB,usbhub.sys,C:\Windows\System32\drivers\
476QRISB,xboxgip.sys,C:\Windows\System32\drivers\
476QRISB,rdpbus.sys,C:\Windows\System32\drivers\
476QRISB,modem.sys,C:\Windows\System32\drivers\
476QRISB,pcmcia.sys,C:\Windows\System32\drivers\
476QRISB,bowser.sys,C:\Windows\System32\drivers\
476QRISB,mrxsmb10.sys,C:\Windows\System32\drivers\
476QRISB,cng.sys,C:\Windows\System32\drivers\
476QRISB,dxgkrnl.sys,C:\Windows\System32\drivers\
476QRISB,ipfltdrv.sys,C:\Windows\System32\drivers\
476QRISB,ksthunk.sys,C:\Windows\System32\drivers\
476QRISB,hvservice.sys,C:\Windows\System32\drivers\
476QRISB,hwpolicy.sys,C:\Windows\System32\drivers\
476QRISB,mouclass.sys,C:\Windows\System32\drivers\
476QRISB,hidi2c.sys,C:\Windows\System32\drivers\
476QRISB,udfs.sys,C:\Windows\System32\drivers\
476QRISB,Ndu.sys,C:\Windows\System32\drivers\
476QRISB,iaLPSS2i_GPIO2.sys,C:\Windows\System32\drivers\
476QRISB,HyperVideo.sys,C:\Windows\System32\drivers\
476QRISB,rdyboost.sys,C:\Windows\System32\drivers\
476QRISB,mstee.sys,C:\Windows\System32\drivers\
476QRISB,cht4vx64.sys,C:\Windows\System32\drivers\
476QRISB,ndfltr.sys,C:\Windows\System32\drivers\
476QRISB,fileinfo.sys,C:\Windows\System32\drivers\
476QRISB,lsi_sas3i.sys,C:\Windows\System32\drivers\
476QRISB,ibbus.sys,C:\Windows\System32\drivers\
476QRISB,vwifimp.sys,C:\Windows\System32\drivers\
476QRISB,acpipagr.sys,C:\Windows\System32\drivers\
476QRISB,MTConfig.sys,C:\Windows\System32\drivers\
476QRISB,cdrom.sys,C:\Windows\System32\drivers\
476QRISB,amdsbs.sys,C:\Windows\System32\drivers\
476QRISB,dmvsc.sys,C:\Windows\System32\drivers\
476QRISB,npsvctrig.sys,C:\Windows\System32\drivers\
476QRISB,AcpiVpc.sys,C:\Windows\System32\drivers\
476QRISB,VmsProxy.sys,C:\Windows\System32\drivers\
476QRISB,usbcir.sys,C:\Windows\System32\drivers\
476QRISB,WdBoot.sys,C:\Windows\System32\drivers\wd\
476QRISB,SpbCx.sys,C:\Windows\System32\drivers\
476QRISB,vwififlt.sys,C:\Windows\System32\drivers\
476QRISB,usbuhci.sys,C:\Windows\System32\drivers\
476QRISB,tunnel.sys,C:\Windows\System32\drivers\
476QRISB,hidinterrupt.sys,C:\Windows\System32\drivers\
476QRISB,tcpipreg.sys,C:\Windows\System32\drivers\
476QRISB,evbda.sys,C:\Windows\System32\drivers\
476QRISB,bthhfenum.sys,C:\Windows\System32\drivers\
476QRISB,BTHUSB.SYS,C:\Windows\System32\drivers\
476QRISB,pcw.sys,C:\Windows\System32\drivers\
476QRISB,processr.sys,C:\Windows\System32\drivers\
476QRISB,mspclock.sys,C:\Windows\System32\drivers\
476QRISB,Udecx.sys,C:\Windows\System32\drivers\
476QRISB,WdFilter.sys,C:\Windows\System32\drivers\wd\
476QRISB,partmgr.sys,C:\Windows\System32\drivers\
476QRISB,FsDepends.sys,C:\Windows\System32\drivers\
476QRISB,fvevol.sys,C:\Windows\System32\drivers\
476QRISB,Ucx01000.sys,C:\Windows\System32\drivers\
476QRISB,mlx4_bus.sys,C:\Windows\System32\drivers\
476QRISB,vms3cap.sys,C:\Windows\System32\drivers\
476QRISB,storqosflt.sys,C:\Windows\System32\drivers\
476QRISB,errdev.sys,C:\Windows\System32\drivers\
476QRISB,vsmraid.sys,C:\Windows\System32\drivers\
476QRISB,circlass.sys,C:\Windows\System32\drivers\
476QRISB,svchost.exe,C:\Windows\System32\
476QRISB,megasas35i.sys,C:\Windows\System32\drivers\
476QRISB,mausbhost.sys,C:\Windows\System32\drivers\
476QRISB,UcmTcpciCx.sys,C:\Windows\System32\drivers\
476QRISB,bxvbda.sys,C:\Windows\System32\drivers\
476QRISB,filecrypt.sys,C:\Windows\System32\drivers\
476QRISB,ETDSMBus.sys,C:\Windows\System32\drivers\
476QRISB,capimg.sys,C:\Windows\System32\drivers\
476QRISB,CAD.sys,C:\Windows\System32\drivers\
476QRISB,fdc.sys,C:\Windows\System32\drivers\
476QRISB,rasl2tp.sys,C:\Windows\System32\drivers\
476QRISB,wfplwfs.sys,C:\Windows\System32\drivers\
476QRISB,esif_lf.sys,C:\Windows\System32\drivers\
476QRISB,RtsUer.sys,C:\Windows\System32\drivers\
476QRISB,mpsdrv.sys,C:\Windows\System32\drivers\
476QRISB,luafv.sys,C:\Windows\System32\drivers\
476QRISB,http.sys,C:\Windows\System32\drivers\
476QRISB,SerCx2.sys,C:\Windows\System32\drivers\
476QRISB,condrv.sys,C:\Windows\System32\drivers\
