hostname,modulename,modulepath
355ZZANS,sacdrv.sys,C:\Windows\system32\DRIVERS\
355ZZANS,cdd.dll,C:\Windows\System32\
355ZZANS,pdc.sys,C:\Windows\system32\drivers\
355ZZANS,gpuenergydrv.sys,C:\Windows\System32\drivers\
355ZZANS,pvpanic.sys,C:\Windows\System32\drivers\
355ZZANS,srv.sys,C:\Windows\System32\DRIVERS\
355ZZANS,condrv.sys,C:\Windows\System32\drivers\
355ZZANS,WdFilter.sys,C:\Windows\system32\drivers\
355ZZANS,rdpvideominiport.sys,C:\Windows\System32\drivers\
355ZZANS,vdrvroot.sys,C:\Windows\System32\drivers\
355ZZANS,CI.dll,C:\Windows\system32\
355ZZANS,tm.sys,C:\Windows\System32\drivers\
355ZZANS,TDI.SYS,C:\Windows\system32\DRIVERS\
355ZZANS,NTFS.sys,C:\Windows\System32\Drivers\
355ZZANS,ksecpkg.sys,C:\Windows\System32\Drivers\
355ZZANS,volmgrx.sys,C:\Windows\System32\drivers\
355ZZANS,clipsp.sys,C:\Windows\System32\drivers\
355ZZANS,tcpipreg.sys,C:\Windows\System32\drivers\
355ZZANS,WppRecorder.sys,C:\Windows\System32\Drivers\
355ZZANS,registry.sys,C:\Windows\System32\drivers\
355ZZANS,msisadrv.sys,C:\Windows\System32\drivers\
355ZZANS,msrpc.sys,C:\Windows\System32\drivers\
355ZZANS,terminpt.sys,C:\Windows\System32\drivers\
355ZZANS,mouclass.sys,C:\Windows\System32\drivers\
355ZZANS,fwpkclnt.sys,C:\Windows\System32\drivers\
355ZZANS,luafv.sys,C:\Windows\system32\drivers\
355ZZANS,Fs_Rec.sys,C:\Windows\System32\Drivers\
355ZZANS,intelpep.sys,C:\Windows\System32\drivers\
355ZZANS,mssmbios.sys,C:\Windows\System32\drivers\
355ZZANS,Wdf01000.sys,C:\Windows\system32\drivers\
355ZZANS,i8042prt.sys,C:\Windows\System32\drivers\
355ZZANS,mountmgr.sys,C:\Windows\System32\drivers\
355ZZANS,BasicRender.sys,C:\Windows\System32\drivers\
355ZZANS,umbus.sys,C:\Windows\System32\drivers\
355ZZANS,pci.sys,C:\Windows\System32\drivers\
355ZZANS,serenum.sys,C:\Windows\System32\drivers\
355ZZANS,swenum.sys,C:\Windows\System32\drivers\
355ZZANS,acpiex.sys,C:\Windows\System32\Drivers\
355ZZANS,dxgkrnl.sys,C:\Windows\System32\drivers\
355ZZANS,tdx.sys,C:\Windows\system32\DRIVERS\
355ZZANS,ntoskrnl.exe,C:\Windows\system32\
355ZZANS,mslldp.sys,C:\Windows\system32\drivers\
355ZZANS,pacer.sys,C:\Windows\System32\drivers\
355ZZANS,kdnic.sys,C:\Windows\System32\drivers\
355ZZANS,wfplwfs.sys,C:\Windows\System32\drivers\
355ZZANS,dfsc.sys,C:\Windows\System32\Drivers\
355ZZANS,win32kbase.sys,C:\Windows\System32\
355ZZANS,watchdog.sys,C:\Windows\System32\drivers\
355ZZANS,pcw.sys,C:\Windows\System32\drivers\
355ZZANS,dump_vioscsi.sys,C:\Windows\System32\Drivers\
355ZZANS,tcpip.sys,C:\Windows\System32\drivers\
355ZZANS,TSDDD.dll,C:\Windows\System32\
355ZZANS,srvnet.sys,C:\Windows\System32\DRIVERS\
355ZZANS,Wof.sys,C:\Windows\System32\Drivers\
355ZZANS,filecrypt.sys,C:\Windows\system32\drivers\
355ZZANS,CEA.sys,C:\Windows\system32\drivers\
355ZZANS,dxgmms2.sys,C:\Windows\System32\drivers\
355ZZANS,rdpdr.sys,C:\Windows\System32\drivers\
355ZZANS,srv2.sys,C:\Windows\System32\DRIVERS\
355ZZANS,kdcom.dll,C:\Windows\system
355ZZANS,WDFLDR.SYS,C:\Windows\system32\drivers\
355ZZANS,CLASSPNP.SYS,C:\Windows\System32\drivers\
355ZZANS,intelppm.sys,C:\Windows\System32\drivers\
355ZZANS,afd.sys,C:\Windows\system32\drivers\
355ZZANS,Null.SYS,C:\Windows\System32\Drivers\
355ZZANS,netbt.sys,C:\Windows\System32\DRIVERS\
355ZZANS,npsvctrig.sys,C:\Windows\System32\drivers\
355ZZANS,lltdio.sys,C:\Windows\system32\drivers\
355ZZANS,rdbss.sys,C:\Windows\system32\DRIVERS\
355ZZANS,mrxsmb.sys,C:\Windows\system32\DRIVERS\
355ZZANS,Msfs.SYS,C:\Windows\System32\Drivers\
355ZZANS,mmcss.sys,C:\Windows\system32\drivers\
355ZZANS,dump_storport.sys,C:\Windows\System32\Drivers\
355ZZANS,EhStorClass.sys,C:\Windows\System32\drivers\
355ZZANS,hal.dll,C:\Windows\system32\
355ZZANS,spaceport.sys,C:\Windows\System32\drivers\
355ZZANS,NETIO.SYS,C:\Windows\system32\DRIVERS\
355ZZANS,PSHED.dll,C:\Windows\system32\
355ZZANS,ntosext.sys,C:\Windows\System32\drivers\
355ZZANS,monitor.sys,C:\Windows\System32\drivers\
355ZZANS,cng.sys,C:\Windows\System32\drivers\
355ZZANS,WMILIB.SYS,C:\Windows\System32\drivers\
355ZZANS,nsiproxy.sys,C:\Windows\system32\drivers\
355ZZANS,ksecdd.sys,C:\Windows\System32\drivers\
355ZZANS,BOOTVID.dll,C:\Windows\system32\
355ZZANS,win32kfull.sys,C:\Windows\System32\
355ZZANS,win32k.sys,C:\Windows\System32\
355ZZANS,NdisVirtualBus.sys,C:\Windows\System32\drivers\
355ZZANS,serial.sys,C:\Windows\System32\drivers\
355ZZANS,ahcache.sys,C:\Windows\system32\DRIVERS\
355ZZANS,storqosflt.sys,C:\Windows\system32\drivers\
355ZZANS,peauth.sys,C:\Windows\system32\drivers\
355ZZANS,HIDPARSE.SYS,C:\Windows\System32\drivers\
355ZZANS,HTTP.sys,C:\Windows\system32\drivers\
355ZZANS,bowser.sys,C:\Windows\system32\DRIVERS\
355ZZANS,cmimcext.sys,C:\Windows\System32\drivers\
355ZZANS,BasicDisplay.sys,C:\Windows\System32\drivers\
355ZZANS,werkernel.sys,C:\Windows\System32\drivers\
355ZZANS,mpsdrv.sys,C:\Windows\System32\drivers\
355ZZANS,Npfs.SYS,C:\Windows\System32\Drivers\
355ZZANS,disk.sys,C:\Windows\System32\drivers\
355ZZANS,volume.sys,C:\Windows\System32\drivers\
355ZZANS,WindowsTrustedRT.sys,C:\Windows\system32\drivers\
355ZZANS,RDPUDD.dll,C:\Windows\System32\
355ZZANS,partmgr.sys,C:\Windows\System32\drivers\
355ZZANS,ks.sys,C:\Windows\System32\drivers\
355ZZANS,wcifs.sys,C:\Windows\system32\drivers\
355ZZANS,tunnel.sys,C:\Windows\System32\drivers\
355ZZANS,volmgr.sys,C:\Windows\System32\drivers\
355ZZANS,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
355ZZANS,netkvm.sys,C:\Windows\System32\drivers\
355ZZANS,NDIS.SYS,C:\Windows\system32\DRIVERS\
355ZZANS,crashdmp.sys,C:\Windows\System32\Drivers\
355ZZANS,FLTMGR.SYS,C:\Windows\System32\drivers\
355ZZANS,tbs.sys,C:\Windows\system32\drivers\
355ZZANS,mup.sys,C:\Windows\System32\Drivers\
355ZZANS,volsnap.sys,C:\Windows\System32\drivers\
355ZZANS,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
355ZZANS,kbdclass.sys,C:\Windows\System32\drivers\
355ZZANS,ACPI.sys,C:\Windows\System32\drivers\
355ZZANS,rspndr.sys,C:\Windows\system32\drivers\
355ZZANS,storport.sys,C:\Windows\System32\drivers\
355ZZANS,CompositeBus.sys,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_a140581a8f8b58b7\
355ZZANS,vioscsi.sys,C:\Windows\System32\drivers\
355ZZANS,WindowsTrustedRTProxy.sys,C:\Windows\System32\drivers\
355ZZANS,rdpbus.sys,C:\Windows\System32\drivers\
