hostname,modulename,modulepath
803LJYWW,AgileVpn.sys,C:\Windows\system32\DRIVERS\
803LJYWW,Npfs.SYS,C:\Windows\System32\Drivers\
803LJYWW,discache.sys,C:\Windows\System32\drivers\
803LJYWW,wfplwf.sys,C:\Windows\system32\DRIVERS\
803LJYWW,vmstorfl.sys,C:\Windows\system32\drivers\
803LJYWW,NDProxy.SYS,C:\Windows\System32\Drivers\
803LJYWW,luafv.sys,C:\Windows\system32\drivers\
803LJYWW,Wdf01000.sys,C:\Windows\system32\drivers\
803LJYWW,rdpbus.sys,C:\Windows\system32\drivers\
803LJYWW,TDI.SYS,C:\Windows\system32\DRIVERS\
803LJYWW,vioscsi.sys,C:\Windows\system32\drivers\
803LJYWW,Fs_Rec.sys,C:\Windows\System32\Drivers\
803LJYWW,disk.sys,C:\Windows\system32\drivers\
803LJYWW,tdx.sys,C:\Windows\system32\DRIVERS\
803LJYWW,PSHED.dll,C:\Windows\system32\
803LJYWW,dump_storport.sys,C:\Windows\System32\Drivers\
803LJYWW,mrxsmb.sys,C:\Windows\system32\DRIVERS\
803LJYWW,msrpc.sys,C:\Windows\system32\DRIVERS\
803LJYWW,bowser.sys,C:\Windows\system32\DRIVERS\
803LJYWW,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
803LJYWW,vga.sys,C:\Windows\System32\drivers\
803LJYWW,rassstp.sys,C:\Windows\system32\DRIVERS\
803LJYWW,tcpip.sys,C:\Windows\System32\drivers\
803LJYWW,intelppm.sys,C:\Windows\system32\DRIVERS\
803LJYWW,pci.sys,C:\Windows\system32\drivers\
803LJYWW,RDPWD.SYS,C:\Windows\System32\Drivers\
803LJYWW,umbus.sys,C:\Windows\system32\drivers\
803LJYWW,WDFLDR.SYS,C:\Windows\system32\drivers\
803LJYWW,ksecpkg.sys,C:\Windows\System32\Drivers\
803LJYWW,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
803LJYWW,termdd.sys,C:\Windows\system32\drivers\
803LJYWW,WMILIB.SYS,C:\Windows\system32\drivers\
803LJYWW,nsiproxy.sys,C:\Windows\system32\drivers\
803LJYWW,Msfs.SYS,C:\Windows\System32\Drivers\
803LJYWW,win32k.sys,C:\Windows\System32\
803LJYWW,amdxata.sys,C:\Windows\system32\drivers\
803LJYWW,storport.sys,C:\Windows\system32\drivers\
803LJYWW,srv.sys,C:\Windows\System32\DRIVERS\
803LJYWW,Dxapi.sys,C:\Windows\System32\drivers\
803LJYWW,raspptp.sys,C:\Windows\system32\DRIVERS\
803LJYWW,ntoskrnl.exe,C:\Windows\system32\
803LJYWW,CLASSPNP.SYS,C:\Windows\system32\drivers\
803LJYWW,rasl2tp.sys,C:\Windows\system32\DRIVERS\
803LJYWW,rdpdr.sys,C:\Windows\System32\drivers\
803LJYWW,netbios.sys,C:\Windows\system32\DRIVERS\
803LJYWW,dfsc.sys,C:\Windows\System32\Drivers\
803LJYWW,ksecdd.sys,C:\Windows\System32\Drivers\
803LJYWW,pacer.sys,C:\Windows\system32\DRIVERS\
803LJYWW,rdprefmp.sys,C:\Windows\system32\drivers\
803LJYWW,rdpencdd.sys,C:\Windows\system32\drivers\
803LJYWW,sacdrv.sys,C:\Windows\system32\DRIVERS\
803LJYWW,rdbss.sys,C:\Windows\system32\DRIVERS\
803LJYWW,spsys.sys,C:\Windows\system32\drivers\
803LJYWW,wanarp.sys,C:\Windows\system32\DRIVERS\
803LJYWW,volsnap.sys,C:\Windows\system32\drivers\
803LJYWW,ndistapi.sys,C:\Windows\system32\DRIVERS\
803LJYWW,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
803LJYWW,dxg.sys,C:\Windows\System32\drivers\
803LJYWW,tssecsrv.sys,C:\Windows\System32\DRIVERS\
803LJYWW,srv2.sys,C:\Windows\System32\DRIVERS\
803LJYWW,volmgr.sys,C:\Windows\system32\drivers\
803LJYWW,mountmgr.sys,C:\Windows\System32\drivers\
803LJYWW,tdtcp.sys,C:\Windows\system32\drivers\
803LJYWW,CompositeBus.sys,C:\Windows\system32\drivers\
803LJYWW,serial.sys,C:\Windows\system32\drivers\
803LJYWW,mup.sys,C:\Windows\System32\Drivers\
803LJYWW,Null.SYS,C:\Windows\System32\Drivers\
803LJYWW,cng.sys,C:\Windows\System32\Drivers\
803LJYWW,watchdog.sys,C:\Windows\System32\drivers\
803LJYWW,HTTP.sys,C:\Windows\system32\drivers\
803LJYWW,kbdclass.sys,C:\Windows\system32\drivers\
803LJYWW,Ntfs.sys,C:\Windows\System32\Drivers\
803LJYWW,ACPI.sys,C:\Windows\system32\drivers\
803LJYWW,mssmbios.sys,C:\Windows\system32\drivers\
803LJYWW,msisadrv.sys,C:\Windows\system32\drivers\
803LJYWW,asyncmac.sys,C:\Windows\system32\DRIVERS\
803LJYWW,tunnel.sys,C:\Windows\system32\DRIVERS\
803LJYWW,NDIS.SYS,C:\Windows\system32\DRIVERS\
803LJYWW,RDPCDD.sys,C:\Windows\System32\DRIVERS\
803LJYWW,i8042prt.sys,C:\Windows\system32\drivers\
803LJYWW,ks.sys,C:\Windows\system32\drivers\
803LJYWW,VIDEOPRT.SYS,C:\Windows\System32\drivers\
803LJYWW,fltmgr.sys,C:\Windows\system32\drivers\
803LJYWW,tcpipreg.sys,C:\Windows\System32\drivers\
803LJYWW,peauth.sys,C:\Windows\system32\drivers\
803LJYWW,partmgr.sys,C:\Windows\System32\drivers\
803LJYWW,spldr.sys,C:\Windows\System32\Drivers\
803LJYWW,kdcom.dll,C:\Windows\system32\
803LJYWW,volmgrx.sys,C:\Windows\System32\drivers\
803LJYWW,serenum.sys,C:\Windows\system32\drivers\
803LJYWW,crashdmp.sys,C:\Windows\System32\Drivers\
