hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
738QRINB,6340,C:\Windows\System32\RpcRtRemote.dll,8fb18bb79e191bbd90a90e47e1ed123a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,3300,C:\Windows\System32\credssp.dll,7af26358a38fc3c4923f1851dbc55c4a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,1220,C:\Windows\System32\msctf.dll,66d34d4d3e5af49b2a7d35dafb18eab4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,4000,C:\Windows\System32\lsass.exe,42728949a8035d3e2e5fb1f04bfa7841,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,1804,C:\Windows\System32\samlib.dll,a3fe19c6ed3e636677dc6fefc8db4d03,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,4328,C:\Windows\System32\usp10.dll,b948de12fb6f40486e210c56537dd112,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,328,C:\Windows\System32\crypt32.dll,9093f02c42636893312b8093f925ea6c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,3840,C:\Windows\System32\KernelBase.dll,769889d83a6f76aa14f04edc40fdf3ef,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,6340,C:\Windows\System32\mswsock.dll,4d6a52ef20941468446788585f55b2ac,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,1220,C:\Windows\System32\en-US\tquery.dll.mui,1ee3dcf472402554fbcd1f80120f2abe,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,2548,C:\Windows\System32\msctf.dll,66d34d4d3e5af49b2a7d35dafb18eab4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,6340,C:\Windows\System32\en-US\svchost.exe.mui,135e298a9c0b8ce355e7859900ad7a14,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
738QRINB,5196,C:\Windows\Globalization\Sorting\SortDefault.nls,c75fe4325315f6169b171ae50c0bff74,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
