hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
359QRIEL,4328,C:\Windows\System32\cngaudit.dll,12f93ffe733160b3eb703cf950d780bc,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,2696,C:\Windows\System32\en-US\crypt32.dll.mui,6c81fa1c58a3c28d870fab1a0e68aa41,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5300,C:\Windows\System32\profapi.dll,be8b3cecf5d563d5043406f60a44290f,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5776,C:\Windows\System32\srvcli.dll,b8ae332ed20e0fa94c7175049f374bfa,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,1880,C:\Windows\System32\en-US\p2psvc.dll.mui,9b3e7940893ddc89556b924c477e4245,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,6304,C:\Windows\System32\WSHTCPIP.DLL,cc9016bb291954e2aa0b9fd07ba8b197,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,900,C:\Windows\System32\usp10.dll,b239afe816ef2c1b7469881ee706ca0a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,1416,C:\Windows\System32\clbcatq.dll,1b99a5ee58fe5959be29eaf2ad914f06,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5776,C:\Windows\System32\cryptsp.dll,bbec473bc4cd53f563399e89f1d0a549,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5440,C:\Windows\System32\FXSST.dll,2001f332af24bf7d0cab5c5202b38e11,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,4328,C:\Windows\System32\lsass.exe,56a2c4ae64f94a39aa1a9fa7b32ce9c0,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5300,C:\Windows\System32\mswsock.dll,5496f47c3c2df1a1c62816b4d4daa61c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5768,C:\Windows\System32\drt.dll,f37b697c9898fe9ced70c210bab2e8bb,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5572,C:\Windows\System32\lpk.dll,c2b729d4162ab5fcc10233c023dac93a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,4328,C:\Windows\System32\ncrypt.dll,101ce7a3b81b99f9da24c9381e268dcc,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,2016,C:\Windows\System32\linkinfo.dll,dc5f55cf8214001a65d97f3609b9238c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5904,C:\Windows\System32\ole32.dll,cd7de4a030cbdee67bfc4b303d04486d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5028,C:\Windows\System32\devobj.dll,0821520e14c22618352084ae8934c9db,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5440,C:\Windows\System32\uxtheme.dll,a417490baadc7770742d58865352b226,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,2016,C:\Windows\System32\WMASF.DLL,25dc65a8d6eb2835b20fe6fe1f03d513,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,3280,C:\Windows\System32\authz.dll,aca941d56b57786c087d0f61652ca18a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,3280,C:\Windows\System32\wship6.dll,93989275ad23fb4ab2deb3460482f681,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,6344,C:\Windows\System32\apisetschema.dll,0e6294449dee2cef06ef0c08a886f6e7,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5432,C:\Windows\System32\slc.dll,e2702a6bed7ccedcd7e872bb79070373,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,4272,C:\Windows\System32\shlwapi.dll,29172dfd429aadd1f28501f8e9bdf5eb,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5440,C:\Program Files\Internet Explorer\ieproxy.dll,40bef49d281c886a4af6aa2867014977,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,2016,C:\Windows\System32\ksuser.dll,520d06818e3e5fcf2c1f0612f7f2d371,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,2136,C:\Windows\Fonts\tahoma.ttf,24f350596a7a942c42eec85a51db180c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,1416,C:\Windows\System32\en-US\KernelBase.dll.mui,2d34227d3580b44b4681404a4d513e02,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,2696,C:\Windows\System32\IPHLPAPI.DLL,d59abe52d656d63f1219c5d6fc4fef28,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5776,C:\Windows\System32\msctf.dll,a52f96dec8fbbec9873e1532cf0a5822,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,5572,C:\Windows\System32\KernelBase.dll,38144d2a26af05a62b3ffb06041614ff,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,1880,C:\Windows\System32\authz.dll,aca941d56b57786c087d0f61652ca18a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,4328,C:\Windows\System32\cryptbase.dll,7b3925543e63b5cd9f6541843441e26c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
359QRIEL,2016,C:\Windows\System32\credssp.dll,025f4abc56b4223f22ad3490101ea8a4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
