hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
416QOMNW,4204,C:\Windows\System32\secur32.dll,466b64c186a7ffbd05553bcbb90b9cb4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3640,C:\Windows\System32\wdigest.dll,fc47a74f7b1dd78522cccad75862da9d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,2512,C:\Windows\System32\clbcatq.dll,73cf4caf00afc1567129255542e028e5,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,1360,C:\Windows\System32\credssp.dll,8d585ea0a5548ee6230c601acf10664c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3636,C:\Windows\System32\rasadhlp.dll,4b773447182b31c4f71000a1027439a2,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3552,C:\Windows\System32\ssdpapi.dll,54def9f5ad20195736f4718a9112ba5d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,5200,C:\Windows\System32\en-US\svchost.exe.mui,793bee6beb946d25cefa986d056d7683,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,924,C:\Windows\System32\authz.dll,aca941d56b57786c087d0f61652ca18a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,924,C:\Windows\System32\pnrpnsp.dll,85f57c62ab848cee714213d37a1442bd,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3812,C:\Windows\System32\ws2_32.dll,0b83445f324d121f5202d5f7e6c63d2c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,24,C:\Windows\System32\cryptsp.dll,30bed55e12838c73f21ef6be7361f3b5,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,5604,C:\Windows\System32\userenv.dll,afda2b6f1daa62554cbcbd632d7cc38e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,1304,C:\Windows\System32\credssp.dll,8d585ea0a5548ee6230c601acf10664c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,484,C:\Windows\System32\wship6.dll,998f6ce22e16a148579aa0624565de81,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3168,C:\Windows\System32\ntdll.dll,5185d4051cc4238da42f8fc5795c1402,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,1416,C:\Windows\System32\IPHLPAPI.DLL,3a3ae582d8c769ec6df367d07de0ef2c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3508,C:\Program Files\TightVNC\tvnserver.exe,2dce912ffcfe0c77bc3fde4ea20d24bd,false,false,,,
416QOMNW,484,C:\Windows\System32\shell32.dll,68a47901075bece1cb2e06d9c62b66d9,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3328,C:\Windows\System32\imm32.dll,2cfa6ae7264e5e23dc324acfa9765d26,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,3168,C:\Windows\System32\crypt32.dll,9093f02c42636893312b8093f925ea6c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,5200,C:\Windows\System32\psapi.dll,1c3c6c7b4f462236c81f4dd8bd150a86,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,632,C:\Windows\System32\en-US\wdmaud.drv.mui,91cb36b5cc49ef59ac4ed9bc7c1b9506,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,4588,C:\Windows\System32\schannel.dll,e10beb2deca860450a8d3ddc14b80fd1,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,2652,C:\Windows\System32\esent.dll,441e8d97db61f5357abc7147e2846c92,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,4824,C:\Windows\System32\winnsi.dll,f11109fa9c36cb4adf608ab24ead77f2,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,1328,C:\Windows\System32\imm32.dll,2cfa6ae7264e5e23dc324acfa9765d26,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,1944,C:\Windows\System32\rpcrt4.dll,c43f65fb2a0c7d3ddc62515651ba3020,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
416QOMNW,1984,C:\Windows\System32\KernelBase.dll,f5df2a3a87c69885e220ad348ef6fa0e,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
