hostname,modulename,modulepath
NE119JCO,tunnel.sys,C:\Windows\System32\drivers\
NE119JCO,luafv.sys,C:\Windows\System32\drivers\
NE119JCO,pciide.sys,C:\Windows\System32\drivers\
NE119JCO,bxfcoe.sys,C:\Windows\System32\drivers\
NE119JCO,acpi.sys,C:\Windows\System32\drivers\
NE119JCO,usbhub.sys,C:\Windows\System32\drivers\
NE119JCO,vmstorfl.sys,C:\Windows\System32\drivers\
NE119JCO,NdisImPlatform.sys,C:\Windows\System32\drivers\
NE119JCO,UCX01000.SYS,C:\Windows\System32\drivers\
NE119JCO,vpcivsp.sys,C:\Windows\System32\drivers\
NE119JCO,mssmbios.sys,C:\Windows\System32\drivers\
NE119JCO,pcmcia.sys,C:\Windows\System32\drivers\
NE119JCO,intelppm.sys,C:\Windows\System32\drivers\
NE119JCO,sdbus.sys,C:\Windows\System32\drivers\
NE119JCO,msiscsi.sys,C:\Windows\System32\drivers\
NE119JCO,pci.sys,C:\Windows\System32\drivers\
NE119JCO,xenvbd.sys,C:\Windows\System32\drivers\
NE119JCO,elxfcoe.sys,C:\Windows\System32\drivers\
NE119JCO,EC2WinUtilDriver.sys,C:\Windows\System32\drivers\
NE119JCO,umpass.sys,C:\Windows\System32\drivers\
NE119JCO,fdc.sys,C:\Windows\System32\drivers\
NE119JCO,sbp2port.sys,C:\Windows\System32\drivers\
NE119JCO,mrxsmb.sys,C:\Windows\System32\drivers\
NE119JCO,usbprint.sys,C:\Windows\System32\drivers\
NE119JCO,storvsp.sys,C:\Windows\System32\drivers\
NE119JCO,amdk8.sys,C:\Windows\System32\drivers\
NE119JCO,nvstor.sys,C:\Windows\System32\drivers\
NE119JCO,swenum.sys,C:\Windows\System32\drivers\
NE119JCO,sisraid2.sys,C:\Windows\System32\drivers\
NE119JCO,qlfcoei.sys,C:\Windows\System32\drivers\
NE119JCO,mshidkmdf.sys,C:\Windows\System32\drivers\
NE119JCO,tpm.sys,C:\Windows\System32\drivers\
NE119JCO,sacdrv.sys,C:\Windows\System32\drivers\
NE119JCO,vmgencounter.sys,C:\Windows\System32\drivers\
NE119JCO,cng.sys,C:\Windows\System32\drivers\
NE119JCO,vmbusr.sys,C:\Windows\System32\drivers\
NE119JCO,ndiswan.sys,C:\Windows\System32\drivers\
NE119JCO,nvraid.sys,C:\Windows\System32\drivers\
NE119JCO,lsi_sas.sys,C:\Windows\System32\drivers\
NE119JCO,mountmgr.sys,C:\Windows\System32\drivers\
NE119JCO,evbda.sys,C:\Windows\System32\drivers\
NE119JCO,xenfilt.sys,C:\Windows\System32\drivers\
NE119JCO,winnat.sys,C:\Windows\System32\drivers\
NE119JCO,elxstor.sys,C:\Windows\System32\drivers\
NE119JCO,modem.sys,C:\Windows\System32\drivers\
NE119JCO,mouclass.sys,C:\Windows\System32\drivers\
NE119JCO,sdstor.sys,C:\Windows\System32\drivers\
NE119JCO,rasacd.sys,C:\Windows\System32\drivers\
NE119JCO,dfsc.sys,C:\Windows\System32\drivers\
