hostname,modulename,modulepath
ET703OSY,afd.sys,C:\Windows\system32\drivers\
ET703OSY,serial.sys,C:\Windows\system32\drivers\
ET703OSY,ksecdd.sys,C:\Windows\System32\Drivers\
ET703OSY,serenum.sys,C:\Windows\system32\drivers\
ET703OSY,NDIS.SYS,C:\Windows\system32\DRIVERS\
ET703OSY,fltmgr.sys,C:\Windows\system32\drivers\
ET703OSY,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
ET703OSY,discache.sys,C:\Windows\System32\drivers\
ET703OSY,storport.sys,C:\Windows\system32\drivers\
ET703OSY,vioscsi.sys,C:\Windows\system32\drivers\
ET703OSY,wfplwf.sys,C:\Windows\system32\DRIVERS\
ET703OSY,partmgr.sys,C:\Windows\System32\drivers\
ET703OSY,vga.sys,C:\Windows\System32\drivers\
ET703OSY,wanarp.sys,C:\Windows\system32\DRIVERS\
ET703OSY,Fs_Rec.sys,C:\Windows\System32\Drivers\
ET703OSY,lltdio.sys,C:\Windows\system32\DRIVERS\
ET703OSY,ndiswan.sys,C:\Windows\system32\DRIVERS\
ET703OSY,NDProxy.SYS,C:\Windows\System32\Drivers\
ET703OSY,hal.dll,C:\Windows\system32\
ET703OSY,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
ET703OSY,mouclass.sys,C:\Windows\system32\drivers\
ET703OSY,volmgrx.sys,C:\Windows\System32\drivers\
ET703OSY,blbdrive.sys,C:\Windows\system32\drivers\
ET703OSY,Ntfs.sys,C:\Windows\System32\Drivers\
ET703OSY,ACPI.sys,C:\Windows\system32\drivers\
ET703OSY,CLASSPNP.SYS,C:\Windows\system32\drivers\
ET703OSY,Npfs.SYS,C:\Windows\System32\Drivers\
ET703OSY,VIDEOPRT.SYS,C:\Windows\System32\drivers\
ET703OSY,srvnet.sys,C:\Windows\System32\DRIVERS\
ET703OSY,umbus.sys,C:\Windows\system32\drivers\
ET703OSY,rdbss.sys,C:\Windows\system32\DRIVERS\
ET703OSY,Msfs.SYS,C:\Windows\System32\Drivers\
ET703OSY,PSHED.dll,C:\Windows\system32\
ET703OSY,hwpolicy.sys,C:\Windows\System32\drivers\
ET703OSY,srv2.sys,C:\Windows\System32\DRIVERS\
ET703OSY,RDPDD.dll,C:\Windows\System32\
ET703OSY,ksecpkg.sys,C:\Windows\System32\Drivers\
ET703OSY,volmgr.sys,C:\Windows\system32\drivers\
ET703OSY,rspndr.sys,C:\Windows\system32\DRIVERS\
ET703OSY,win32k.sys,C:\Windows\System32\
ET703OSY,mup.sys,C:\Windows\System32\Drivers\
ET703OSY,i8042prt.sys,C:\Windows\system32\drivers\
ET703OSY,msrpc.sys,C:\Windows\system32\DRIVERS\
ET703OSY,ks.sys,C:\Windows\system32\drivers\
ET703OSY,RDPWD.SYS,C:\Windows\System32\Drivers\
ET703OSY,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
ET703OSY,spldr.sys,C:\Windows\System32\Drivers\
ET703OSY,CompositeBus.sys,C:\Windows\system32\drivers\
ET703OSY,raspppoe.sys,C:\Windows\system32\DRIVERS\
ET703OSY,tcpipreg.sys,C:\Windows\System32\drivers\
ET703OSY,netbios.sys,C:\Windows\system32\DRIVERS\
ET703OSY,volsnap.sys,C:\Windows\system32\drivers\
ET703OSY,netbt.sys,C:\Windows\System32\DRIVERS\
ET703OSY,mountmgr.sys,C:\Windows\System32\drivers\
ET703OSY,rdpencdd.sys,C:\Windows\system32\drivers\
ET703OSY,raspptp.sys,C:\Windows\system32\DRIVERS\
ET703OSY,spsys.sys,C:\Windows\system32\drivers\
ET703OSY,pacer.sys,C:\Windows\system32\DRIVERS\
ET703OSY,rdpdr.sys,C:\Windows\System32\drivers\
ET703OSY,WDFLDR.SYS,C:\Windows\system32\drivers\
ET703OSY,pvpanic.sys,C:\Windows\system32\drivers\
ET703OSY,termdd.sys,C:\Windows\system32\drivers\
ET703OSY,AgileVpn.sys,C:\Windows\system32\DRIVERS\
ET703OSY,TSDDD.dll,C:\Windows\System32\
ET703OSY,RDPCDD.sys,C:\Windows\System32\DRIVERS\
ET703OSY,dfsc.sys,C:\Windows\System32\Drivers\
ET703OSY,cng.sys,C:\Windows\System32\Drivers\
ET703OSY,Wdf01000.sys,C:\Windows\system32\drivers\
ET703OSY,ndistapi.sys,C:\Windows\system32\DRIVERS\
ET703OSY,pci.sys,C:\Windows\system32\drivers\
ET703OSY,vdrvroot.sys,C:\Windows\system32\drivers\
ET703OSY,tdx.sys,C:\Windows\system32\DRIVERS\
ET703OSY,CLFS.SYS,C:\Windows\system32\
ET703OSY,tdtcp.sys,C:\Windows\system32\drivers\
ET703OSY,tunnel.sys,C:\Windows\system32\DRIVERS\
ET703OSY,nsiproxy.sys,C:\Windows\system32\drivers\
ET703OSY,crashdmp.sys,C:\Windows\System32\Drivers\
ET703OSY,netkvm.sys,C:\Windows\system32\DRIVERS\
ET703OSY,fwpkclnt.sys,C:\Windows\System32\drivers\
ET703OSY,mssmbios.sys,C:\Windows\system32\drivers\
ET703OSY,tssecsrv.sys,C:\Windows\System32\DRIVERS\
ET703OSY,Null.SYS,C:\Windows\System32\Drivers\
ET703OSY,dump_vioscsi.sys,C:\Windows\System32\Drivers\
ET703OSY,amdxata.sys,C:\Windows\system32\drivers\
ET703OSY,msisadrv.sys,C:\Windows\system32\drivers\
ET703OSY,swenum.sys,C:\Windows\system32\drivers\
ET703OSY,rdprefmp.sys,C:\Windows\system32\drivers\
ET703OSY,mpsdrv.sys,C:\Windows\System32\drivers\
ET703OSY,luafv.sys,C:\Windows\system32\drivers\
ET703OSY,kbdclass.sys,C:\Windows\system32\drivers\
ET703OSY,kdcom.dll,C:\Windows\system32\
ET703OSY,CI.dll,C:\Windows\system32\
ET703OSY,Dxapi.sys,C:\Windows\System32\drivers\
ET703OSY,NETIO.SYS,C:\Windows\system32\DRIVERS\
ET703OSY,rassstp.sys,C:\Windows\system32\DRIVERS\
ET703OSY,HTTP.sys,C:\Windows\system32\drivers\
ET703OSY,ntoskrnl.exe,C:\Windows\system32\
ET703OSY,WMILIB.SYS,C:\Windows\system32\drivers\
ET703OSY,rdpbus.sys,C:\Windows\system32\drivers\
ET703OSY,tcpip.sys,C:\Windows\System32\drivers\
ET703OSY,sacdrv.sys,C:\Windows\system32\DRIVERS\
ET703OSY,rasl2tp.sys,C:\Windows\system32\DRIVERS\
ET703OSY,dump_storport.sys,C:\Windows\System32\Drivers\
ET703OSY,bowser.sys,C:\Windows\system32\DRIVERS\
ET703OSY,disk.sys,C:\Windows\system32\drivers\
ET703OSY,pcw.sys,C:\Windows\System32\drivers\
ET703OSY,asyncmac.sys,C:\Windows\system32\DRIVERS\
ET703OSY,vmstorfl.sys,C:\Windows\system32\drivers\
ET703OSY,srv.sys,C:\Windows\System32\DRIVERS\
ET703OSY,dxg.sys,C:\Windows\System32\drivers\
ET703OSY,mrxsmb.sys,C:\Windows\system32\DRIVERS\
ET703OSY,TDI.SYS,C:\Windows\system32\DRIVERS\
ET703OSY,peauth.sys,C:\Windows\system32\drivers\
ET703OSY,intelppm.sys,C:\Windows\system32\DRIVERS\
ET703OSY,watchdog.sys,C:\Windows\System32\drivers\
