hostname,fullpath,filepath,drive,filename,fileextension,username
SC0007ISU,c:\Windows\System32\rdpencom.dll,Windows\System32,c,rdpencom.dll,dll,NT SERVICE\TrustedInstaller
SC0007ISU,c:\Windows\System32\RdpSaPs.dll,Windows\System32,c,RdpSaPs.dll,dll,NT SERVICE\TrustedInstaller
SC0007ISU,c:\program files (x86)\panda security\panda security protection\PSUAMain.exe,program files (x86)\panda security\panda security protection,c,PSUAMain.exe,exe,NT AUTHORITY\SYSTEM
SC0007ISU,c:\program files (x86)\Adobe\acrobat reader dc\Reader\pdfprevhndlr.dll,program files (x86)\Adobe\acrobat reader dc\Reader,c,pdfprevhndlr.dll,dll,NT AUTHORITY\SYSTEM
SC0007ISU,c:\Windows\System32\onedrivesettingsyncprovider.dll,Windows\System32,c,onedrivesettingsyncprovider.dll,dll,NT SERVICE\TrustedInstaller
SC0007ISU,c:\program files (x86)\panda security\panda devices agent\AgentSvc.exe,program files (x86)\panda security\panda devices agent,c,AgentSvc.exe,exe,NT AUTHORITY\SYSTEM
SC0007ISU,c:\program files (x86)\panda security\panda security protection\hydra.sdk.windows.service.exe,program files (x86)\panda security\panda security protection,c,hydra.sdk.windows.service.exe,exe,NT AUTHORITY\SYSTEM
SC0007ISU,c:\program files (x86)\Adobe\acrobat reader dc\Reader\ViewerPS.dll,program files (x86)\Adobe\acrobat reader dc\Reader,c,ViewerPS.dll,dll,NT AUTHORITY\SYSTEM
SC0007ISU,c:\program files (x86)\panda security\panda security protection\psuashell.dll,program files (x86)\panda security\panda security protection,c,psuashell.dll,dll,NT AUTHORITY\SYSTEM
SC0007ISU,c:\Windows\SysWOW64\onedrivesetup.exe,Windows\SysWOW64,c,onedrivesetup.exe,exe,NT SERVICE\TrustedInstaller
SC0007ISU,c:\Windows\System32\rdpcorets.dll,Windows\System32,c,rdpcorets.dll,dll,NT SERVICE\TrustedInstaller
SC0007ISU,C:\Windows\system32\rdpclip.EXE,Windows\system32,C,rdpclip.EXE,EXE,NT SERVICE\TrustedInstaller
SC0007ISU,c:\Windows\System32\drivers\rdpvideominiport.sys,Windows\System32\drivers,c,rdpvideominiport.sys,sys,NT SERVICE\TrustedInstaller
SC0007ISU,c:\program files (x86)\common files\Adobe\Acrobat\ActiveX\acropdfimpl64.dll,program files (x86)\common files\Adobe\Acrobat\ActiveX,c,acropdfimpl64.dll,dll,NT AUTHORITY\SYSTEM
SC0007ISU,c:\Windows\System32\umrdp.dll,Windows\System32,c,umrdp.dll,dll,NT SERVICE\TrustedInstaller
SC0007ISU,c:\Windows\System32\drivers\rdpbus.sys,Windows\System32\drivers,c,rdpbus.sys,sys,NT SERVICE\TrustedInstaller
SC0007ISU,c:\Windows\System32\drivers\rdpdr.sys,Windows\System32\drivers,c,rdpdr.sys,sys,NT SERVICE\TrustedInstaller
SC0007ISU,c:\program files (x86)\common files\Adobe\Acrobat\ActiveX\AcroPDF.dll,program files (x86)\common files\Adobe\Acrobat\ActiveX,c,AcroPDF.dll,dll,NT AUTHORITY\SYSTEM
SC0007ISU,c:\program files (x86)\common files\Adobe\Acrobat\ActiveX\acropdfimpl.dll,program files (x86)\common files\Adobe\Acrobat\ActiveX,c,acropdfimpl.dll,dll,NT AUTHORITY\SYSTEM
SC0007ISU,c:\Users\$user\AppData\Local\microsoft\OneDrive\OneDrive.exe,Users\$user\AppData\Local\microsoft\OneDrive,c,OneDrive.exe,exe,$domain\$user
SC0007ISU,c:\program files (x86)\common files\Adobe\ARM\1.0\armsvc.exe,program files (x86)\common files\Adobe\ARM\1.0,c,armsvc.exe,exe,NT AUTHORITY\SYSTEM
SC0007ISU,c:\Windows\System32\rdpendp.dll,Windows\System32,c,rdpendp.dll,dll,NT SERVICE\TrustedInstaller
SC0007ISU,c:\program files (x86)\Adobe\acrobat reader dc\Reader\adoberfp.dll,program files (x86)\Adobe\acrobat reader dc\Reader,c,adoberfp.dll,dll,NT AUTHORITY\SYSTEM
SC0007ISU,c:\Windows\System32\msrdpwebaccess.dll,Windows\System32,c,msrdpwebaccess.dll,dll,NT SERVICE\TrustedInstaller
SC0007ISU,c:\program files\cyberghost 6\cyberghost.exe,program files\cyberghost 6,c,cyberghost.exe,exe,BUILTIN\Administrators
SC0007ISU,c:\program files (x86)\panda security\panda security protection\PSANHost.exe,program files (x86)\panda security\panda security protection,c,PSANHost.exe,exe,NT AUTHORITY\SYSTEM
SC0007ISU,c:\program files (x86)\panda security\panda security protection\psuaservice.exe,program files (x86)\panda security\panda security protection,c,psuaservice.exe,exe,NT AUTHORITY\SYSTEM
SC0007ISU,c:\program files (x86)\common files\Adobe\Acrobat\ActiveX\acropdf64.dll,program files (x86)\common files\Adobe\Acrobat\ActiveX,c,acropdf64.dll,dll,NT AUTHORITY\SYSTEM
