hostname,modulename,modulepath
SL0007OKG,clfs.sys,C:\Windows\System32\drivers\
SL0007OKG,qlfcoei.sys,C:\Windows\System32\drivers\
SL0007OKG,winverbs.sys,C:\Windows\System32\drivers\
SL0007OKG,uaspstor.sys,C:\Windows\System32\drivers\
SL0007OKG,npsvctrig.sys,C:\Windows\System32\drivers\
SL0007OKG,acpitime.sys,C:\Windows\System32\drivers\
SL0007OKG,scfilter.sys,C:\Windows\System32\drivers\
SL0007OKG,lsass.exe,C:\Windows\System32\
SL0007OKG,HyperVideo.sys,C:\Windows\System32\drivers\
SL0007OKG,usbehci.sys,C:\Windows\System32\drivers\
SL0007OKG,vmbus.sys,C:\Windows\System32\drivers\
SL0007OKG,spaceport.sys,C:\Windows\System32\drivers\
SL0007OKG,VerifierExt.sys,C:\Windows\System32\drivers\
SL0007OKG,Wdf01000.sys,C:\Windows\System32\drivers\
SL0007OKG,xenfilt.sys,C:\Windows\System32\drivers\
SL0007OKG,mshidkmdf.sys,C:\Windows\System32\drivers\
SL0007OKG,hidbatt.sys,C:\Windows\System32\drivers\
SL0007OKG,umpass.sys,C:\Windows\System32\drivers\
SL0007OKG,GAGP30KX.SYS,C:\Windows\System32\drivers\
SL0007OKG,udfs.sys,C:\Windows\System32\drivers\
SL0007OKG,NV_AGP.SYS,C:\Windows\System32\drivers\
SL0007OKG,kbdclass.sys,C:\Windows\System32\drivers\
SL0007OKG,FsDepends.sys,C:\Windows\System32\drivers\
SL0007OKG,SpbCx.sys,C:\Windows\System32\drivers\
SL0007OKG,svchost.exe,C:\Windows\System32\
SL0007OKG,EC2WinUtilDriver.sys,C:\Windows\System32\drivers\
SL0007OKG,HpSAMD.sys,C:\Windows\System32\drivers\
SL0007OKG,tpm.sys,C:\Windows\System32\drivers\
SL0007OKG,flpydisk.sys,C:\Windows\System32\drivers\
SL0007OKG,mlx4_bus.sys,C:\Windows\System32\drivers\
SL0007OKG,wacompen.sys,C:\Windows\System32\drivers\
SL0007OKG,rdpdr.sys,C:\Windows\System32\drivers\
SL0007OKG,usbprint.sys,C:\Windows\System32\drivers\
SL0007OKG,xenbus.sys,C:\Windows\System32\drivers\
SL0007OKG,processr.sys,C:\Windows\System32\drivers\
SL0007OKG,asyncmac.sys,C:\Windows\System32\drivers\
SL0007OKG,NdisImPlatform.sys,C:\Windows\System32\drivers\
SL0007OKG,wanarp.sys,C:\Windows\System32\drivers\
SL0007OKG,ksthunk.sys,C:\Windows\System32\drivers\
SL0007OKG,usbuhci.sys,C:\Windows\System32\drivers\
SL0007OKG,netvsc63.sys,C:\Windows\System32\drivers\
SL0007OKG,ndfltr.sys,C:\Windows\System32\drivers\
SL0007OKG,acpi.sys,C:\Windows\System32\drivers\
SL0007OKG,wmiacpi.sys,C:\Windows\System32\drivers\
SL0007OKG,smbdirect.sys,C:\Windows\System32\drivers\
SL0007OKG,ndiswan.sys,C:\Windows\System32\drivers\
SL0007OKG,winmad.sys,C:\Windows\System32\drivers\
SL0007OKG,vmstorfl.sys,C:\Windows\System32\drivers\
SL0007OKG,msisadrv.sys,C:\Windows\System32\drivers\
SL0007OKG,iaStorV.sys,C:\Windows\System32\drivers\
SL0007OKG,acpiex.sys,C:\Windows\System32\drivers\
SL0007OKG,netbios.sys,C:\Windows\System32\drivers\
SL0007OKG,cdrom.sys,C:\Windows\System32\drivers\
SL0007OKG,uefi.sys,C:\Windows\System32\drivers\
SL0007OKG,amdsbs.sys,C:\Windows\System32\drivers\
SL0007OKG,usbhub.sys,C:\Windows\System32\drivers\
SL0007OKG,ipnat.sys,C:\Windows\System32\drivers\
SL0007OKG,ql40xx2i.sys,C:\Windows\System32\drivers\
SL0007OKG,hidusb.sys,C:\Windows\System32\drivers\
SL0007OKG,xeniface.sys,C:\Windows\System32\drivers\
SL0007OKG,tdx.sys,C:\Windows\System32\drivers\
SL0007OKG,acpipagr.sys,C:\Windows\System32\drivers\
SL0007OKG,bridge.sys,C:\Windows\System32\drivers\
SL0007OKG,mouclass.sys,C:\Windows\System32\drivers\
SL0007OKG,IPMIDrv.sys,C:\Windows\System32\drivers\
SL0007OKG,lsi_sas2.sys,C:\Windows\System32\drivers\
SL0007OKG,amdxata.sys,C:\Windows\System32\drivers\
SL0007OKG,sfloppy.sys,C:\Windows\System32\drivers\
SL0007OKG,sermouse.sys,C:\Windows\System32\drivers\
SL0007OKG,SerCx.sys,C:\Windows\System32\drivers\
SL0007OKG,3ware.sys,C:\Windows\System32\drivers\
SL0007OKG,rdpbus.sys,C:\Windows\System32\drivers\
SL0007OKG,lsi_sas.sys,C:\Windows\System32\drivers\
SL0007OKG,dfsc.sys,C:\Windows\System32\drivers\
SL0007OKG,raspppoe.sys,C:\Windows\System32\drivers\
SL0007OKG,cdfs.sys,C:\Windows\System32\drivers\
SL0007OKG,vmgencounter.sys,C:\Windows\System32\drivers\
SL0007OKG,wtlmdrv.sys,C:\Windows\System32\drivers\
SL0007OKG,pdc.sys,C:\Windows\System32\drivers\
SL0007OKG,kdnic.sys,C:\Windows\System32\drivers\
SL0007OKG,acpipmi.sys,C:\Windows\System32\drivers\
SL0007OKG,vdrvroot.sys,C:\Windows\System32\drivers\
SL0007OKG,usbohci.sys,C:\Windows\System32\drivers\
SL0007OKG,mouhid.sys,C:\Windows\System32\drivers\
SL0007OKG,errdev.sys,C:\Windows\System32\drivers\
SL0007OKG,BasicDisplay.sys,C:\Windows\System32\drivers\
SL0007OKG,tcpipreg.sys,C:\Windows\System32\drivers\
SL0007OKG,winnat.sys,C:\Windows\System32\drivers\
SL0007OKG,vmbusr.sys,C:\Windows\System32\drivers\
SL0007OKG,parport.sys,C:\Windows\System32\drivers\
SL0007OKG,hyperkbd.sys,C:\Windows\System32\drivers\
SL0007OKG,storahci.sys,C:\Windows\System32\drivers\
SL0007OKG,ipfltdrv.sys,C:\Windows\System32\drivers\
SL0007OKG,wfplwfs.sys,C:\Windows\System32\drivers\
SL0007OKG,rassstp.sys,C:\Windows\System32\drivers\
