hostname,modulename,modulepath
SN0007ZVK,ksthunk.sys,C:\Windows\system32\drivers\
SN0007ZVK,rdbss.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,i8042prt.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,CLASSPNP.SYS,C:\Windows\system32\drivers\
SN0007ZVK,ndistapi.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,volmgr.sys,C:\Windows\system32\drivers\
SN0007ZVK,secdrv.SYS,C:\Windows\System32\Drivers\
SN0007ZVK,rasl2tp.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,cng.sys,C:\Windows\System32\Drivers\
SN0007ZVK,fileinfo.sys,C:\Windows\system32\drivers\
SN0007ZVK,hwpolicy.sys,C:\Windows\System32\drivers\
SN0007ZVK,mrxsmb20.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,kdcom.dll,C:\Windows\system32\
SN0007ZVK,PSHED.dll,C:\Windows\system32\
SN0007ZVK,rdpencdd.sys,C:\Windows\system32\drivers\
SN0007ZVK,VBoxGuest.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,volsnap.sys,C:\Windows\system32\drivers\
SN0007ZVK,rspndr.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,afd.sys,C:\Windows\system32\drivers\
SN0007ZVK,HDAudBus.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,ndiswan.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,tunnel.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,wanarp.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,msisadrv.sys,C:\Windows\system32\drivers\
SN0007ZVK,hidusb.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,WMILIB.SYS,C:\Windows\system32\drivers\
SN0007ZVK,Dxapi.sys,C:\Windows\System32\drivers\
SN0007ZVK,ndis.sys,C:\Windows\system32\drivers\
SN0007ZVK,monitor.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,dump_dumpfve.sys,C:\Windows\System32\Drivers\
SN0007ZVK,pacer.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,Fs_Rec.sys,C:\Windows\System32\Drivers\
SN0007ZVK,dump_pciidex.sys,C:\Windows\System32\Drivers\
SN0007ZVK,Ntfs.sys,C:\Windows\System32\Drivers\
SN0007ZVK,msahci.sys,C:\Windows\system32\drivers\
SN0007ZVK,watchdog.sys,C:\Windows\System32\drivers\
SN0007ZVK,rdyboost.sys,C:\Windows\System32\drivers\
SN0007ZVK,AgileVpn.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,cdfs.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,dump_msahci.sys,C:\Windows\System32\Drivers\
SN0007ZVK,mouclass.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,win32k.sys,C:\Windows\System32\
SN0007ZVK,dxg.sys,C:\Windows\System32\drivers\
SN0007ZVK,volmgrx.sys,C:\Windows\System32\drivers\
SN0007ZVK,atapi.sys,C:\Windows\system32\drivers\
SN0007ZVK,ntoskrnl.exe,C:\Windows\system32\
SN0007ZVK,mrxsmb.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,dfsc.sys,C:\Windows\System32\Drivers\
SN0007ZVK,Msfs.SYS,C:\Windows\System32\Drivers\
SN0007ZVK,usbohci.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,luafv.sys,C:\Windows\system32\drivers\
SN0007ZVK,VIDEOPRT.SYS,C:\Windows\System32\drivers\
SN0007ZVK,termdd.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,BATTC.SYS,C:\Windows\system32\DRIVERS\
SN0007ZVK,hal.dll,C:\Windows\system32\
SN0007ZVK,nsiproxy.sys,C:\Windows\system32\drivers\
SN0007ZVK,srv2.sys,C:\Windows\System32\DRIVERS\
SN0007ZVK,csc.sys,C:\Windows\system32\drivers\
SN0007ZVK,Npfs.SYS,C:\Windows\System32\Drivers\
SN0007ZVK,PCIIDEX.SYS,C:\Windows\system32\drivers\
SN0007ZVK,ksecpkg.sys,C:\Windows\System32\Drivers\
SN0007ZVK,WDFLDR.SYS,C:\Windows\system32\drivers\
SN0007ZVK,Null.SYS,C:\Windows\System32\Drivers\
SN0007ZVK,bowser.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,tcpipreg.sys,C:\Windows\System32\drivers\
SN0007ZVK,tdx.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,kbdclass.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,netbios.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,Wdf01000.sys,C:\Windows\system32\drivers\
SN0007ZVK,wfplwf.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,raspptp.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,USBD.SYS,C:\Windows\system32\DRIVERS\
SN0007ZVK,mrxsmb10.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,netbt.sys,C:\Windows\System32\DRIVERS\
SN0007ZVK,compbatt.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,vga.sys,C:\Windows\System32\drivers\
SN0007ZVK,partmgr.sys,C:\Windows\System32\drivers\
SN0007ZVK,HdAudio.sys,C:\Windows\system32\drivers\
SN0007ZVK,spsys.sys,C:\Windows\system32\drivers\
SN0007ZVK,spldr.sys,C:\Windows\System32\Drivers\
SN0007ZVK,drmk.sys,C:\Windows\system32\drivers\
SN0007ZVK,pcw.sys,C:\Windows\System32\drivers\
SN0007ZVK,mcupdate.dll,C:\Windows\system32\mcupdate_Genu
SN0007ZVK,discache.sys,C:\Windows\System32\drivers\
SN0007ZVK,tcpip.sys,C:\Windows\System32\drivers\
SN0007ZVK,usbhub.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,rassstp.sys,C:\Windows\system32\DRIVERS\
SN0007ZVK,ataport.SYS,C:\Windows\system32\drivers\
SN0007ZVK,ksecdd.sys,C:\Windows\System32\Drivers\
SN0007ZVK,HIDPARSE.SYS,C:\Windows\system32\DRIVERS\
SN0007ZVK,pci.sys,C:\Windows\system32\drivers\
