hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
NS209INY,60,C:\Windows\System32\xmllite.dll,782ba79798e6075cde5b06d7d686b34a,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,4744,C:\Windows\System32\imm32.dll,24550e20549cf48590d538c7dd26faf4,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,3308,C:\Windows\System32\imapi2.dll,e234c3a50449c82fa674557052063815,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,1292,C:\Windows\System32\pnrpnsp.dll,012bfa661bd25addb59c7ee3ac4493a9,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,5892,C:\Windows\System32\rsaenh.dll,2278b037666499627146593aa1aba96c,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,1952,C:\Windows\System32\msvcrt.dll,f38512a7a059ac910f0433983a72e881,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,1215,C:\Program Files\Git\usr\bin\mintty.exe,fe3b0423f62115f9397f21d27f62e50b,false,false,,,
NS209INY,4324,C:\Windows\System32\msctf.dll,fc136d94a99c4f405a9fc94933c204ee,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,4908,C:\Windows\System32\gdi32.dll,22fac15709a52520a7936ca1fe8aa309,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,1504,C:\Windows\System32\en-US\crypt32.dll.mui,5c6af4fbf13df72c493184ff06d74f27,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,3068,C:\Windows\System32\credssp.dll,b751942efab4282787c98497a528a86f,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NS209INY,4324,C:\Windows\System32\ntdll.dll,10667c7f8b7e301ead811914251ad27b,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
