hostname,pid,name,md5sum,signatureexists,signatureverified,description,certificatesubject,certificateissuer
NE318YTQ,5860,C:\Windows\System32\en-US\imageres.dll.mui,2d60ddfb80455cd7eba161507937904f,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,4608,C:\Windows\System32\user32.dll,ce16720a796275126ab06fb9e63800c5,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,2272,C:\Windows\System32\IPHLPAPI.DLL,f6f0224bc901b5e42909753d6c6e7d65,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,5860,C:\Windows\System32\en-US\user32.dll.mui,5fd997ead4455e9ba31a4fd4e3cf0792,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,964,C:\Windows\System32\rsaenh.dll,c02e9175eb4dcf8e66164d30f0776646,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,2724,C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe,df046dc3a83b524e641a4b9630884be9,false,false,,,
NE318YTQ,2704,C:\Windows\System32\en-US\svchost.exe.mui,ab50c9adbceefb2c2429d429857a4daf,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,152,C:\Windows\System32\ntmarta.dll,08d7276272d910c33fbf113bd1311072,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,964,C:\Windows\System32\advapi32.dll,5252170118b4175149d6186093fd2180,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,6236,C:\Windows\System32\apisetschema.dll,d6e940c94e4353f5ecdb651a981546ab,true,true,The file is signed and the signature was verified.,Microsoft Windows,
NE318YTQ,5408,C:\Windows\System32\dwm.exe,f12de1bd7eaabb3c7e216d8ea8ef43bb,true,true,The file is signed and the signature was verified.,Microsoft Windows,
NE318YTQ,3696,C:\Windows\System32\ntdll.dll,ad7ade3a11639d570477972ca2f09d68,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,4844,C:\Windows\Globalization\Sorting\SortDefault.nls,7aa07f322352529018224a0c187e9a09,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,5860,C:\Windows\System32\samcli.dll,3c5e2f1d60e0db75369959b08a02cd55,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,4844,C:\Windows\System32\en-US\setupapi.dll.mui,df5562bb76772224a983d450a79e32fa,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,5712,C:\Windows\System32\secur32.dll,ba3b60ab2a4c4924c45f8f769d71d6fb,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,6104,C:\Windows\System32\rpcrt4.dll,6d6b59a4f8a4fadd66309851678561eb,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,2620,C:\Windows\System32\schannel.dll,31023820fae38d4466b198fd98d8a00d,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,2064,C:\Users\ellirog45\AppData\Local\slack\app-3.1.1\slack.exe,c108086d00f25e04f6ecbede1d8b8117,false,false,,,
NE318YTQ,2804,C:\Windows\System32\lpk.dll,49f142734e7f2f7aa1dccf5e7e89db51,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,5712,C:\Windows\System32\en-US\crypt32.dll.mui,48b11534c010b5c500689115695de0d1,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
NE318YTQ,6104,C:\Windows\System32\KernelBase.dll,4a2f53da748c05644a9a4aba111ae7f3,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
