hostname,fullpath,filepath,drive,filename,fileextension,username
NT629DOT,c:\Windows\System32\onedrivesettingsyncprovider.dll,Windows\System32,c,onedrivesettingsyncprovider.dll,dll,NT SERVICE\TrustedInstaller
NT629DOT,c:\Program Files\McAfee\MSC\McMscShm.dll,Program Files\McAfee\MSC,c,McMscShm.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MQS\QCProgressIcon.dll,Program Files\McAfee\MQS,c,QCProgressIcon.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MAT\McMATSysTrayPlugin.dll,Program Files\McAfee\MAT,c,McMATSysTrayPlugin.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\MHN\homenetsvc.dll,program files\common files\McAfee\MHN,c,homenetsvc.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\VUL\McVulShm.dll,Program Files\McAfee\VUL,c,McVulShm.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\McAfee\MfeAV\AMSIExt.dll,program files\McAfee\MfeAV,c,AMSIExt.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MPF\MpfEvt.dll,Program Files\McAfee\MPF,c,MpfEvt.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MSC\mcmscver.dll,Program Files\McAfee\MSC,c,mcmscver.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Users\$user\AppData\Local\microsoft\OneDrive\OneDrive.exe,Users\$user\AppData\Local\microsoft\OneDrive,c,OneDrive.exe,exe,$domain\$user
NT629DOT,c:\Program Files\McAfee\MPF\MpfApiPS.dll,Program Files\McAfee\MPF,c,MpfApiPS.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\McAfee\webadvisor\x64\downloadscan.dll,program files\McAfee\webadvisor\x64,c,downloadscan.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\McAfee\webadvisor\win32\wssdep.dll,program files\McAfee\webadvisor\win32,c,wssdep.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\PEF\CORE\pefwebobjects.dll,program files\common files\McAfee\PEF\CORE,c,pefwebobjects.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Windows\SysWOW64\onedrivesetup.exe,Windows\SysWOW64,c,onedrivesetup.exe,exe,NT SERVICE\TrustedInstaller
NT629DOT,c:\program files\common files\McAfee\CSP\2.9.175.0\mccspclientapi.dll,program files\common files\McAfee\CSP\2.9.175.0,c,mccspclientapi.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MSC\McPrsShm.dll,Program Files\McAfee\MSC,c,McPrsShm.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\Common Files\McAfee\Platform\Core\mccoreps.dll,Program Files\Common Files\McAfee\Platform\Core,c,mccoreps.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MfeAV\mcvsocfg.dll,Program Files\McAfee\MfeAV,c,mcvsocfg.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\McAfee\MSK\msksrvr.dll,program files\McAfee\MSK,c,msksrvr.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\McAfee\webadvisor\x64\wssdep.dll,program files\McAfee\webadvisor\x64,c,wssdep.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MSC\McBootDelayStartSvc.dll,Program Files\McAfee\MSC,c,McBootDelayStartSvc.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\Common Files\McAfee\Platform\Core\McEvtBrk.dll,Program Files\Common Files\McAfee\Platform\Core,c,McEvtBrk.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MSK\MskSet64.dll,Program Files\McAfee\MSK,c,MskSet64.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Windows\System32\inetsrv\iisw3adm.dll,Windows\System32\inetsrv,c,iisw3adm.dll,dll,NT SERVICE\TrustedInstaller
NT629DOT,c:\Program Files\McAfee\VUL\McVulDBU.dll,Program Files\McAfee\VUL,c,McVulDBU.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files (x86)\Common Files\McAfee\Platform\coreps.dll,Program Files (x86)\Common Files\McAfee\Platform,c,coreps.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\Common Files\McAfee\Platform\mcsystraymgr.dll,Program Files\Common Files\McAfee\Platform,c,mcsystraymgr.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\modulecore\modulecoreservice.exe,program files\common files\McAfee\modulecore,c,modulecoreservice.exe,exe,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\VUL\McVulSI.dll,Program Files\McAfee\VUL,c,McVulSI.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\Common Files\McAfee\Platform\McSvcHost\McSvHVer.dll,Program Files\Common Files\McAfee\Platform\McSvcHost,c,McSvHVer.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Windows\System32\iisrstap.dll,Windows\System32,c,iisrstap.dll,dll,NT SERVICE\TrustedInstaller
NT629DOT,c:\Program Files\Common Files\McAfee\MSGSDK\UsrEnvSnapshot.dll,Program Files\Common Files\McAfee\MSGSDK,c,UsrEnvSnapshot.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files (x86)\Adobe\acrobat reader dc\Reader\adoberfp.dll,program files (x86)\Adobe\acrobat reader dc\Reader,c,adoberfp.dll,dll,NT AUTHORITY\SYSTEM
NT629DOT,c:\Program Files\McAfee\MPS\mps.dll,Program Files\McAfee\MPS,c,mps.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\Common Files\McAfee\HackerWatch\HWAPI.dll,Program Files\Common Files\McAfee\HackerWatch,c,HWAPI.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\McProxy\McProxy.dll,program files\common files\McAfee\McProxy,c,McProxy.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MSC\mcupdui.dll,Program Files\McAfee\MSC,c,mcupdui.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\systemcore\mfemms.exe,program files\common files\McAfee\systemcore,c,mfemms.exe,exe,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\CSP\2.9.175.0\\mccspservicehost.exe,program files\common files\McAfee\CSP\2.9.175.0\,c,mccspservicehost.exe,exe,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MPS\mpsmspap.dll,Program Files\McAfee\MPS,c,mpsmspap.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MSC\McLogShm.dll,Program Files\McAfee\MSC,c,McLogShm.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files (x86)\McAfee\MSC\McSnIePl.dll,Program Files (x86)\McAfee\MSC,c,McSnIePl.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MSC\McGsShm.dll,Program Files\McAfee\MSC,c,McGsShm.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\Common Files\McAfee\UPDMGR\6.2.117.2\mcupdagent.dll,Program Files\Common Files\McAfee\UPDMGR\6.2.117.2,c,mcupdagent.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\TightVNC\tvnserver.exe,program files\TightVNC,c,tvnserver.exe,exe,NT AUTHORITY\SYSTEM
NT629DOT,c:\Program Files\McAfee\MfeAV\mvsap.dll,Program Files\McAfee\MfeAV,c,mvsap.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\McAfee\MfeAV\mcctxmnu.dll,program files\McAfee\MfeAV,c,mcctxmnu.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\clientanalytics\comapiproxy.dll,program files\common files\McAfee\clientanalytics,c,comapiproxy.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MfeAV\McOasShm.dll,Program Files\McAfee\MfeAV,c,McOasShm.dll,dll,BUILTIN\Administrators
NT629DOT,c:\program files\common files\McAfee\clientanalytics\Legacy\mcclientanalytics.exe,program files\common files\McAfee\clientanalytics\Legacy,c,mcclientanalytics.exe,exe,BUILTIN\Administrators
NT629DOT,c:\program files\McAfee\webadvisor\mfesapsn.sys,program files\McAfee\webadvisor,c,mfesapsn.sys,sys,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MPF\MpfPP.dll,Program Files\McAfee\MPF,c,MpfPP.dll,dll,BUILTIN\Administrators
NT629DOT,c:\Program Files\McAfee\MPS\mpsver.dll,Program Files\McAfee\MPS,c,mpsver.dll,dll,BUILTIN\Administrators
