hostname,name,virtualpath,creator,comment,accountrunlevel,accountlogontype,execprogrampath,execarguments,signatureexists,signatureverified,description,certificatesubject,certificateissuer
ET0000VXR,DsSvcCleanup,\Microsoft\Windows\ApplicationData\DsSvcCleanup,Microsoft Corporation,Performs maintenance for the Data Sharing Service.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\dstokenclean.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
ET0000VXR,DmClient,\Microsoft\Windows\Feedback\Siuf\DmClient,Microsoft Windows Feedback,Update SIUF strings,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\dmclient.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
ET0000VXR,EduPrintProv,\Microsoft\Windows\Printing\EduPrintProv,,,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,%windir%\system32\eduprintprov.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
ET0000VXR,Work Folders Logon Synchronization,\Microsoft\Windows\Work Folders\Work Folders Logon Synchronization,Microsoft Corporation,This task initiates synchronization of Work Folders partnerships when a user logs onto the system.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
ET0000VXR,Microsoft-Windows-DiskDiagnosticResolver,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver,Microsoft Corporation,The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.M.A.R.T. fault is detected.,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_GROUP,%windir%\system32\DFDWiz.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
ET0000VXR,SyspartRepair,\Microsoft\Windows\Chkdsk\SyspartRepair,,,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\bcdboot.exe,%windir% /sysrepair,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
ET0000VXR,File History (maintenance mode),\Microsoft\Windows\FileHistory\File History (maintenance mode),Microsoft Corporation,Protects user files from accidental loss by copying them to a backup location when the system is unattended,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
ET0000VXR,Sysprep Generalize Drivers,\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers,Microsoft Corporation,Generalize driver state in order to prepare the system to be bootable on any hardware configuration.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\System32\drvinst.exe,6,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Production PCA 2011
ET0000VXR,LocateCommandUserSession,\Microsoft\Windows\DeviceDirectoryClient\LocateCommandUserSession,,,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
ET0000VXR,ReconcileLanguageResources,\Microsoft\Windows\LanguageComponentsInstaller\ReconcileLanguageResources,Microsoft Corporation,Install language components that match the user's language list.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
