hostname,name,virtualpath,creator,comment,accountrunlevel,accountlogontype,execprogrampath,execarguments,signatureexists,signatureverified,description,certificatesubject,certificateissuer
EN0008FNI,SessionAgent,\Microsoft\Windows\SideShow\SessionAgent,Microsoft Corporation,This task manages the session behavior when multiple user accounts exist on a Windows SideShow-compatible device.,TASK_RUNLEVEL_LUA,TASK_LOGON_GROUP,,,,,,,
EN0008FNI,PolicyConverter,\Microsoft\Windows\AppID\PolicyConverter,Microsoft Corporation,Converts the software restriction policies policy from XML into binary format.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\appidpolicyconverter.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EN0008FNI,BackgroundConfigSurveyor,\Microsoft\Windows\PerfTrack\BackgroundConfigSurveyor,Microsoft Corporation,Performance Tracing Idle Task: Background configuration surveyor,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
EN0008FNI,InstallPlayReady,\Microsoft\Windows\Media Center\InstallPlayReady,,Privileged Media Center PlayReady install job,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\ehome\ehPrivJob.exe,/InstallPlayReady $(Arg0),true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EN0008FNI,RemoteAssistanceTask,\Microsoft\Windows\RemoteAssistance\RemoteAssistanceTask,Microsoft,Checks group policy for changes relevant to Remote Assistance,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\RAServer.exe,/offerraupdate,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EN0008FNI,OCURActivate,\Microsoft\Windows\Media Center\OCURActivate,,Privileged Media Center OCUR activation job,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%SystemRoot%\ehome\ehPrivJob.exe,/OCURActivate,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EN0008FNI,LPRemove,\Microsoft\Windows\MUI\LPRemove,Microsoft Corporation,Launch language cleanup tool,TASK_RUNLEVEL_HIGHEST,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\lpremove.exe,,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EN0008FNI,Microsoft-Windows-DiskDiagnosticDataCollector,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector,Microsoft Corporation,The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\rundll32.exe,dfdts.dll DfdGetDefaultPolicyAndSMART,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EN0008FNI,ProgramDataUpdater,\Microsoft\Windows\Application Experience\ProgramDataUpdater,Microsoft Corporation,Collects program telemetry information if opted-in to the Microsoft Customer Experience Improvement Program,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,%windir%\system32\rundll32.exe,aepdu.dll AePduRunUpdate,true,true,The file is signed and the signature was verified.,Microsoft Windows,Microsoft Windows Verification PCA
EN0008FNI,KernelCeipTask,\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask,Microsoft Corporation,The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP  this task does nothing.,TASK_RUNLEVEL_LUA,TASK_LOGON_SERVICE_ACCOUNT,,,,,,,
