hostname,name,arguments,username,path,pid
WL721PKA,mcshield.exe,"""C:\Program Files\Common Files\McAfee\AMCore\mcshield.exe""",charlo.rami,C:\Program Files\Common Files\McAfee\AMCore,5928
WL721PKA,svchost.exe,C:\Windows\system32\svchost.exe -k RPCSS,NT AUTHORITY\SYSTEM,C:\Windows\system32,6216
WL721PKA,PEFService.exe,"""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe""",charlo.rami,C:\Program Files\Common Files\McAfee\PEF\CORE,3031
WL721PKA,mintty.exe,"usr\bin\mintty.exe --nodaemon -o AppID=GitForWindows.Bash -o AppLaunchCmd=""C:\Program Files\Git\git-bash.exe"" -o AppName=""Git Bash"" -i ""C:\Program Files\Git\git-bash.exe"" --store-taskbar-properties -- /usr/bin/bash --login -i",charlo.rami,C:\Program Files\Git\usr\bin,3992
WL721PKA,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -service",nathanie.ros,C:\Program Files\TightVNC,2821
WL721PKA,McAMTaskAgent.exe,"""C:\Program Files\Common Files\McAfee\TaskScheduler\McAMTaskAgent.exe"" -Embedding",charlo.rami,C:\Program Files\Common Files\McAfee\TaskScheduler,1533
WL721PKA,svchost.exe,C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\system32,976
WL721PKA,kitty-0.70.0.6.exe,"""C:\Users\nathanie.ros\Documents\kitty-0.70.0.6.exe"" ",nathanie.ros,C:\Users\nathanie.ros\Documents,1399
WL721PKA,spoolsv.exe,C:\Windows\System32\spoolsv.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,1420
WL721PKA,MFEAvSvc.exe,"""C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe""",charlo.rami,C:\Program Files\McAfee\MfeAV,4640
WL721PKA,Dwm.exe,"""C:\Windows\system32\Dwm.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,2528
WL721PKA,dllhost.exe,C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},NT AUTHORITY\SYSTEM,C:\Windows\system32,3392
WL721PKA,LogonUI.exe,"""LogonUI.exe"" /flags:0x0",NT AUTHORITY\SYSTEM,C:\Windows\system32,2732
WL721PKA,ModuleCoreService.exe,ModuleCoreService.exe /startUserModeHosting=4_TIME_TO_DIE,charlo.rami,c:\program files\common files\mcafee\modulecore,5674
WL721PKA,svchost.exe,C:\Windows\System32\svchost.exe -k utcsvc,NT AUTHORITY\SYSTEM,C:\Windows\System32,5524
WL721PKA,McDiReg.exe,"""C:\ProgramData\McAfee\Direct\McDiReg.exe"" ",charlo.rami,C:\ProgramData\McAfee\Direct,1210
WL721PKA,McInstruTrack.exe,C:\ProgramData\McAfee\McInstruTrack\McInstruTrack.exe /SP:0,charlo.rami,C:\ProgramData\McAfee\McInstruTrack,6156
WL721PKA,conhost.exe,"\??\C:\Windows\system32\conhost.exe ""-29887463320281528418771495882049435123649789771-108284301750553232-1762948263",NT AUTHORITY\SYSTEM,C:\Windows\system32,2268
WL721PKA,vmware-usbarbitrator64.exe,"""C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe""",charlo.rami,C:\Program Files (x86)\Common Files\VMware\USB,5838
WL721PKA,mcafee_trial_setup_433.0207.3919_key.exe,"""C:\Users\charlo.rami\AppData\Local\Temp\scoped_dir9616_4071\mcafee_trial_setup_433.0207.3919_key.exe"" ",charlo.rami,C:\Users\charlo.rami\AppData\Local\Temp\scoped_dir9616_4071,3335
WL721PKA,iexplore.exe,"""C:\Program Files\internet explorer\iexplore.exe"" ",nathanie.ros,C:\Program Files\internet explorer,4581
WL721PKA,mchost.exe,"""C:\Program Files\Common Files\McAfee\Platform\Core\mchost.exe"" {e05dd3fd-ba47-4235-85a5-3789db83c8e1} /pid=444",charlo.rami,C:\Program Files\Common Files\McAfee\Platform\Core,5969
WL721PKA,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,6252
WL721PKA,svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,NT AUTHORITY\SYSTEM,C:\Windows\System32,4956
WL721PKA,McDiReg.exe,C:\ProgramData\McAfee\Direct\McDiReg.exe -MONITOR_PI2 9508,charlo.rami,C:\ProgramData\McAfee\Direct,1335
