hostname,name,arguments,username,path,pid
ES750XDW,svchost.exe,C:\Windows\System32\svchost.exe -k termsvcs,NT AUTHORITY\SYSTEM,C:\Windows\System32,1372
ES750XDW,soffice.exe,"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ",fre.flore,C:\Program Files (x86)\OpenOffice 4\program,2967
ES750XDW,mcuicnt.exe,"""C:\Program Files\Common Files\mcafee\Platform\mcuicnt.exe"" ""C:\Program Files\Common Files\McAfee\ActWiz\mcactwiz.dll"" nosplash:",jackson.haye,C:\Program Files\Common Files\mcafee\Platform,3387
ES750XDW,LogonUI.exe,"""LogonUI.exe"" /flags:0x0",NT AUTHORITY\SYSTEM,C:\Windows\system32,4520
ES750XDW,MicrosoftEdgeCP.exe,"""C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe"" -ServerName:ContentProcess.AppX6z3cwk4fvgady6zya12j1cw28d228a7k.mca",jor.ramirez40,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe,4760
ES750XDW,soffice.bin,"""C:\Program Files (x86)\OpenOffice 4\program\soffice.exe"" ""-env:OOO_CWD=2C:\\Program Files (x86)\\OpenOffice 4""",fre.flore,C:\Program Files (x86)\OpenOffice 4\program,5670
ES750XDW,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,NT AUTHORITY\SYSTEM,C:\Windows\system32,1048
ES750XDW,cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"C:\Ruby24-x64\bin\irb.cmd"" """,jor.ramirez40,C:\WINDOWS\system32,1587
ES750XDW,OneDrive.exe,"""C:\Users\jor.ramirez40\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",jor.ramirez40,C:\Users\jor.ramirez40\AppData\Local\Microsoft\OneDrive,385
ES750XDW,dllhost.exe,C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},NT AUTHORITY\SYSTEM,C:\Windows\system32,5300
ES750XDW,McAMTaskAgent.exe,"""C:\Program Files\Common Files\McAfee\TaskScheduler\McAMTaskAgent.exe"" -Embedding",jackson.haye,C:\Program Files\Common Files\McAfee\TaskScheduler,580
ES750XDW,McDiReg.exe,"""C:\ProgramData\McAfee\Direct\McDiReg.exe"" ",jackson.haye,C:\ProgramData\McAfee\Direct,2084
ES750XDW,svchost.exe,C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,1284
ES750XDW,ServiceHost.exe,"""C:\Program Files\McAfee\WebAdvisor\ServiceHost.exe""",jackson.haye,C:\Program Files\McAfee\WebAdvisor,4133
ES750XDW,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,6204
ES750XDW,McDiReg.exe,C:\ProgramData\McAfee\Direct\McDiReg.exe -MONITOR_PI2 9508,jackson.haye,C:\ProgramData\McAfee\Direct,1446
ES750XDW,svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,NT AUTHORITY\SYSTEM,C:\Windows\System32,4784
ES750XDW,csrss.exe,%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024 20480 768 Windows=On SubSystemType=Windows ServerDll=basesrv 1 ServerDll=winsrv:UserServerDllInitialization 3 ServerDll=winsrv:ConServerDllInitialization 2 ServerDll=sxssrv 4 ProfileControl=Off MaxRequestThreads=16,NT AUTHORITY\SYSTEM,C:\Windows\system32,4040
ES750XDW,MFEAvSvc.exe,"""C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe""",jackson.haye,C:\Program Files\McAfee\MfeAV,554
ES750XDW,McPvTray.exe,"""C:\Program Files\McAfee\MAT\McPvTray.exe""",jackson.haye,C:\Program Files\McAfee\MAT,5526
ES750XDW,modulecoreservice.exe,"""c:\program files\common files\mcafee\modulecore\modulecoreservice.exe""",jackson.haye,c:\program files\common files\mcafee\modulecore,2460
ES750XDW,lsm.exe,C:\Windows\system32\lsm.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,2972
ES750XDW,msdtc.exe,C:\Windows\System32\msdtc.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,4248
ES750XDW,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -controlservice -slave",fre.flore,C:\Program Files\TightVNC,5198
ES750XDW,svchost.exe,C:\Windows\system32\svchost.exe -k LocalService,NT AUTHORITY\SYSTEM,C:\Windows\system32,5856
ES750XDW,McInstruTrack.exe,C:\ProgramData\McAfee\McInstruTrack\McInstruTrack.exe /SP:0,jackson.haye,C:\ProgramData\McAfee\McInstruTrack,2800
ES750XDW,svchost.exe,C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\system32,4284
ES750XDW,spoolsv.exe,C:\Windows\System32\spoolsv.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,1608
ES750XDW,ModuleCoreService.exe,ModuleCoreService.exe /startUserModeHosting=4_TIME_TO_DIE,jackson.haye,c:\program files\common files\mcafee\modulecore,664
