hostname,name,arguments,username,path,pid
NS209INY,svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch,NT AUTHORITY\SYSTEM,C:\Windows\system32,2056
NS209INY,PEFService.exe,"""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe""",jas.smi78,C:\Program Files\Common Files\McAfee\PEF\CORE,2411
NS209INY,taskhostex.exe,taskhostex.exe ,NT AUTHORITY\SYSTEM,C:\Windows\system32,4224
NS209INY,bash.exe,"""C:\Program Files\Git\usr\bin\bash.exe""",jas.smi78,C:\Program Files\Git\usr\bin,5279
NS209INY,lsass.exe,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,4908
NS209INY,vmware-usbarbitrator64.exe,"""C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe""",jas.smi78,C:\Program Files (x86)\Common Files\VMware\USB,3412
NS209INY,MicrosoftEdgeCP.exe,"""C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe"" -ServerName:ContentProcess.AppX6z3cwk4fvgady6zya12j1cw28d228a7k.mca",jackson.haye,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe,896
NS209INY,McDiReg.exe,"""C:\ProgramData\McAfee\Direct\McDiReg.exe"" ",jas.smi78,C:\ProgramData\McAfee\Direct,593
NS209INY,svchost.exe,C:\Windows\System32\svchost.exe -k termsvcs,NT AUTHORITY\SYSTEM,C:\Windows\System32,1420
NS209INY,g2mcomm.exe,"""C:\Users\jas.smi78\AppData\Local\GoToMeeting\9508\g2mcomm.exe"" ""Action=Host&amp;BrokerServiceSuffix=@ISL1&amp;Build=9508&amp;colClientUiReadyEvent=Global\55848945-2CEA-4978-BF24-0C6A3B11E66E&amp;Digest=1bc982ef0552b1fb859a423b1f290ef0&amp;Dir=C:\Users\jas.smi78\AppData\Local\GoToMeeting\9508\&amp;Download=Auto&amp;EGWAddress=216.115.208.230&amp;EGWDNS=egwglobal.gotomeeting.com&amp;EGWPort=80 443 8200&amp;LoaderPath=C:\Users\jas.smi78\AppData\Local\GoToMeeting\9508\g2mstart.exe&amp;LogName=c:\users\jas.smi78\appdata\local\temp\logmeinlogs\gotomeeting\9508\2018-10-29_12.04.18.379\GoToMeeting.log&amp;Mode=Normal&amp;Path=g2mlauncher.exe&amp;Plugin=G2MLauncher&amp;Product=g2m&amp;sessionTrackingId=e0-PH0LsK8MFgg2A9ZkKW16jt2JkQ4bP&amp;UniqueId=16cc""",jas.smi78,C:\Users\jas.smi78\AppData\Local\GoToMeeting\9508,3346
NS209INY,winlogon.exe,winlogon.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,2800
NS209INY,McPvTray.exe,"""C:\Program Files\McAfee\MAT\McPvTray.exe""",jas.smi78,C:\Program Files\McAfee\MAT,4162
NS209INY,mcuicnt.exe,"""C:\Program Files\Common Files\mcafee\Platform\mcuicnt.exe"" ""C:\Program Files\Common Files\McAfee\ActWiz\mcactwiz.dll"" nosplash:",jas.smi78,C:\Program Files\Common Files\mcafee\Platform,4993
NS209INY,wininit.exe,wininit.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,4324
NS209INY,MFEAvSvc.exe,"""C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe""",jas.smi78,C:\Program Files\McAfee\MfeAV,2625
NS209INY,dwm.exe,"""dwm.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,2912
NS209INY,ProtectedModuleHost.exe,"""C:\\Program Files\\Common Files\\McAfee\ModuleCore\\ProtectedModuleHost.exe""",jas.smi78,C:\Program Files\Common Files\McAfee\ModuleCore,847
NS209INY,spoolsv.exe,C:\Windows\System32\spoolsv.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,5892
NS209INY,mcshield.exe,"""C:\Program Files\Common Files\McAfee\AMCore\mcshield.exe""",jas.smi78,C:\Program Files\Common Files\McAfee\AMCore,3662
NS209INY,cmd.exe,C:\Windows\System32\cmd.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32\cmd.exe,3448
NS209INY,mchost.exe,"""C:\Program Files\Common Files\McAfee\Platform\Core\mchost.exe"" {e05dd3fd-ba47-4235-85a5-3789db83c8e1} /pid=444",jas.smi78,C:\Program Files\Common Files\McAfee\Platform\Core,4647
NS209INY,McApExe.exe,"""C:\Program Files\Common Files\McAfee\VSCore_18_6\McApExe.exe""",jas.smi78,C:\Program Files\Common Files\McAfee\VSCore_18_6,2058
NS209INY,MMSSHOST.EXE,"""C:\Program Files\Common Files\McAfee\MMSSHost\MMSSHOST.EXE"" MMSCOM homenetsvc",jas.smi78,C:\Program Files\Common Files\McAfee\MMSSHost,339
NS209INY,McAMTaskAgent.exe,"""C:\Program Files\Common Files\McAfee\TaskScheduler\McAMTaskAgent.exe"" -Embedding",jas.smi78,C:\Program Files\Common Files\McAfee\TaskScheduler,1489
NS209INY,svchost.exe,C:\Windows\system32\svchost.exe -k RPCSS,NT AUTHORITY\SYSTEM,C:\Windows\system32,1364
