hostname,name,arguments,username,path,pid
ET856HAJ,McPvTray.exe,"""C:\Program Files\McAfee\MAT\McPvTray.exe""",bonnsande75,C:\Program Files\McAfee\MAT,2942
ET856HAJ,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,NT AUTHORITY\SYSTEM,C:\Windows\system32,3828
ET856HAJ,mcshield.exe,"""C:\Program Files\Common Files\McAfee\AMCore\mcshield.exe""",bonnsande75,C:\Program Files\Common Files\McAfee\AMCore,3995
ET856HAJ,smss.exe,\SystemRoot\System32\smss.exe,NT AUTHORITY\SYSTEM,\SystemRoot\System32,1260
ET856HAJ,dllhost.exe,C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},NT AUTHORITY\SYSTEM,C:\Windows\system32,6464
ET856HAJ,ModuleCoreService.exe,ModuleCoreService.exe /startUserModeHosting=4_TIME_TO_DIE,bonnsande75,c:\program files\common files\mcafee\modulecore,4305
ET856HAJ,msdtc.exe,C:\Windows\System32\msdtc.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,1956
ET856HAJ,putty.exe,"""C:\Program Files\PuTTY\putty.exe"" ",bonnsande75,C:\Program Files\PuTTY,5172
ET856HAJ,taskhost.exe,"""taskhost.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,792
ET856HAJ,conhost.exe,"\??\C:\Windows\system32\conhost.exe ""-29887463320281528418771495882049435123649789771-108284301750553232-1762948263",NT AUTHORITY\SYSTEM,C:\Windows\system32,3400
ET856HAJ,McApExe.exe,"""C:\Program Files\Common Files\McAfee\VSCore_18_6\McApExe.exe""",bonnsande75,C:\Program Files\Common Files\McAfee\VSCore_18_6,5911
ET856HAJ,svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,NT AUTHORITY\SYSTEM,C:\Windows\System32,1624
ET856HAJ,UIHost.exe,"""C:\Program Files\McAfee\WebAdvisor\UIHost.exe"" ",bonnsande75,C:\Program Files\McAfee\WebAdvisor,2410
ET856HAJ,svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs,NT AUTHORITY\SYSTEM,C:\Windows\system32,2764
ET856HAJ,mchost.exe,"""C:\Program Files\Common Files\McAfee\Platform\Core\mchost.exe"" {e05dd3fd-ba47-4235-85a5-3789db83c8e1} /pid=444",bonnsande75,C:\Program Files\Common Files\McAfee\Platform\Core,2233
ET856HAJ,services.exe,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,6420
ET856HAJ,powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",bonnsande75,C:\Windows\System32\WindowsPowerShell\v1.0,519
ET856HAJ,svchost.exe,C:\Windows\System32\svchost.exe -k utcsvc,NT AUTHORITY\SYSTEM,C:\Windows\System32,3052
ET856HAJ,MicrosoftEdgeCP.exe,"""C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe"" -ServerName:ContentProcess.AppX6z3cwk4fvgady6zya12j1cw28d228a7k.mca",gracmurp96,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe,2274
ET856HAJ,PEFService.exe,"""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe""",bonnsande75,C:\Program Files\Common Files\McAfee\PEF\CORE,4148
ET856HAJ,MMSSHOST.EXE,"""C:\Program Files\Common Files\McAfee\MMSSHost\MMSSHOST.EXE"" MMSCOM homenetsvc",bonnsande75,C:\Program Files\Common Files\McAfee\MMSSHost,4867
ET856HAJ,winlogon.exe,winlogon.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,1656
ET856HAJ,svchost.exe,C:\Windows\System32\svchost.exe -k termsvcs,NT AUTHORITY\SYSTEM,C:\Windows\System32,308
ET856HAJ,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -controlservice -slave",gracmurp96,C:\Program Files\TightVNC,4179
ET856HAJ,vncviewer.exe,"""C:\Program Files\RealVNC\VNC Viewer\vncviewer.exe"" ",gracmurp96,C:\Program Files\RealVNC\VNC Viewer,4640
ET856HAJ,csrss.exe,%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024 20480 768 Windows=On SubSystemType=Windows ServerDll=basesrv 1 ServerDll=winsrv:UserServerDllInitialization 3 ServerDll=winsrv:ConServerDllInitialization 2 ServerDll=sxssrv 4 ProfileControl=Off MaxRequestThreads=16,NT AUTHORITY\SYSTEM,C:\Windows\system32,5196
ET856HAJ,wininit.exe,wininit.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,1768
ET856HAJ,spoolsv.exe,C:\Windows\System32\spoolsv.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,5104
ET856HAJ,modulecoreservice.exe,"""c:\program files\common files\mcafee\modulecore\modulecoreservice.exe""",bonnsande75,c:\program files\common files\mcafee\modulecore,2149
ET856HAJ,svchost.exe,C:\Windows\system32\svchost.exe -k LocalService,NT AUTHORITY\SYSTEM,C:\Windows\system32,464
ET856HAJ,svchost.exe,C:\Windows\system32\svchost.exe -k regsvc,NT AUTHORITY\SYSTEM,C:\Windows\system32,4976
ET856HAJ,Microsoft.Notes.exe,"""C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.0.119.0_x64__8wekyb3d8bbwe\Microsoft.Notes.exe"" -ServerName:App.AppX495fygk72hjw82j58ny5h3nr8hpsd8vs.mca",bonnsande75,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.0.119.0_x64__8wekyb3d8bbwe,4979
ET856HAJ,chrome.exe,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1556 1270622256617353588 15561965010207222735 131072 --service-pipe-token=1352282089870284743 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --service-request-channel-token=1352282089870284743 --renderer-client-id=45 --mojo-platform-channel-handle=7884 /prefetch:1",bonnsande75,C:\Program Files (x86)\Google\Chrome\Application,3946
ET856HAJ,lsm.exe,C:\Windows\system32\lsm.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,6224
ET856HAJ,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,1448
ET856HAJ,svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch,NT AUTHORITY\SYSTEM,C:\Windows\system32,1204
ET856HAJ,MFEAvSvc.exe,"""C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe""",bonnsande75,C:\Program Files\McAfee\MfeAV,1676
ET856HAJ,svchost.exe,C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,5728
ET856HAJ,LogonUI.exe,"""LogonUI.exe"" /flags:0x0",NT AUTHORITY\SYSTEM,C:\Windows\system32,2176
ET856HAJ,svchost.exe,C:\Windows\system32\svchost.exe -k RPCSS,NT AUTHORITY\SYSTEM,C:\Windows\system32,6056
ET856HAJ,McInstruTrack.exe,C:\ProgramData\McAfee\McInstruTrack\McInstruTrack.exe /SP:0,bonnsande75,C:\ProgramData\McAfee\McInstruTrack,1386
ET856HAJ,ServiceHost.exe,"""C:\Program Files\McAfee\WebAdvisor\ServiceHost.exe""",bonnsande75,C:\Program Files\McAfee\WebAdvisor,4534
ET856HAJ,dllhost.exe,C:\Windows\system32\dllhost.exe /Processid:{3EAE8C5E-B51F-4CBD-9DCE-FA6AA0BDF8B8},NT AUTHORITY\SYSTEM,C:\Windows\system32,3788
ET856HAJ,McDiReg.exe,C:\ProgramData\McAfee\Direct\McDiReg.exe -MONITOR_PI2 9508,bonnsande75,C:\ProgramData\McAfee\Direct,1058
ET856HAJ,McAMTaskAgent.exe,"""C:\Program Files\Common Files\McAfee\TaskScheduler\McAMTaskAgent.exe"" -Embedding",bonnsande75,C:\Program Files\Common Files\McAfee\TaskScheduler,1826
ET856HAJ,ProtectedModuleHost.exe,"""C:\\Program Files\\Common Files\\McAfee\ModuleCore\\ProtectedModuleHost.exe""",bonnsande75,C:\Program Files\Common Files\McAfee\ModuleCore,4321
ET856HAJ,Dwm.exe,"""C:\Windows\system32\Dwm.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,2096
ET856HAJ,svchost.exe,C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\system32,692
ET856HAJ,McDiReg.exe,"""C:\ProgramData\McAfee\Direct\McDiReg.exe"" ",bonnsande75,C:\ProgramData\McAfee\Direct,2685
ET856HAJ,OneDrive.exe,"""C:\Users\bonnsande75\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",bonnsande75,C:\Users\bonnsande75\AppData\Local\Microsoft\OneDrive,4784
ET856HAJ,mcafee_trial_setup_433.0207.3919_key.exe,"""C:\Users\bonnsande75\AppData\Local\Temp\scoped_dir9616_4071\mcafee_trial_setup_433.0207.3919_key.exe"" ",bonnsande75,C:\Users\bonnsande75\AppData\Local\Temp\scoped_dir9616_4071,3144
ET856HAJ,lsass.exe,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,2044
ET856HAJ,Wireshark.exe,"""C:\Program Files\Wireshark\Wireshark.exe"" ",bonnsande75,C:\Program Files\Wireshark,1751
ET856HAJ,mcuicnt.exe,"""C:\Program Files\Common Files\mcafee\Platform\mcuicnt.exe"" ""C:\Program Files\Common Files\McAfee\ActWiz\mcactwiz.dll"" nosplash:",bonnsande75,C:\Program Files\Common Files\mcafee\Platform,855
ET856HAJ,McCSPServiceHost.exe,"""C:\Program Files\Common Files\McAfee\CSP\3.0.127.0\\McCSPServiceHost.exe""",bonnsande75,C:\Program Files\Common Files\McAfee\CSP\3.0.127.0,4931
ET856HAJ,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -service",gracmurp96,C:\Program Files\TightVNC,1337
