hostname,name,arguments,username,path,pid
SS187FRX,McApExe.exe,"""C:\Program Files\Common Files\McAfee\VSCore_18_6\McApExe.exe""",anna.long96,C:\Program Files\Common Files\McAfee\VSCore_18_6,5111
SS187FRX,svchost.exe,C:\Windows\system32\svchost.exe -k RPCSS,NT AUTHORITY\SYSTEM,C:\Windows\system32,748
SS187FRX,wmiprvse.exe,C:\Windows\system32\wbem\wmiprvse.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32\wbem,2012
SS187FRX,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,6304
SS187FRX,svchost.exe,C:\Windows\System32\svchost.exe -k termsvcs,NT AUTHORITY\SYSTEM,C:\Windows\System32,652
SS187FRX,Wireshark.exe,"""C:\Program Files\Wireshark\Wireshark.exe"" ",rubyhughe75,C:\Program Files\Wireshark,5144
SS187FRX,McDiReg.exe,C:\ProgramData\McAfee\Direct\McDiReg.exe -MONITOR_PI2 9508,anna.long96,C:\ProgramData\McAfee\Direct,4665
SS187FRX,svchost.exe,C:\Windows\system32\svchost.exe -k LocalService,NT AUTHORITY\SYSTEM,C:\Windows\system32,3084
SS187FRX,McDiReg.exe,"""C:\ProgramData\McAfee\Direct\McDiReg.exe"" ",anna.long96,C:\ProgramData\McAfee\Direct,4391
SS187FRX,ProtectedModuleHost.exe,"""C:\\Program Files\\Common Files\\McAfee\ModuleCore\\ProtectedModuleHost.exe""",anna.long96,C:\Program Files\Common Files\McAfee\ModuleCore,2943
SS187FRX,svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch,NT AUTHORITY\SYSTEM,C:\Windows\system32,3484
SS187FRX,winlogon.exe,winlogon.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,2944
SS187FRX,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -controlservice -slave",rubyhughe75,C:\Program Files\TightVNC,370
SS187FRX,MFEAvSvc.exe,"""C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe""",anna.long96,C:\Program Files\McAfee\MfeAV,6324
SS187FRX,McCSPServiceHost.exe,"""C:\Program Files\Common Files\McAfee\CSP\3.0.127.0\\McCSPServiceHost.exe""",anna.long96,C:\Program Files\Common Files\McAfee\CSP\3.0.127.0,1784
SS187FRX,dwm.exe,"""dwm.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,6332
SS187FRX,taskhostex.exe,taskhostex.exe ,NT AUTHORITY\SYSTEM,C:\Windows\system32,5956
SS187FRX,mcafee_trial_setup_433.0207.3919_key.exe,"""C:\Users\anna.long96\AppData\Local\Temp\scoped_dir9616_4071\mcafee_trial_setup_433.0207.3919_key.exe"" ",anna.long96,C:\Users\anna.long96\AppData\Local\Temp\scoped_dir9616_4071,1965
