hostname,name,arguments,username,path,pid
SS944NSU,McApExe.exe,"""C:\Program Files\Common Files\McAfee\VSCore_18_6\McApExe.exe""",nathanie.ros,C:\Program Files\Common Files\McAfee\VSCore_18_6,3457
SS944NSU,taskhost.exe,"""taskhost.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,3436
SS944NSU,smss.exe,\SystemRoot\System32\smss.exe,NT AUTHORITY\SYSTEM,\SystemRoot\System32,420
SS944NSU,ProtectedModuleHost.exe,"""C:\\Program Files\\Common Files\\McAfee\ModuleCore\\ProtectedModuleHost.exe""",nathanie.ros,C:\Program Files\Common Files\McAfee\ModuleCore,4306
SS944NSU,wininit.exe,wininit.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,2360
SS944NSU,ServiceHost.exe,"""C:\Program Files\McAfee\WebAdvisor\ServiceHost.exe""",nathanie.ros,C:\Program Files\McAfee\WebAdvisor,2523
SS944NSU,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,NT AUTHORITY\SYSTEM,C:\Windows\system32,5436
SS944NSU,mchost.exe,"""C:\Program Files\Common Files\McAfee\Platform\Core\mchost.exe"" {e05dd3fd-ba47-4235-85a5-3789db83c8e1} /pid=444",nathanie.ros,C:\Program Files\Common Files\McAfee\Platform\Core,2589
SS944NSU,iexplore.exe,"""C:\Program Files\internet explorer\iexplore.exe"" ",jacklopez,C:\Program Files\internet explorer,2112
SS944NSU,svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs,NT AUTHORITY\SYSTEM,C:\Windows\system32,3940
SS944NSU,PEFService.exe,"""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe""",nathanie.ros,C:\Program Files\Common Files\McAfee\PEF\CORE,4041
SS944NSU,lsass.exe,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,3908
SS944NSU,putty.exe,"""C:\Program Files\PuTTY\putty.exe"" ",nathanie.ros,C:\Program Files\PuTTY,347
SS944NSU,ModuleCoreService.exe,ModuleCoreService.exe /startUserModeHosting=4_TIME_TO_DIE,nathanie.ros,c:\program files\common files\mcafee\modulecore,5625
SS944NSU,spoolsv.exe,C:\Windows\System32\spoolsv.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,3336
SS944NSU,svchost.exe,C:\Windows\system32\svchost.exe -k LocalService,NT AUTHORITY\SYSTEM,C:\Windows\system32,6032
SS944NSU,svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,NT AUTHORITY\SYSTEM,C:\Windows\System32,236
SS944NSU,vncviewer.exe,"""C:\Program Files\RealVNC\VNC Viewer\vncviewer.exe"" ",nancy.taylo58,C:\Program Files\RealVNC\VNC Viewer,3255
SS944NSU,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,248
SS944NSU,mcafee_trial_setup_433.0207.3919_key.exe,"""C:\Users\nathanie.ros\AppData\Local\Temp\scoped_dir9616_4071\mcafee_trial_setup_433.0207.3919_key.exe"" ",nathanie.ros,C:\Users\nathanie.ros\AppData\Local\Temp\scoped_dir9616_4071,3616
SS944NSU,McPvTray.exe,"""C:\Program Files\McAfee\MAT\McPvTray.exe""",nathanie.ros,C:\Program Files\McAfee\MAT,5958
SS944NSU,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -service",nancy.taylo58,C:\Program Files\TightVNC,5470
SS944NSU,svchost.exe,C:\Windows\System32\svchost.exe -k utcsvc,NT AUTHORITY\SYSTEM,C:\Windows\System32,2756
SS944NSU,McDiReg.exe,C:\ProgramData\McAfee\Direct\McDiReg.exe -MONITOR_PI2 9508,nathanie.ros,C:\ProgramData\McAfee\Direct,1175
SS944NSU,modulecoreservice.exe,"""c:\program files\common files\mcafee\modulecore\modulecoreservice.exe""",nathanie.ros,c:\program files\common files\mcafee\modulecore,5067
SS944NSU,lsm.exe,C:\Windows\system32\lsm.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,2628
SS944NSU,svchost.exe,C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,6312
SS944NSU,dllhost.exe,C:\Windows\system32\dllhost.exe /Processid:{3EAE8C5E-B51F-4CBD-9DCE-FA6AA0BDF8B8},NT AUTHORITY\SYSTEM,C:\Windows\system32,3952
SS944NSU,MFEAvSvc.exe,"""C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe""",nathanie.ros,C:\Program Files\McAfee\MfeAV,5286
SS944NSU,svchost.exe,C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\system32,4948
SS944NSU,mcshield.exe,"""C:\Program Files\Common Files\McAfee\AMCore\mcshield.exe""",nathanie.ros,C:\Program Files\Common Files\McAfee\AMCore,863
SS944NSU,svchost.exe,C:\Windows\system32\svchost.exe -k regsvc,NT AUTHORITY\SYSTEM,C:\Windows\system32,1912
SS944NSU,Dwm.exe,"""C:\Windows\system32\Dwm.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,1164
