hostname,name,arguments,username,path,pid
EB598CLL,svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs,NT AUTHORITY\SYSTEM,C:\Windows\system32,5244
EB598CLL,McDiReg.exe,C:\ProgramData\McAfee\Direct\McDiReg.exe -MONITOR_PI2 9508,alexander.bell53,C:\ProgramData\McAfee\Direct,6079
EB598CLL,cmd.exe,"""C:\Windows\system32\cmd.exe"" ",anth.jacks,C:\Windows\system32,5559
EB598CLL,svchost.exe,C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,192
EB598CLL,taskhostex.exe,taskhostex.exe ,NT AUTHORITY\SYSTEM,C:\Windows\system32,5612
EB598CLL,PEFService.exe,"""C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe""",alexander.bell53,C:\Program Files\Common Files\McAfee\PEF\CORE,1348
EB598CLL,winlogon.exe,winlogon.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,5804
EB598CLL,mcafee_trial_setup_433.0207.3919_key.exe,"""C:\Users\alexander.bell53\AppData\Local\Temp\scoped_dir9616_4071\mcafee_trial_setup_433.0207.3919_key.exe"" ",alexander.bell53,C:\Users\alexander.bell53\AppData\Local\Temp\scoped_dir9616_4071,5578
EB598CLL,lsass.exe,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,2504
EB598CLL,mcshield.exe,"""C:\Program Files\Common Files\McAfee\AMCore\mcshield.exe""",alexander.bell53,C:\Program Files\Common Files\McAfee\AMCore,4412
EB598CLL,mcuicnt.exe,"""C:\Program Files\Common Files\mcafee\Platform\mcuicnt.exe"" ""C:\Program Files\Common Files\McAfee\ActWiz\mcactwiz.dll"" nosplash:",alexander.bell53,C:\Program Files\Common Files\mcafee\Platform,2279
EB598CLL,McApExe.exe,"""C:\Program Files\Common Files\McAfee\VSCore_18_6\McApExe.exe""",alexander.bell53,C:\Program Files\Common Files\McAfee\VSCore_18_6,2392
EB598CLL,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\System32,2640
EB598CLL,McInstruTrack.exe,C:\ProgramData\McAfee\McInstruTrack\McInstruTrack.exe /SP:0,alexander.bell53,C:\ProgramData\McAfee\McInstruTrack,3610
EB598CLL,wininit.exe,wininit.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32,1692
EB598CLL,Explorer.EXE,C:\Windows\Explorer.EXE,NT AUTHORITY\SYSTEM,C:\Windows,3372
EB598CLL,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -controlservice -slave",alexander.bell53,C:\Program Files\TightVNC,1159
EB598CLL,msdtc.exe,C:\Windows\System32\msdtc.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,2464
EB598CLL,iexplore.exe,"""C:\Program Files\internet explorer\iexplore.exe"" ",alexander.bell53,C:\Program Files\internet explorer,1936
EB598CLL,svchost.exe,C:\Windows\System32\svchost.exe -k termsvcs,NT AUTHORITY\SYSTEM,C:\Windows\System32,3736
EB598CLL,UIHost.exe,"""C:\Program Files\McAfee\WebAdvisor\UIHost.exe"" ",alexander.bell53,C:\Program Files\McAfee\WebAdvisor,1738
EB598CLL,dwm.exe,"""dwm.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,2636
EB598CLL,svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch,NT AUTHORITY\SYSTEM,C:\Windows\system32,2404
EB598CLL,svchost.exe,C:\Windows\System32\svchost.exe -k utcsvc,NT AUTHORITY\SYSTEM,C:\Windows\System32,360
EB598CLL,wmiprvse.exe,C:\Windows\system32\wbem\wmiprvse.exe,NT AUTHORITY\SYSTEM,C:\Windows\system32\wbem,4640
EB598CLL,vncviewer.exe,"""C:\Program Files\RealVNC\VNC Viewer\vncviewer.exe"" ",alexander.bell53,C:\Program Files\RealVNC\VNC Viewer,1502
EB598CLL,dwm.exe,"""dwm.exe""",NT AUTHORITY\SYSTEM,C:\Windows\system32,992
EB598CLL,MFEAvSvc.exe,"""C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe""",alexander.bell53,C:\Program Files\McAfee\MfeAV,6386
EB598CLL,OneDrive.exe,"""C:\Users\benja.cam\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" ",benja.cam,C:\Users\benja.cam\AppData\Local\Microsoft\OneDrive,4189
EB598CLL,cmd.exe,C:\Windows\System32\cmd.exe /C net time \\EB598CLL,,C:\Windows\System32\cmd.exe,4164
EB598CLL,McCSPServiceHost.exe,"""C:\Program Files\Common Files\McAfee\CSP\3.0.127.0\\McCSPServiceHost.exe""",alexander.bell53,C:\Program Files\Common Files\McAfee\CSP\3.0.127.0,1208
EB598CLL,svchost.exe,C:\Windows\system32\svchost.exe -k NetworkService,NT AUTHORITY\SYSTEM,C:\Windows\system32,3004
EB598CLL,MMSSHOST.EXE,"""C:\Program Files\Common Files\McAfee\MMSSHost\MMSSHOST.EXE"" MMSCOM homenetsvc",alexander.bell53,C:\Program Files\Common Files\McAfee\MMSSHost,5131
EB598CLL,notepad.exe,"""C:\Windows\system32\notepad.exe"" ",alexander.bell53,C:\Windows\system32,2645
EB598CLL,ModuleCoreService.exe,ModuleCoreService.exe /startUserModeHosting=4_TIME_TO_DIE,alexander.bell53,c:\program files\common files\mcafee\modulecore,6227
EB598CLL,svchost.exe,C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted,NT AUTHORITY\SYSTEM,C:\Windows\system32,4420
EB598CLL,McDiReg.exe,"""C:\ProgramData\McAfee\Direct\McDiReg.exe"" ",alexander.bell53,C:\ProgramData\McAfee\Direct,2309
EB598CLL,svchost.exe,C:\Windows\system32\svchost.exe -k RPCSS,NT AUTHORITY\SYSTEM,C:\Windows\system32,884
EB598CLL,WMIC.exe,"C:\Windows\System32\wbem\WMIC.exe /node:WN118DOT process call create ""cmd.exe /c whoami /force""",,C:\Windows\System32\wbem\WMIC.exe,4064
EB598CLL,ProtectedModuleHost.exe,"""C:\\Program Files\\Common Files\\McAfee\ModuleCore\\ProtectedModuleHost.exe""",alexander.bell53,C:\Program Files\Common Files\McAfee\ModuleCore,5611
EB598CLL,tvnserver.exe,"""C:\Program Files\TightVNC\tvnserver.exe"" -service",alexander.bell53,C:\Program Files\TightVNC,3870
EB598CLL,ServiceHost.exe,"""C:\Program Files\McAfee\WebAdvisor\ServiceHost.exe""",alexander.bell53,C:\Program Files\McAfee\WebAdvisor,6108
EB598CLL,mchost.exe,"""C:\Program Files\Common Files\McAfee\Platform\Core\mchost.exe"" {e05dd3fd-ba47-4235-85a5-3789db83c8e1} /pid=444",alexander.bell53,C:\Program Files\Common Files\McAfee\Platform\Core,5162
EB598CLL,LogonUI.exe,"""LogonUI.exe"" /flags:0x0",NT AUTHORITY\SYSTEM,C:\Windows\system32,1796
EB598CLL,spoolsv.exe,C:\Windows\System32\spoolsv.exe,NT AUTHORITY\SYSTEM,C:\Windows\System32,2564
EB598CLL,McPvTray.exe,"""C:\Program Files\McAfee\MAT\McPvTray.exe""",alexander.bell53,C:\Program Files\McAfee\MAT,5029
EB598CLL,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,NT AUTHORITY\SYSTEM,C:\Windows\system32,1524
EB598CLL,svchost.exe,C:\Windows\system32\svchost.exe -k LocalService,NT AUTHORITY\SYSTEM,C:\Windows\system32,5936
EB598CLL,modulecoreservice.exe,"""c:\program files\common files\mcafee\modulecore\modulecoreservice.exe""",alexander.bell53,c:\program files\common files\mcafee\modulecore,5408
EB598CLL,McAMTaskAgent.exe,"""C:\Program Files\Common Files\McAfee\TaskScheduler\McAMTaskAgent.exe"" -Embedding",alexander.bell53,C:\Program Files\Common Files\McAfee\TaskScheduler,2016
