hostname,modulename,modulepath
ET0000VXR,sdbus.sys,C:\Windows\System32\drivers\
ET0000VXR,intelide.sys,C:\Windows\System32\drivers\
ET0000VXR,tcpip.sys,C:\Windows\System32\drivers\
ET0000VXR,stornvme.sys,C:\Windows\System32\drivers\
ET0000VXR,WpdUpFltr.sys,C:\Windows\System32\drivers\
ET0000VXR,acpi.sys,C:\Windows\System32\drivers\
ET0000VXR,dmvsc.sys,C:\Windows\System32\drivers\
ET0000VXR,hidbth.sys,C:\Windows\System32\drivers\
ET0000VXR,rhproxy.sys,C:\Windows\System32\drivers\
ET0000VXR,mrxsmb.sys,C:\Windows\System32\drivers\
ET0000VXR,FsDepends.sys,C:\Windows\System32\drivers\
ET0000VXR,rdpdr.sys,C:\Windows\System32\drivers\
ET0000VXR,Udecx.sys,C:\Windows\System32\drivers\
ET0000VXR,amdsbs.sys,C:\Windows\System32\drivers\
ET0000VXR,cnghwassist.sys,C:\Windows\System32\drivers\
ET0000VXR,winnat.sys,C:\Windows\System32\drivers\
ET0000VXR,bttflt.sys,C:\Windows\System32\drivers\
ET0000VXR,UcmCx.sys,C:\Windows\System32\drivers\
ET0000VXR,vhdmp.sys,C:\Windows\System32\drivers\
ET0000VXR,vsmraid.sys,C:\Windows\System32\drivers\
ET0000VXR,urssynopsys.sys,C:\Windows\System32\drivers\
ET0000VXR,vwififlt.sys,C:\Windows\System32\drivers\
ET0000VXR,WdiWiFi.sys,C:\Windows\System32\drivers\
ET0000VXR,hidusb.sys,C:\Windows\System32\drivers\
ET0000VXR,arcsas.sys,C:\Windows\System32\drivers\
ET0000VXR,scfilter.sys,C:\Windows\System32\drivers\
ET0000VXR,WdNisDrv.sys,C:\Windows\System32\drivers\wd\
ET0000VXR,winverbs.sys,C:\Windows\System32\drivers\
ET0000VXR,drmkaud.sys,C:\Windows\System32\drivers\
ET0000VXR,ndiscap.sys,C:\Windows\System32\drivers\
ET0000VXR,MTConfig.sys,C:\Windows\System32\drivers\
ET0000VXR,urschipidea.sys,C:\Windows\System32\drivers\
ET0000VXR,Wdf01000.sys,C:\Windows\System32\drivers\
ET0000VXR,mountmgr.sys,C:\Windows\System32\drivers\
ET0000VXR,bthmodem.sys,C:\Windows\System32\drivers\
ET0000VXR,hidbatt.sys,C:\Windows\System32\drivers\
ET0000VXR,mpsdrv.sys,C:\Windows\System32\drivers\
ET0000VXR,errdev.sys,C:\Windows\System32\drivers\
ET0000VXR,TsUsbGD.sys,C:\Windows\System32\drivers\
ET0000VXR,ksthunk.sys,C:\Windows\System32\drivers\
ET0000VXR,SpbCx.sys,C:\Windows\System32\drivers\
ET0000VXR,condrv.sys,C:\Windows\System32\drivers\
ET0000VXR,xboxgip.sys,C:\Windows\System32\drivers\
ET0000VXR,rfcomm.sys,C:\Windows\System32\drivers\
ET0000VXR,storahci.sys,C:\Windows\System32\drivers\
ET0000VXR,wimmount.sys,C:\Windows\System32\drivers\
ET0000VXR,vwifibus.sys,C:\Windows\System32\drivers\
ET0000VXR,dptf_cpu.sys,C:\Windows\System32\drivers\
ET0000VXR,agilevpn.sys,C:\Windows\System32\drivers\
ET0000VXR,ufx01000.sys,C:\Windows\System32\drivers\
ET0000VXR,fdc.sys,C:\Windows\System32\drivers\
ET0000VXR,hidir.sys,C:\Windows\System32\drivers\
ET0000VXR,partmgr.sys,C:\Windows\System32\drivers\
ET0000VXR,MegaSas2i.sys,C:\Windows\System32\drivers\
ET0000VXR,fltMgr.sys,C:\Windows\System32\drivers\
ET0000VXR,disk.sys,C:\Windows\System32\drivers\
ET0000VXR,amdppm.sys,C:\Windows\System32\drivers\
ET0000VXR,vmswitch.sys,C:\Windows\System32\drivers\
ET0000VXR,gpuenergydrv.sys,C:\Windows\System32\drivers\
ET0000VXR,srvnet.sys,C:\Windows\System32\drivers\
ET0000VXR,mstee.sys,C:\Windows\System32\drivers\
ET0000VXR,tunnel.sys,C:\Windows\System32\drivers\
ET0000VXR,adp80xx.sys,C:\Windows\System32\drivers\
ET0000VXR,esif_lf.sys,C:\Windows\System32\drivers\
ET0000VXR,irenum.sys,C:\Windows\System32\drivers\
ET0000VXR,serial.sys,C:\Windows\System32\drivers\
ET0000VXR,urscx01000.sys,C:\Windows\System32\drivers\
ET0000VXR,processr.sys,C:\Windows\System32\drivers\
ET0000VXR,pcw.sys,C:\Windows\System32\drivers\
ET0000VXR,kbdclass.sys,C:\Windows\System32\drivers\
ET0000VXR,CompositeBus.sys,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_bcb89b3386563bd7\
ET0000VXR,usbvideo.sys,C:\Windows\System32\drivers\
ET0000VXR,rassstp.sys,C:\Windows\System32\drivers\
ET0000VXR,wcnfs.sys,C:\Windows\System32\drivers\
ET0000VXR,ndisuio.sys,C:\Windows\System32\drivers\
ET0000VXR,svchost.exe,C:\Windows\System32\
ET0000VXR,WdmCompanionFilter.sys,C:\Windows\System32\drivers\
ET0000VXR,cdrom.sys,C:\Windows\System32\drivers\
ET0000VXR,msgpiowin32.sys,C:\Windows\System32\drivers\
ET0000VXR,iaLPSS2i_GPIO2.sys,C:\Windows\System32\drivers\
ET0000VXR,monitor.sys,C:\Windows\System32\drivers\
ET0000VXR,UcmTcpciCx.sys,C:\Windows\System32\drivers\
ET0000VXR,BTHUSB.SYS,C:\Windows\System32\drivers\
ET0000VXR,rdpbus.sys,C:\Windows\System32\drivers\
ET0000VXR,kdnic.sys,C:\Windows\System32\drivers\
ET0000VXR,1394ohci.sys,C:\Windows\System32\drivers\
ET0000VXR,volume.sys,C:\Windows\System32\drivers\
ET0000VXR,WUDFPf.sys,C:\Windows\System32\drivers\
ET0000VXR,ndproxy.sys,C:\Windows\System32\drivers\
ET0000VXR,UcmUcsi.sys,C:\Windows\System32\drivers\
ET0000VXR,USBHUB3.SYS,C:\Windows\System32\drivers\
ET0000VXR,VMBusHID.sys,C:\Windows\System32\drivers\
ET0000VXR,hidinterrupt.sys,C:\Windows\System32\drivers\
ET0000VXR,tpm.sys,C:\Windows\System32\drivers\
ET0000VXR,WdFilter.sys,C:\Windows\System32\drivers\wd\
ET0000VXR,Synth3dVsc.sys,C:\Windows\System32\drivers\
ET0000VXR,ndfltr.sys,C:\Windows\System32\drivers\
ET0000VXR,winusb.sys,C:\Windows\System32\drivers\
ET0000VXR,vmstorfl.sys,C:\Windows\System32\drivers\
ET0000VXR,RtsUer.sys,C:\Windows\System32\drivers\
ET0000VXR,storvsc.sys,C:\Windows\System32\drivers\
ET0000VXR,hvcrash.sys,C:\Windows\System32\drivers\
ET0000VXR,usbuhci.sys,C:\Windows\System32\drivers\
ET0000VXR,ETDSMBus.sys,C:\Windows\System32\drivers\
ET0000VXR,mshidumdf.sys,C:\Windows\System32\drivers\
ET0000VXR,vwifimp.sys,C:\Windows\System32\drivers\
ET0000VXR,bindflt.sys,C:\Windows\System32\drivers\
ET0000VXR,bthhfenum.sys,C:\Windows\System32\drivers\
ET0000VXR,ipnat.sys,C:\Windows\System32\drivers\
ET0000VXR,vhf.sys,C:\Windows\System32\drivers\
ET0000VXR,mlx4_bus.sys,C:\Windows\System32\drivers\
ET0000VXR,IPMIDrv.sys,C:\Windows\System32\drivers\
ET0000VXR,hyperkbd.sys,C:\Windows\System32\drivers\
ET0000VXR,NdisVirtualBus.sys,C:\Windows\System32\drivers\
ET0000VXR,afunix.sys,C:\Windows\System32\drivers\
ET0000VXR,storufs.sys,C:\Windows\System32\drivers\
ET0000VXR,usbehci.sys,C:\Windows\System32\drivers\
ET0000VXR,sbp2port.sys,C:\Windows\System32\drivers\
ET0000VXR,afd.sys,C:\Windows\System32\drivers\
ET0000VXR,percsas2i.sys,C:\Windows\System32\drivers\
ET0000VXR,vmgencounter.sys,C:\Windows\System32\drivers\
ET0000VXR,bowser.sys,C:\Windows\System32\drivers\
ET0000VXR,acpipmi.sys,C:\Windows\System32\drivers\
ET0000VXR,amdk8.sys,C:\Windows\System32\drivers\
ET0000VXR,uefi.sys,C:\Windows\System32\drivers\
ET0000VXR,mausbhost.sys,C:\Windows\System32\drivers\
ET0000VXR,mouhid.sys,C:\Windows\System32\drivers\
ET0000VXR,rdpvideominiport.sys,C:\Windows\System32\drivers\
ET0000VXR,mvumis.sys,C:\Windows\System32\drivers\
ET0000VXR,mshidkmdf.sys,C:\Windows\System32\drivers\
ET0000VXR,umbus.sys,C:\Windows\System32\drivers\
ET0000VXR,lxss.sys,C:\Windows\System32\drivers\
ET0000VXR,fileinfo.sys,C:\Windows\System32\drivers\
ET0000VXR,AcpiDev.sys,C:\Windows\System32\drivers\
ET0000VXR,netbt.sys,C:\Windows\System32\drivers\
ET0000VXR,hvservice.sys,C:\Windows\System32\drivers\
ET0000VXR,appid.sys,C:\Windows\System32\drivers\
ET0000VXR,srv2.sys,C:\Windows\System32\drivers\
ET0000VXR,usbcir.sys,C:\Windows\System32\drivers\
ET0000VXR,sdstor.sys,C:\Windows\System32\drivers\
ET0000VXR,wcifs.sys,C:\Windows\System32\drivers\
ET0000VXR,mspclock.sys,C:\Windows\System32\drivers\
ET0000VXR,iaLPSSi_GPIO.sys,C:\Windows\System32\drivers\
ET0000VXR,VSTXRAID.SYS,C:\Windows\System32\drivers\
ET0000VXR,asyncmac.sys,C:\Windows\System32\drivers\
ET0000VXR,usbhub.sys,C:\Windows\System32\drivers\
ET0000VXR,bthport.sys,C:\Windows\System32\drivers\
ET0000VXR,capimg.sys,C:\Windows\System32\drivers\
ET0000VXR,rasl2tp.sys,C:\Windows\System32\drivers\
ET0000VXR,SpatialGraphFilter.sys,C:\Windows\System32\drivers\
ET0000VXR,TeeDriverW8x64.sys,C:\Windows\System32\drivers\
ET0000VXR,ramdisk.sys,C:\Windows\System32\drivers\
ET0000VXR,filecrypt.sys,C:\Windows\System32\drivers\
ET0000VXR,iaLPSS2i_GPIO2_BXT_P.sys,C:\Windows\System32\drivers\
ET0000VXR,hwpolicy.sys,C:\Windows\System32\drivers\
ET0000VXR,mup.sys,C:\Windows\System32\drivers\
ET0000VXR,ufxsynopsys.sys,C:\Windows\System32\drivers\
ET0000VXR,intelppm.sys,C:\Windows\System32\drivers\
ET0000VXR,lsass.exe,C:\Windows\System32\
ET0000VXR,kbdhid.sys,C:\Windows\System32\drivers\
ET0000VXR,ipfltdrv.sys,C:\Windows\System32\drivers\
ET0000VXR,sisraid2.sys,C:\Windows\System32\drivers\
ET0000VXR,mslldp.sys,C:\Windows\System32\drivers\
ET0000VXR,SPUVCbv64.sys,C:\Windows\System32\drivers\
ET0000VXR,iaLPSSi_I2C.sys,C:\Windows\System32\drivers\
ET0000VXR,volsnap.sys,C:\Windows\System32\drivers\
ET0000VXR,HyperVideo.sys,C:\Windows\System32\drivers\
ET0000VXR,intelpep.sys,C:\Windows\System32\drivers\
ET0000VXR,SerCx.sys,C:\Windows\System32\drivers\
ET0000VXR,swenum.sys,C:\Windows\System32\DriverStore\FileRepository\swenum.inf_amd64_ea7b19c04e7a8136\
ET0000VXR,mspqm.sys,C:\Windows\System32\drivers\
ET0000VXR,rdbss.sys,C:\Windows\System32\drivers\
ET0000VXR,bcmfn2.sys,C:\Windows\System32\drivers\
ET0000VXR,sisraid4.sys,C:\Windows\System32\drivers\
ET0000VXR,WUDFRd.sys,C:\Windows\System32\drivers\
ET0000VXR,luafv.sys,C:\Windows\System32\drivers\
ET0000VXR,iaLPSS2i_I2C_BXT_P.sys,C:\Windows\System32\drivers\
ET0000VXR,EhStorTcgDrv.sys,C:\Windows\System32\drivers\
ET0000VXR,vmgid.sys,C:\Windows\System32\drivers\
ET0000VXR,scmbus.sys,C:\Windows\System32\drivers\
ET0000VXR,bxvbda.sys,C:\Windows\System32\drivers\
ET0000VXR,hdaudbus.sys,C:\Windows\System32\drivers\
ET0000VXR,raspppoe.sys,C:\Windows\System32\drivers\
ET0000VXR,nsiproxy.sys,C:\Windows\System32\drivers\
ET0000VXR,ksecpkg.sys,C:\Windows\System32\drivers\
ET0000VXR,amdxata.sys,C:\Windows\System32\drivers\
ET0000VXR,vpci.sys,C:\Windows\System32\drivers\
