hostname,modulename,modulepath
WB0005ISU,acpitime.sys,C:\Windows\System32\drivers\
WB0005ISU,vwififlt.sys,C:\Windows\System32\drivers\
WB0005ISU,wimmount.sys,C:\Windows\System32\drivers\
WB0005ISU,ramdisk.sys,C:\Windows\System32\drivers\
WB0005ISU,rasacd.sys,C:\Windows\System32\drivers\
WB0005ISU,agilevpn.sys,C:\Windows\System32\drivers\
WB0005ISU,bxvbda.sys,C:\Windows\System32\drivers\
WB0005ISU,PEAuth.sys,C:\Windows\System32\drivers\
WB0005ISU,ksecdd.sys,C:\Windows\System32\drivers\
WB0005ISU,volume.sys,C:\Windows\System32\drivers\
WB0005ISU,BasicDisplay.sys,C:\Windows\System32\drivers\
WB0005ISU,raspptp.sys,C:\Windows\System32\drivers\
WB0005ISU,cht4sx64.sys,C:\Windows\System32\drivers\
WB0005ISU,vmstorfl.sys,C:\Windows\System32\drivers\
WB0005ISU,bthenum.sys,C:\Windows\System32\drivers\
WB0005ISU,sermouse.sys,C:\Windows\System32\drivers\
WB0005ISU,ndisuio.sys,C:\Windows\System32\drivers\
WB0005ISU,usbvideo.sys,C:\Windows\System32\drivers\
WB0005ISU,vhf.sys,C:\Windows\System32\drivers\
WB0005ISU,ndiscap.sys,C:\Windows\System32\drivers\
WB0005ISU,umpass.sys,C:\Windows\System32\drivers\
WB0005ISU,mouclass.sys,C:\Windows\System32\drivers\
WB0005ISU,storufs.sys,C:\Windows\System32\drivers\
WB0005ISU,winmad.sys,C:\Windows\System32\drivers\
WB0005ISU,rhproxy.sys,C:\Windows\System32\drivers\
WB0005ISU,ibbus.sys,C:\Windows\System32\drivers\
WB0005ISU,nvraid.sys,C:\Windows\System32\drivers\
WB0005ISU,netbt.sys,C:\Windows\System32\drivers\
WB0005ISU,acpipagr.sys,C:\Windows\System32\drivers\
WB0005ISU,pci.sys,C:\Windows\System32\drivers\
WB0005ISU,clfs.sys,C:\Windows\System32\drivers\
WB0005ISU,MTConfig.sys,C:\Windows\System32\drivers\
WB0005ISU,asyncmac.sys,C:\Windows\System32\drivers\
WB0005ISU,rfcomm.sys,C:\Windows\System32\drivers\
WB0005ISU,iagpio.sys,C:\Windows\System32\drivers\
WB0005ISU,igdkmd64.sys,C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_12cbd645391cbdcb\
WB0005ISU,pnpmem.sys,C:\Windows\System32\drivers\
WB0005ISU,bam.sys,C:\Windows\System32\drivers\
WB0005ISU,iaLPSS2i_GPIO2.sys,C:\Windows\System32\drivers\
