hostname,modulename,modulepath
SN0002NZU,adp80xx.sys,C:\Windows\System32\drivers\
SN0002NZU,rassstp.sys,C:\Windows\System32\drivers\
SN0002NZU,FsDepends.sys,C:\Windows\System32\drivers\
SN0002NZU,megasas.sys,C:\Windows\System32\drivers\
SN0002NZU,CompositeBus.sys,C:\Windows\System32\drivers\
SN0002NZU,SerCx.sys,C:\Windows\System32\drivers\
SN0002NZU,AGP440.sys,C:\Windows\System32\drivers\
SN0002NZU,xenfilt.sys,C:\Windows\System32\drivers\
SN0002NZU,lsass.exe,C:\Windows\System32\
SN0002NZU,umpass.sys,C:\Windows\System32\drivers\
SN0002NZU,tpm.sys,C:\Windows\System32\drivers\
SN0002NZU,uefi.sys,C:\Windows\System32\drivers\
SN0002NZU,processr.sys,C:\Windows\System32\drivers\
SN0002NZU,qlfcoei.sys,C:\Windows\System32\drivers\
SN0002NZU,stornvme.sys,C:\Windows\System32\drivers\
SN0002NZU,sacdrv.sys,C:\Windows\System32\drivers\
SN0002NZU,SpbCx.sys,C:\Windows\System32\drivers\
SN0002NZU,VerifierExt.sys,C:\Windows\System32\drivers\
SN0002NZU,ipfltdrv.sys,C:\Windows\System32\drivers\
SN0002NZU,cdrom.sys,C:\Windows\System32\drivers\
SN0002NZU,tsusbhub.sys,C:\Windows\System32\drivers\
SN0002NZU,viaide.sys,C:\Windows\System32\drivers\
SN0002NZU,bxvbda.sys,C:\Windows\System32\drivers\
SN0002NZU,netvsc63.sys,C:\Windows\System32\drivers\
SN0002NZU,acpipagr.sys,C:\Windows\System32\drivers\
SN0002NZU,ndfltr.sys,C:\Windows\System32\drivers\
SN0002NZU,ndistapi.sys,C:\Windows\System32\drivers\
SN0002NZU,hidbatt.sys,C:\Windows\System32\drivers\
SN0002NZU,pci.sys,C:\Windows\System32\drivers\
SN0002NZU,amdxata.sys,C:\Windows\System32\drivers\
SN0002NZU,sbp2port.sys,C:\Windows\System32\drivers\
SN0002NZU,wanarp.sys,C:\Windows\System32\drivers\
SN0002NZU,vxn64x64.sys,C:\Windows\System32\drivers\
SN0002NZU,pcw.sys,C:\Windows\System32\drivers\
SN0002NZU,NdisImPlatform.sys,C:\Windows\System32\drivers\
SN0002NZU,kdnic.sys,C:\Windows\System32\drivers\
SN0002NZU,MsLbfoProvider.sys,C:\Windows\System32\drivers\
SN0002NZU,vpcivsp.sys,C:\Windows\System32\drivers\
SN0002NZU,bfadfcoei.sys,C:\Windows\System32\drivers\
SN0002NZU,wacompen.sys,C:\Windows\System32\drivers\
