hostname,modulename,modulepath
SL397YNV,xenvbd.sys,C:\Windows\System32\drivers\
SL397YNV,kbdclass.sys,C:\Windows\System32\drivers\
SL397YNV,ksecdd.sys,C:\Windows\System32\drivers\
SL397YNV,adp80xx.sys,C:\Windows\System32\drivers\
SL397YNV,svchost.exe,C:\Windows\System32\
SL397YNV,EC2WinUtilDriver.sys,C:\Windows\System32\drivers\
SL397YNV,tunnel.sys,C:\Windows\System32\drivers\
SL397YNV,bxois.sys,C:\Windows\System32\drivers\
SL397YNV,mrxsmb20.sys,C:\Windows\System32\drivers\
SL397YNV,mshidumdf.sys,C:\Windows\System32\drivers\
SL397YNV,rdbss.sys,C:\Windows\System32\drivers\
SL397YNV,tcpip.sys,C:\Windows\System32\drivers\
SL397YNV,i8042prt.sys,C:\Windows\System32\drivers\
SL397YNV,parport.sys,C:\Windows\System32\drivers\
SL397YNV,usbohci.sys,C:\Windows\System32\drivers\
SL397YNV,cng.sys,C:\Windows\System32\drivers\
SL397YNV,serial.sys,C:\Windows\System32\drivers\
SL397YNV,HpSAMD.sys,C:\Windows\System32\drivers\
SL397YNV,3ware.sys,C:\Windows\System32\drivers\
SL397YNV,ndfltr.sys,C:\Windows\System32\drivers\
SL397YNV,ndis.sys,C:\Windows\System32\drivers\
SL397YNV,ql2300i.sys,C:\Windows\System32\drivers\
SL397YNV,sdbus.sys,C:\Windows\System32\drivers\
SL397YNV,srvnet.sys,C:\Windows\System32\drivers\
SL397YNV,ipnat.sys,C:\Windows\System32\drivers\
SL397YNV,sermouse.sys,C:\Windows\System32\drivers\
SL397YNV,AWSNVMe.sys,C:\Windows\System32\drivers\
SL397YNV,UCX01000.SYS,C:\Windows\System32\drivers\
SL397YNV,VMBusHID.sys,C:\Windows\System32\drivers\
SL397YNV,winmad.sys,C:\Windows\System32\drivers\
SL397YNV,acpitime.sys,C:\Windows\System32\drivers\
SL397YNV,clfs.sys,C:\Windows\System32\drivers\
SL397YNV,usbehci.sys,C:\Windows\System32\drivers\
SL397YNV,afd.sys,C:\Windows\System32\drivers\
SL397YNV,VerifierExt.sys,C:\Windows\System32\drivers\
SL397YNV,mlx4_bus.sys,C:\Windows\System32\drivers\
SL397YNV,usbccgp.sys,C:\Windows\System32\drivers\
SL397YNV,NdisImPlatform.sys,C:\Windows\System32\drivers\
SL397YNV,storvsc.sys,C:\Windows\System32\drivers\
SL397YNV,errdev.sys,C:\Windows\System32\drivers\
SL397YNV,condrv.sys,C:\Windows\System32\drivers\
SL397YNV,netbt.sys,C:\Windows\System32\drivers\
SL397YNV,qlfcoei.sys,C:\Windows\System32\drivers\
SL397YNV,mshidkmdf.sys,C:\Windows\System32\drivers\
SL397YNV,npsvctrig.sys,C:\Windows\System32\drivers\
SL397YNV,xennet.sys,C:\Windows\System32\drivers\
SL397YNV,BasicRender.sys,C:\Windows\System32\drivers\
SL397YNV,hidbatt.sys,C:\Windows\System32\drivers\
SL397YNV,PEAuth.sys,C:\Windows\System32\drivers\
SL397YNV,BasicDisplay.sys,C:\Windows\System32\drivers\
SL397YNV,winnat.sys,C:\Windows\System32\drivers\
SL397YNV,hidusb.sys,C:\Windows\System32\drivers\
SL397YNV,mrxsmb10.sys,C:\Windows\System32\drivers\
SL397YNV,SerCx2.sys,C:\Windows\System32\drivers\
SL397YNV,storahci.sys,C:\Windows\System32\drivers\
SL397YNV,ql40xx2i.sys,C:\Windows\System32\drivers\
SL397YNV,ws2ifsl.sys,C:\Windows\System32\drivers\
SL397YNV,msiscsi.sys,C:\Windows\System32\drivers\
SL397YNV,lsi_sas3.sys,C:\Windows\System32\drivers\
SL397YNV,mup.sys,C:\Windows\System32\drivers\
SL397YNV,stornvme.sys,C:\Windows\System32\drivers\
SL397YNV,NdisVirtualBus.sys,C:\Windows\System32\drivers\
SL397YNV,isapnp.sys,C:\Windows\System32\drivers\
SL397YNV,SpbCx.sys,C:\Windows\System32\drivers\
SL397YNV,mpsdrv.sys,C:\Windows\System32\drivers\
SL397YNV,usbuhci.sys,C:\Windows\System32\drivers\
SL397YNV,lltdio.sys,C:\Windows\System32\drivers\
SL397YNV,pciide.sys,C:\Windows\System32\drivers\
SL397YNV,mvumis.sys,C:\Windows\System32\drivers\
SL397YNV,umbus.sys,C:\Windows\System32\drivers\
SL397YNV,cdfs.sys,C:\Windows\System32\drivers\
SL397YNV,sacdrv.sys,C:\Windows\System32\drivers\
SL397YNV,TsUsbGD.sys,C:\Windows\System32\drivers\
SL397YNV,amdppm.sys,C:\Windows\System32\drivers\
SL397YNV,mountmgr.sys,C:\Windows\System32\drivers\
SL397YNV,UAGP35.SYS,C:\Windows\System32\drivers\
SL397YNV,sisraid2.sys,C:\Windows\System32\drivers\
SL397YNV,stexstor.sys,C:\Windows\System32\drivers\
SL397YNV,elxstor.sys,C:\Windows\System32\drivers\
SL397YNV,dxgkrnl.sys,C:\Windows\System32\drivers\
SL397YNV,usbhub.sys,C:\Windows\System32\drivers\
SL397YNV,sisraid4.sys,C:\Windows\System32\drivers\
SL397YNV,ksthunk.sys,C:\Windows\System32\drivers\
SL397YNV,ndiswan.sys,C:\Windows\System32\drivers\
SL397YNV,rspndr.sys,C:\Windows\System32\drivers\
SL397YNV,amdsata.sys,C:\Windows\System32\drivers\
SL397YNV,pcw.sys,C:\Windows\System32\drivers\
SL397YNV,ahcache.sys,C:\Windows\System32\drivers\
SL397YNV,hwpolicy.sys,C:\Windows\System32\drivers\
SL397YNV,rdpbus.sys,C:\Windows\System32\drivers\
SL397YNV,xeniface.sys,C:\Windows\System32\drivers\
SL397YNV,GAGP30KX.SYS,C:\Windows\System32\drivers\
SL397YNV,nvstor.sys,C:\Windows\System32\drivers\
SL397YNV,asyncmac.sys,C:\Windows\System32\drivers\
SL397YNV,msgpioclx.sys,C:\Windows\System32\drivers\
SL397YNV,kbdhid.sys,C:\Windows\System32\drivers\
SL397YNV,terminpt.sys,C:\Windows\System32\drivers\
SL397YNV,partmgr.sys,C:\Windows\System32\drivers\
SL397YNV,MsLbfoProvider.sys,C:\Windows\System32\drivers\
SL397YNV,lsi_sss.sys,C:\Windows\System32\drivers\
