hostname,modulename,modulepath
WL496WUG,rdbss.sys,C:\Windows\System32\drivers\
WL496WUG,volsnap.sys,C:\Windows\System32\drivers\
WL496WUG,storvsc.sys,C:\Windows\System32\drivers\
WL496WUG,volmgrx.sys,C:\Windows\System32\drivers\
WL496WUG,msgpioclx.sys,C:\Windows\System32\drivers\
WL496WUG,PEAuth.sys,C:\Windows\System32\drivers\
WL496WUG,ql40xx2i.sys,C:\Windows\System32\drivers\
WL496WUG,filetrace.sys,C:\Windows\System32\drivers\
WL496WUG,agilevpn.sys,C:\Windows\System32\drivers\
WL496WUG,sfloppy.sys,C:\Windows\System32\drivers\
WL496WUG,CmBatt.sys,C:\Windows\System32\drivers\
WL496WUG,rasl2tp.sys,C:\Windows\System32\drivers\
WL496WUG,udfs.sys,C:\Windows\System32\drivers\
WL496WUG,wtlmdrv.sys,C:\Windows\System32\drivers\
WL496WUG,mrxsmb20.sys,C:\Windows\System32\drivers\
WL496WUG,elxstor.sys,C:\Windows\System32\drivers\
WL496WUG,acpiex.sys,C:\Windows\System32\drivers\
WL496WUG,evbda.sys,C:\Windows\System32\drivers\
WL496WUG,SpbCx.sys,C:\Windows\System32\drivers\
WL496WUG,tcpipreg.sys,C:\Windows\System32\drivers\
WL496WUG,vpcivsp.sys,C:\Windows\System32\drivers\
WL496WUG,bxois.sys,C:\Windows\System32\drivers\
WL496WUG,http.sys,C:\Windows\System32\drivers\
WL496WUG,hidbatt.sys,C:\Windows\System32\drivers\
WL496WUG,ipfltdrv.sys,C:\Windows\System32\drivers\
WL496WUG,msiscsi.sys,C:\Windows\System32\drivers\
WL496WUG,tcpip.sys,C:\Windows\System32\drivers\
WL496WUG,hyperkbd.sys,C:\Windows\System32\drivers\
WL496WUG,xenbus.sys,C:\Windows\System32\drivers\
WL496WUG,MsLbfoProvider.sys,C:\Windows\System32\drivers\
WL496WUG,modem.sys,C:\Windows\System32\drivers\
WL496WUG,ql2300i.sys,C:\Windows\System32\drivers\
WL496WUG,BasicDisplay.sys,C:\Windows\System32\drivers\
WL496WUG,ibbus.sys,C:\Windows\System32\drivers\
WL496WUG,storvsp.sys,C:\Windows\System32\drivers\
WL496WUG,pcmcia.sys,C:\Windows\System32\drivers\
WL496WUG,wfplwfs.sys,C:\Windows\System32\drivers\
WL496WUG,UCX01000.SYS,C:\Windows\System32\drivers\
WL496WUG,msisadrv.sys,C:\Windows\System32\drivers\
WL496WUG,usbccgp.sys,C:\Windows\System32\drivers\
WL496WUG,amdxata.sys,C:\Windows\System32\drivers\
WL496WUG,mpsdrv.sys,C:\Windows\System32\drivers\
WL496WUG,winverbs.sys,C:\Windows\System32\drivers\
WL496WUG,usbohci.sys,C:\Windows\System32\drivers\
WL496WUG,ksthunk.sys,C:\Windows\System32\drivers\
WL496WUG,TsUsbFlt.sys,C:\Windows\System32\drivers\
WL496WUG,bowser.sys,C:\Windows\System32\drivers\
WL496WUG,ksecpkg.sys,C:\Windows\System32\drivers\
WL496WUG,ndiscap.sys,C:\Windows\System32\drivers\
WL496WUG,mouclass.sys,C:\Windows\System32\drivers\
WL496WUG,qlfcoei.sys,C:\Windows\System32\drivers\
WL496WUG,mountmgr.sys,C:\Windows\System32\drivers\
WL496WUG,smbdirect.sys,C:\Windows\System32\drivers\
WL496WUG,wmiacpi.sys,C:\Windows\System32\drivers\
WL496WUG,adp80xx.sys,C:\Windows\System32\drivers\
WL496WUG,clfs.sys,C:\Windows\System32\drivers\
WL496WUG,viaide.sys,C:\Windows\System32\drivers\
WL496WUG,netbios.sys,C:\Windows\System32\drivers\
WL496WUG,rasacd.sys,C:\Windows\System32\drivers\
WL496WUG,scfilter.sys,C:\Windows\System32\drivers\
WL496WUG,FsDepends.sys,C:\Windows\System32\drivers\
WL496WUG,raspppoe.sys,C:\Windows\System32\drivers\
WL496WUG,i8042prt.sys,C:\Windows\System32\drivers\
WL496WUG,pci.sys,C:\Windows\System32\drivers\
WL496WUG,intelppm.sys,C:\Windows\System32\drivers\
WL496WUG,vmgencounter.sys,C:\Windows\System32\drivers\
WL496WUG,acpipagr.sys,C:\Windows\System32\drivers\
WL496WUG,UAGP35.SYS,C:\Windows\System32\drivers\
WL496WUG,usbhub.sys,C:\Windows\System32\drivers\
WL496WUG,hidusb.sys,C:\Windows\System32\drivers\
WL496WUG,serial.sys,C:\Windows\System32\drivers\
WL496WUG,acpipmi.sys,C:\Windows\System32\drivers\
WL496WUG,vdrvroot.sys,C:\Windows\System32\drivers\
WL496WUG,terminpt.sys,C:\Windows\System32\drivers\
WL496WUG,appid.sys,C:\Windows\System32\drivers\
WL496WUG,ahcache.sys,C:\Windows\System32\drivers\
WL496WUG,ndfltr.sys,C:\Windows\System32\drivers\
WL496WUG,pciide.sys,C:\Windows\System32\drivers\
WL496WUG,netbt.sys,C:\Windows\System32\drivers\
WL496WUG,fcvsc.sys,C:\Windows\System32\drivers\
WL496WUG,dfsc.sys,C:\Windows\System32\drivers\
WL496WUG,lsi_sas3.sys,C:\Windows\System32\drivers\
WL496WUG,lltdio.sys,C:\Windows\System32\drivers\
WL496WUG,intelide.sys,C:\Windows\System32\drivers\
WL496WUG,kbdclass.sys,C:\Windows\System32\drivers\
WL496WUG,VMBusHID.sys,C:\Windows\System32\drivers\
WL496WUG,storahci.sys,C:\Windows\System32\drivers\
WL496WUG,vxn64x64.sys,C:\Windows\System32\drivers\
WL496WUG,pdc.sys,C:\Windows\System32\drivers\
WL496WUG,vmbusr.sys,C:\Windows\System32\drivers\
WL496WUG,xennet.sys,C:\Windows\System32\drivers\
WL496WUG,winmad.sys,C:\Windows\System32\drivers\
WL496WUG,condrv.sys,C:\Windows\System32\drivers\
WL496WUG,VSTXRAID.SYS,C:\Windows\System32\drivers\
WL496WUG,nsiproxy.sys,C:\Windows\System32\drivers\
WL496WUG,GAGP30KX.SYS,C:\Windows\System32\drivers\
WL496WUG,acpi.sys,C:\Windows\System32\drivers\
WL496WUG,winnat.sys,C:\Windows\System32\drivers\
WL496WUG,bxfcoe.sys,C:\Windows\System32\drivers\
WL496WUG,Vid.sys,C:\Windows\System32\drivers\
WL496WUG,iaStorAV.sys,C:\Windows\System32\drivers\
WL496WUG,megasas.sys,C:\Windows\System32\drivers\
WL496WUG,wanarp.sys,C:\Windows\System32\drivers\
WL496WUG,lsi_sss.sys,C:\Windows\System32\drivers\
WL496WUG,amdppm.sys,C:\Windows\System32\drivers\
WL496WUG,ndisuio.sys,C:\Windows\System32\drivers\
WL496WUG,Wdf01000.sys,C:\Windows\System32\drivers\
WL496WUG,xenvbd.sys,C:\Windows\System32\drivers\
WL496WUG,mvumis.sys,C:\Windows\System32\drivers\
WL496WUG,disk.sys,C:\Windows\System32\drivers\
WL496WUG,3ware.sys,C:\Windows\System32\drivers\
WL496WUG,WUDFPf.sys,C:\Windows\System32\drivers\
WL496WUG,umbus.sys,C:\Windows\System32\drivers\
WL496WUG,isapnp.sys,C:\Windows\System32\drivers\
WL496WUG,nvstor.sys,C:\Windows\System32\drivers\
WL496WUG,vhdmp.sys,C:\Windows\System32\drivers\
WL496WUG,parport.sys,C:\Windows\System32\drivers\
WL496WUG,volmgr.sys,C:\Windows\System32\drivers\
WL496WUG,tdx.sys,C:\Windows\System32\drivers\
WL496WUG,HyperVideo.sys,C:\Windows\System32\drivers\
WL496WUG,hwpolicy.sys,C:\Windows\System32\drivers\
WL496WUG,arcsas.sys,C:\Windows\System32\drivers\
WL496WUG,flpydisk.sys,C:\Windows\System32\drivers\
WL496WUG,pacer.sys,C:\Windows\System32\drivers\
