hostname,modulename,modulepath
NN659XDW,vwifimp.sys,C:\Windows\System32\drivers\
NN659XDW,vpci.sys,C:\Windows\System32\drivers\
NN659XDW,msgpioclx.sys,C:\Windows\System32\drivers\
NN659XDW,1394ohci.sys,C:\Windows\System32\drivers\
NN659XDW,bthpan.sys,C:\Windows\System32\drivers\
NN659XDW,SpatialGraphFilter.sys,C:\Windows\System32\drivers\
NN659XDW,mmcss.sys,C:\Windows\System32\drivers\
NN659XDW,raspppoe.sys,C:\Windows\System32\drivers\
NN659XDW,monitor.sys,C:\Windows\System32\drivers\
NN659XDW,usbhub.sys,C:\Windows\System32\drivers\
NN659XDW,evbda.sys,C:\Windows\System32\drivers\
NN659XDW,lsi_sss.sys,C:\Windows\System32\drivers\
NN659XDW,Netwtw04.sys,C:\Windows\System32\drivers\
NN659XDW,xboxgip.sys,C:\Windows\System32\drivers\
NN659XDW,usbcir.sys,C:\Windows\System32\drivers\
NN659XDW,volsnap.sys,C:\Windows\System32\drivers\
NN659XDW,mrxsmb10.sys,C:\Windows\System32\drivers\
NN659XDW,vsmraid.sys,C:\Windows\System32\drivers\
NN659XDW,ufxsynopsys.sys,C:\Windows\System32\drivers\
NN659XDW,usbser.sys,C:\Windows\System32\drivers\
NN659XDW,svchost.exe,C:\Windows\System32\
NN659XDW,WdBoot.sys,C:\Windows\System32\drivers\wd\
NN659XDW,wimmount.sys,C:\Windows\System32\drivers\
NN659XDW,dptf_cpu.sys,C:\Windows\System32\drivers\
NN659XDW,nvraid.sys,C:\Windows\System32\drivers\
NN659XDW,capimg.sys,C:\Windows\System32\drivers\
NN659XDW,cdfs.sys,C:\Windows\System32\drivers\
NN659XDW,usbuhci.sys,C:\Windows\System32\drivers\
NN659XDW,fvevol.sys,C:\Windows\System32\drivers\
NN659XDW,srv2.sys,C:\Windows\System32\drivers\
NN659XDW,USBHUB3.SYS,C:\Windows\System32\drivers\
NN659XDW,amdxata.sys,C:\Windows\System32\drivers\
NN659XDW,TsUsbGD.sys,C:\Windows\System32\drivers\
NN659XDW,HdAudio.sys,C:\Windows\System32\drivers\
NN659XDW,percsas2i.sys,C:\Windows\System32\drivers\
NN659XDW,spaceport.sys,C:\Windows\System32\drivers\
NN659XDW,mouclass.sys,C:\Windows\System32\drivers\
NN659XDW,vms3cap.sys,C:\Windows\System32\drivers\
NN659XDW,lsi_sas.sys,C:\Windows\System32\drivers\
NN659XDW,Udecx.sys,C:\Windows\System32\drivers\
NN659XDW,igdkmd64.sys,C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_12cbd645391cbdcb\
NN659XDW,terminpt.sys,C:\Windows\System32\drivers\
