hostname,fullpath,filepath,drive,filename,fileextension,username
ST0000YUP,c:\Windows\System32\RdpSaPs.dll,Windows\System32,c,RdpSaPs.dll,dll,NT SERVICE\TrustedInstaller
ST0000YUP,c:\Windows\SysWOW64\fdWSD.dll,Windows\SysWOW64,c,fdWSD.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\wbem\WMIPJOBJ.dll,Windows\System32\wbem,c,WMIPJOBJ.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\iasrecst.dll,Windows\System32,c,iasrecst.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\program files (x86)\panda security\panda security protection\psuashell.dll,program files (x86)\panda security\panda security protection,c,psuashell.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\dskquoui.dll,Windows\System32,c,dskquoui.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\msmpeg2vdec.dll,Windows\System32,c,msmpeg2vdec.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\msdtckrm.dll,Windows\System32,c,msdtckrm.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\xmlprovi.dll,Windows\System32,c,xmlprovi.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\fundisc.dll,Windows\System32,c,fundisc.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\QSHVHOST.DLL,Windows\System32,c,QSHVHOST.DLL,DLL,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\dskquota.dll,Windows\System32,c,dskquota.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\vsmraid.sys,Windows\System32\drivers,c,vsmraid.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\SysWOW64\ieapfltr.dll,Windows\SysWOW64,c,ieapfltr.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\tcpip.sys,Windows\System32\drivers,c,tcpip.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,C:\Windows\System32\usbmon.dll,Windows\System32,C,usbmon.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\SysWOW64\firewallapi.dll,Windows\SysWOW64,c,firewallapi.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\SysWOW64\tapisnap.dll,Windows\SysWOW64,c,tapisnap.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\hdaudbus.sys,Windows\System32\drivers,c,hdaudbus.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\IME\shared\imever.dll,Windows\System32\IME\shared,c,imever.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\thawbrkr.dll,Windows\System32,c,thawbrkr.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\msyuv.dll,Windows\System32,c,msyuv.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\tapilua.dll,Windows\System32,c,tapilua.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\Locator.exe,Windows\System32,c,Locator.exe,exe,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\umpnpmgr.dll,Windows\System32,c,umpnpmgr.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\Speech\Common\sapi.dll,Windows\System32\Speech\Common,c,sapi.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\program files\windows mail\wab.exe,program files\windows mail,c,wab.exe,exe,NT SERVICE\TrustedInstaller
ST0000YUP,c:\Windows\System32\drivers\amdxata.sys,Windows\System32\drivers,c,amdxata.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\agilevpn.sys,Windows\System32\drivers,c,agilevpn.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\rdpendp.dll,Windows\System32,c,rdpendp.dll,dll,NT SERVICE\TrustedInstaller
ST0000YUP,c:\Windows\System32\drivers\lsi_sas.sys,Windows\System32\drivers,c,lsi_sas.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\tserrredir.dll,Windows\System32,c,tserrredir.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\vss_ps.dll,Windows\System32,c,vss_ps.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\nfrd960.sys,Windows\System32\drivers,c,nfrd960.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\SysWOW64\dfshim.dll,Windows\SysWOW64,c,dfshim.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\ipbusenumproxy.dll,Windows\System32,c,ipbusenumproxy.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\pci.sys,Windows\System32\drivers,c,pci.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\ssdpsrv.dll,Windows\System32,c,ssdpsrv.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\SysWOW64\onedrivesetup.exe,Windows\SysWOW64,c,onedrivesetup.exe,exe,NT SERVICE\TrustedInstaller
ST0000YUP,c:\Windows\SysWOW64\bitsprx3.dll,Windows\SysWOW64,c,bitsprx3.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\msi.dll,Windows\System32,c,msi.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\xwtpw32.dll,Windows\System32,c,xwtpw32.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\dllhost.exe,Windows\System32,c,dllhost.exe,exe,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\msg711.acm,Windows\System32,c,msg711.acm,acm,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\wbem\cimwin32.dll,Windows\System32\wbem,c,cimwin32.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\vds_ps.dll,Windows\System32,c,vds_ps.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\vidcap.ax,Windows\System32,c,vidcap.ax,ax,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\scrrun.dll,Windows\System32,c,scrrun.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\srv.sys,Windows\System32\drivers,c,srv.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\onedrivesettingsyncprovider.dll,Windows\System32,c,onedrivesettingsyncprovider.dll,dll,NT SERVICE\TrustedInstaller
ST0000YUP,c:\Windows\SysWOW64\dnscmmc.dll,Windows\SysWOW64,c,dnscmmc.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\powercpl.dll,Windows\System32,c,powercpl.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\KMSVC.DLL,Windows\System32,c,KMSVC.DLL,DLL,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\scfilter.sys,Windows\System32\drivers,c,scfilter.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\cdrom.sys,Windows\System32\drivers,c,cdrom.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\windowscodecsext.dll,Windows\System32,c,windowscodecsext.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\rasmans.dll,Windows\System32,c,rasmans.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,C:\Windows\System32\clbcatq.dll,Windows\System32,C,clbcatq.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\WMPhoto.dll,Windows\System32,c,WMPhoto.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\cmstplua.dll,Windows\System32,c,cmstplua.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\drivers\pvpanic.sys,Windows\System32\drivers,c,pvpanic.sys,sys,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\dot3hc.dll,Windows\System32,c,dot3hc.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\SysWOW64\wininet.dll,Windows\SysWOW64,c,wininet.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\SysWOW64\licmgr10.dll,Windows\SysWOW64,c,licmgr10.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\fdPnp.dll,Windows\System32,c,fdPnp.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\srpuxnativesnapin.dll,Windows\System32,c,srpuxnativesnapin.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,C:\Windows\System32\ws2_32.dll,Windows\System32,C,ws2_32.dll,dll,NT AUTHORITY\SYSTEM
ST0000YUP,c:\Windows\System32\comrepl.dll,Windows\System32,c,comrepl.dll,dll,NT AUTHORITY\SYSTEM
