hostname,fullpath,filepath,drive,filename,fileextension,username
NT0003VEO,c:\Windows\System32\WinTypes.dll,Windows\System32,c,WinTypes.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\activesockets.dll,Windows\System32,c,activesockets.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\ndishc.dll,Windows\System32,c,ndishc.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\hhctrl.ocx,Windows\SysWOW64,c,hhctrl.ocx,ocx,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\wbem\nlmcim.dll,Windows\System32\wbem,c,nlmcim.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\windows.data.pdf.dll,Windows\SysWOW64,c,windows.data.pdf.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\msfeeds.dll,Windows\System32,c,msfeeds.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\gpsvc.dll,Windows\System32,c,gpsvc.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\dsdmo.dll,Windows\System32,c,dsdmo.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\ieframe.dll,Windows\SysWOW64,c,ieframe.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\cngcredui.dll,Windows\System32,c,cngcredui.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\drivers\wmiacpi.sys,Windows\System32\drivers,c,wmiacpi.sys,sys,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\scwserviceext.dll,Windows\System32,c,scwserviceext.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\devicedisplaystatusmanager.dll,Windows\System32,c,devicedisplaystatusmanager.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\defragsvc.dll,Windows\System32,c,defragsvc.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\dpnet.dll,Windows\System32,c,dpnet.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\comsvcs.dll,Windows\SysWOW64,c,comsvcs.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\qmgr.dll,Windows\System32,c,qmgr.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\dispex.dll,Windows\System32,c,dispex.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\rastls.dll,Windows\System32,c,rastls.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\kernelceip.dll,Windows\System32,c,kernelceip.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\umrdp.dll,Windows\System32,c,umrdp.dll,dll,NT SERVICE\TrustedInstaller
NT0003VEO,c:\Windows\SysWOW64\comsnap.dll,Windows\SysWOW64,c,comsnap.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\TtlsCfg.dll,Windows\System32,c,TtlsCfg.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\dsprop.dll,Windows\System32,c,dsprop.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\wpncore.dll,Windows\System32,c,wpncore.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\drivers\HpSAMD.sys,Windows\System32\drivers,c,HpSAMD.sys,sys,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\drivers\UCX01000.SYS,Windows\System32\drivers,c,UCX01000.SYS,SYS,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\IME\IMEKR\imkrtip.dll,Windows\System32\IME\IMEKR,c,imkrtip.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\IME\SHARED\IMEFILES.DLL,Windows\SysWOW64\IME\SHARED,c,IMEFILES.DLL,DLL,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\wbem\WMIPJOBJ.dll,Windows\System32\wbem,c,WMIPJOBJ.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\wbem\dsprov.dll,Windows\System32\wbem,c,dsprov.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\mstask.dll,Windows\System32,c,mstask.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\wshcon.dll,Windows\System32,c,wshcon.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\windows.ui.immersive.dll,Windows\SysWOW64,c,windows.ui.immersive.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\IME\SHARED\imedicapiccps.dll,Windows\System32\IME\SHARED,c,imedicapiccps.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\dsound.dll,Windows\System32,c,dsound.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\EAPQEC.DLL,Windows\System32,c,EAPQEC.DLL,DLL,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\msaatext.dll,Windows\System32,c,msaatext.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\wshom.ocx,Windows\SysWOW64,c,wshom.ocx,ocx,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\wbem\wfascim.dll,Windows\System32\wbem,c,wfascim.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\L2SecHC.dll,Windows\System32,c,L2SecHC.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\SysWOW64\SHCore.dll,Windows\SysWOW64,c,SHCore.dll,dll,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\drivers\ksthunk.sys,Windows\System32\drivers,c,ksthunk.sys,sys,NT AUTHORITY\SYSTEM
NT0003VEO,c:\Windows\System32\dsquery.dll,Windows\System32,c,dsquery.dll,dll,NT AUTHORITY\SYSTEM
